"","Reaction","Stimulus","Readout","drugScore","Boolean network activity","Group network activity"
"1","AKT1=GSK3A","ANTICD3","GSK3A","-0.0559105046170166","0","0.473684210526316"
"2","AKT1=GSK3A","BDNF","GSK3A","-0.0559105046170166","0","0.473684210526316"
"3","AKT1=GSK3A","BN201","GSK3A","-0.0559105046170166","0","0.473684210526316"
"4","AKT1=GSK3A","REBIF","GSK3A","-0.0559105046170166","0","0.473684210526316"
"5","AKT1=GSK3A","IFNG","GSK3A","-0.0559105046170166","0","0.473684210526316"
"6","AKT1=GSK3A","NACL","GSK3A","-0.0559105046170166","0","0.473684210526316"
"7","AKT1=GSK3A","IL1A","GSK3A","-0.0559105046170166","0","0.473684210526316"
"8","AKT1=GSK3A","IL6","GSK3A","-0.0559105046170166","0","0.473684210526316"
"9","AKT1=GSK3A","LPS","GSK3A","-0.0559105046170166","0","0.473684210526316"
"10","AKT1=GSK3A","EGCG","GSK3A","-0.0559105046170166","0","0.473684210526316"
"11","AKT1=GSK3A","POLYIC","GSK3A","-0.0559105046170166","0","0.473684210526316"
"12","AKT1=GSK3A","TNFA","GSK3A","-0.0559105046170166","0","0.473684210526316"
"13","!AKT1=RAF1","ANTICD3","JUN","-0.00178412132024977","0","0.0526315789473684"
"14","!AKT1=RAF1","ANTICD3","PTN11","-0.00178412132024977","0","0.0526315789473684"
"15","!AKT1=RAF1","ANTICD3","IKBA","-0.00178412132024977","0","0.0526315789473684"
"16","!AKT1=RAF1","ANTICD3","AKT1","-0.00178412132024977","0","0.0526315789473684"
"17","!AKT1=RAF1","ANTICD3","MK12","-0.00178412132024977","0","0.0526315789473684"
"18","!AKT1=RAF1","ANTICD3","TF65","-0.00178412132024977","0","0.0526315789473684"
"19","!AKT1=RAF1","ANTICD3","STAT1","-0.00178412132024977","0","0.0526315789473684"
"20","!AKT1=RAF1","ANTICD3","GSK3A","-0.00178412132024977","0","0.0526315789473684"
"21","!AKT1=RAF1","ANTICD3","STAT3","-0.00178412132024977","0","0.0526315789473684"
"22","!AKT1=RAF1","ANTICD3","MP2K1","-0.00178412132024977","0","0.0526315789473684"
"23","!AKT1=RAF1","ANTICD3","MKO3","-0.00178412132024977","0","0.0526315789473684"
"24","!AKT1=RAF1","ANTICD3","CREB1","-0.00178412132024977","0","0.0526315789473684"
"25","!AKT1=RAF1","ANTICD3","FAK1","-0.00178412132024977","0","0.0526315789473684"
"26","!AKT1=RAF1","BDNF","JUN","-0.00178412132024977","0","0.0526315789473684"
"27","!AKT1=RAF1","BDNF","PTN11","-0.00178412132024977","0","0.0526315789473684"
"28","!AKT1=RAF1","BDNF","IKBA","-0.00178412132024977","0","0.0526315789473684"
