"","Reaction","Stimulus","Readout","drugScore","Boolean network activity","Group network activity"
"37","!AKT1=RAF1","NACL","STAT3","-0.00320659642693541","0","0"
"38","!AKT1=RAF1","NACL","MP2K1","-0.00320659642693541","0","0"
"39","!AKT1=RAF1","NACL","MKO3","-0.00320659642693541","0","0"
"40","!AKT1=RAF1","NACL","FAK1","-0.00320659642693541","0","0"
"41","!AKT1=RAF1","IL1A","JUN","-0.00320659642693541","0","0"
"42","!AKT1=RAF1","IL1A","PTN11","-0.00320659642693541","0","0"
"43","!AKT1=RAF1","IL1A","IKBA","-0.00320659642693541","0","0"
"44","!AKT1=RAF1","IL1A","AKT1","-0.00320659642693541","0","0"
"45","!AKT1=RAF1","IL1A","MK12","-0.00320659642693541","0","0"
"46","!AKT1=RAF1","IL1A","STAT1","-0.00320659642693541","0","0"
"47","!AKT1=RAF1","IL1A","STAT3","-0.00320659642693541","0","0"
"48","!AKT1=RAF1","IL1A","MP2K1","-0.00320659642693541","0","0"
"49","!AKT1=RAF1","IL1A","MKO3","-0.00320659642693541","0","0"
"50","!AKT1=RAF1","IL1A","FAK1","-0.00320659642693541","0","0"
"51","!AKT1=RAF1","LPS","JUN","-0.00320659642693541","0","0"
"52","!AKT1=RAF1","LPS","PTN11","-0.00320659642693541","0","0"
"53","!AKT1=RAF1","LPS","IKBA","-0.00320659642693541","0","0"
"54","!AKT1=RAF1","LPS","AKT1","-0.00320659642693541","0","0"
"55","!AKT1=RAF1","LPS","MK12","-0.00320659642693541","0","0"
"56","!AKT1=RAF1","LPS","STAT1","-0.00320659642693541","0","0"
"57","!AKT1=RAF1","LPS","STAT3","-0.00320659642693541","0","0"
"58","!AKT1=RAF1","LPS","MP2K1","-0.00320659642693541","0","0"
"59","!AKT1=RAF1","LPS","MKO3","-0.00320659642693541","0","0"
"60","!AKT1=RAF1","LPS","FAK1","-0.00320659642693541","0","0"
"61","!AKT1=RAF1","EGCG","JUN","-0.00320659642693541","0","0"
"62","!AKT1=RAF1","EGCG","PTN11","-0.00320659642693541","0","0"
"63","!AKT1=RAF1","EGCG","IKBA","-0.00320659642693541","0","0"
"64","!AKT1=RAF1","EGCG","AKT1","-0.00320659642693541","0","0"
"65","!AKT1=RAF1","EGCG","MK12","-0.00320659642693541","0","0"
"66","!AKT1=RAF1","EGCG","STAT1","-0.00320659642693541","0","0"
"67","!AKT1=RAF1","EGCG","STAT3","-0.00320659642693541","0","0"
"68","!AKT1=RAF1","EGCG","MP2K1","-0.00320659642693541","0","0"
"69","!AKT1=RAF1","EGCG","MKO3","-0.00320659642693541","0","0"
"70","!AKT1=RAF1","EGCG","FAK1","-0.00320659642693541","0","0"
"71","!AKT1=RAF1","POLYIC","JUN","-0.00320659642693541","0","0"
"72","!AKT1=RAF1","POLYIC","PTN11","-0.00320659642693541","0","0"
"73","!AKT1=RAF1","POLYIC","IKBA","-0.00320659642693541","0","0"
"74","!AKT1=RAF1","POLYIC","AKT1","-0.00320659642693541","0","0"
"75","!AKT1=RAF1","POLYIC","MK12","-0.00320659642693541","0","0"
"76","!AKT1=RAF1","POLYIC","STAT1","-0.00320659642693541","0","0"
"77","!AKT1=RAF1","POLYIC","STAT3","-0.00320659642693541","0","0"
"78","!AKT1=RAF1","POLYIC","MP2K1","-0.00320659642693541","0","0"
"79","!AKT1=RAF1","POLYIC","MKO3","-0.00320659642693541","0","0"
"80","!AKT1=RAF1","POLYIC","FAK1","-0.00320659642693541","0","0"
"81","!AKT1=RAF1","CONA","JUN","-0.00320659642693541","0","0"
"82","!AKT1=RAF1","CONA","PTN11","-0.00320659642693541","0","0"
"83","!AKT1=RAF1","CONA","IKBA","-0.00320659642693541","0","0"
"84","!AKT1=RAF1","CONA","AKT1","-0.00320659642693541","0","0"
"85","!AKT1=RAF1","CONA","MK12","-0.00320659642693541","0","0"
"86","!AKT1=RAF1","CONA","STAT1","-0.00320659642693541","0","0"
"87","!AKT1=RAF1","CONA","STAT3","-0.00320659642693541","0","0"
"88","!AKT1=RAF1","CONA","MP2K1","-0.00320659642693541","0","0"
"89","!AKT1=RAF1","CONA","MKO3","-0.00320659642693541","0","0"
"90","!AKT1=RAF1","CONA","FAK1","-0.00320659642693541","0","0"
"91","!AKT1=RAF1","TNFA","JUN","-0.00320659642693541","0","0"
"92","!AKT1=RAF1","TNFA","PTN11","-0.00320659642693541","0","0"
"93","!AKT1=RAF1","TNFA","IKBA","-0.00320659642693541","0","0"
"94","!AKT1=RAF1","TNFA","AKT1","-0.00320659642693541","0","0"
"95","!AKT1=RAF1","TNFA","MK12","-0.00320659642693541","0","0"
"96","!AKT1=RAF1","TNFA","STAT1","-0.00320659642693541","0","0"
"97","!AKT1=RAF1","TNFA","STAT3","-0.00320659642693541","0","0"
"98","!AKT1=RAF1","TNFA","MP2K1","-0.00320659642693541","0","0"
"99","!AKT1=RAF1","TNFA","MKO3","-0.00320659642693541","0","0"
"100","!AKT1=RAF1","TNFA","FAK1","-0.00320659642693541","0","0"
"101","AKT1=STAT3","ANTICD3","JUN","-0.0713276836158192","0","0.291666666666667"
"102","AKT1=STAT3","ANTICD3","PTN11","-0.0713276836158192","0","0.291666666666667"
"103","AKT1=STAT3","ANTICD3","STAT1","-0.0713276836158192","0","0.291666666666667"
"104","AKT1=STAT3","ANTICD3","STAT3","-0.0713276836158192","0","0.291666666666667"
"105","AKT1=STAT3","BDNF","JUN","-0.0713276836158192","0","0.291666666666667"
"106","AKT1=STAT3","BDNF","PTN11","-0.0713276836158192","0","0.291666666666667"
"107","AKT1=STAT3","BDNF","STAT1","-0.0713276836158192","0","0.291666666666667"
"108","AKT1=STAT3","BDNF","STAT3","-0.0713276836158192","0","0.291666666666667"
"109","AKT1=STAT3","BN201","JUN","-0.0713276836158192","0","0.291666666666667"
"110","AKT1=STAT3","BN201","PTN11","-0.0713276836158192","0","0.291666666666667"
"111","AKT1=STAT3","BN201","STAT1","-0.0713276836158192","0","0.291666666666667"
"112","AKT1=STAT3","BN201","STAT3","-0.0713276836158192","0","0.291666666666667"
"113","AKT1=STAT3","NACL","JUN","-0.0713276836158192","0","0.291666666666667"
"114","AKT1=STAT3","NACL","PTN11","-0.0713276836158192","0","0.291666666666667"
"115","AKT1=STAT3","NACL","STAT1","-0.0713276836158192","0","0.291666666666667"
"116","AKT1=STAT3","NACL","STAT3","-0.0713276836158192","0","0.291666666666667"
"117","AKT1=STAT3","IL1A","JUN","-0.0713276836158192","0","0.291666666666667"
"118","AKT1=STAT3","IL1A","PTN11","-0.0713276836158192","0","0.291666666666667"
"119","AKT1=STAT3","IL1A","STAT1","-0.0713276836158192","0","0.291666666666667"
"120","AKT1=STAT3","IL1A","STAT3","-0.0713276836158192","0","0.291666666666667"
"121","AKT1=STAT3","LPS","JUN","-0.0713276836158192","0","0.291666666666667"
"122","AKT1=STAT3","LPS","PTN11","-0.0713276836158192","0","0.291666666666667"
"123","AKT1=STAT3","LPS","STAT1","-0.0713276836158192","0","0.291666666666667"
"124","AKT1=STAT3","LPS","STAT3","-0.0713276836158192","0","0.291666666666667"
"125","AKT1=STAT3","EGCG","JUN","-0.0713276836158192","0","0.291666666666667"
"126","AKT1=STAT3","EGCG","PTN11","-0.0713276836158192","0","0.291666666666667"
"127","AKT1=STAT3","EGCG","STAT1","-0.0713276836158192","0","0.291666666666667"
"128","AKT1=STAT3","EGCG","STAT3","-0.0713276836158192","0","0.291666666666667"
"129","AKT1=STAT3","POLYIC","JUN","-0.0713276836158192","0","0.291666666666667"
"130","AKT1=STAT3","POLYIC","PTN11","-0.0713276836158192","0","0.291666666666667"
"131","AKT1=STAT3","POLYIC","STAT1","-0.0713276836158192","0","0.291666666666667"
"132","AKT1=STAT3","POLYIC","STAT3","-0.0713276836158192","0","0.291666666666667"
"133","AKT1=STAT3","CONA","JUN","-0.0713276836158192","0","0.291666666666667"
"134","AKT1=STAT3","CONA","PTN11","-0.0713276836158192","0","0.291666666666667"
"135","AKT1=STAT3","CONA","STAT1","-0.0713276836158192","0","0.291666666666667"
"136","AKT1=STAT3","CONA","STAT3","-0.0713276836158192","0","0.291666666666667"
"137","AKT1=STAT3","TNFA","JUN","-0.0713276836158192","0","0.291666666666667"
"138","AKT1=STAT3","TNFA","PTN11","-0.0713276836158192","0","0.291666666666667"
"139","AKT1=STAT3","TNFA","STAT1","-0.0713276836158192","0","0.291666666666667"
"140","AKT1=STAT3","TNFA","STAT3","-0.0713276836158192","0","0.291666666666667"
"141","!AKT1=ZAP70","ANTICD3","JUN","-0.0508474576271186","0","0"
"142","!AKT1=ZAP70","ANTICD3","PTN11","-0.0508474576271186","0","0"
"143","!AKT1=ZAP70","ANTICD3","IKBA","-0.0508474576271186","0","0"
"144","!AKT1=ZAP70","ANTICD3","AKT1","-0.0508474576271186","0","0"
"145","!AKT1=ZAP70","ANTICD3","MK12","-0.0508474576271186","0","0"
"146","!AKT1=ZAP70","ANTICD3","STAT1","-0.0508474576271186","0","0"
"147","!AKT1=ZAP70","ANTICD3","STAT3","-0.0508474576271186","0","0"
"148","!AKT1=ZAP70","ANTICD3","MP2K1","-0.0508474576271186","0","0"
"149","!AKT1=ZAP70","ANTICD3","MKO3","-0.0508474576271186","0","0"
"150","!AKT1=ZAP70","ANTICD3","FAK1","-0.0508474576271186","0","0"
"151","!AKT1=ZAP70","BDNF","JUN","-0.0508474576271186","0","0"
"152","!AKT1=ZAP70","BDNF","PTN11","-0.0508474576271186","0","0"
"153","!AKT1=ZAP70","BDNF","IKBA","-0.0508474576271186","0","0"
"154","!AKT1=ZAP70","BDNF","AKT1","-0.0508474576271186","0","0"
"155","!AKT1=ZAP70","BDNF","MK12","-0.0508474576271186","0","0"
"156","!AKT1=ZAP70","BDNF","STAT1","-0.0508474576271186","0","0"
"157","!AKT1=ZAP70","BDNF","STAT3","-0.0508474576271186","0","0"
"158","!AKT1=ZAP70","BDNF","MP2K1","-0.0508474576271186","0","0"
"159","!AKT1=ZAP70","BDNF","MKO3","-0.0508474576271186","0","0"
"160","!AKT1=ZAP70","BDNF","FAK1","-0.0508474576271186","0","0"
"161","!AKT1=ZAP70","BN201","JUN","-0.0508474576271186","0","0"
"162","!AKT1=ZAP70","BN201","PTN11","-0.0508474576271186","0","0"
"163","!AKT1=ZAP70","BN201","IKBA","-0.0508474576271186","0","0"
"164","!AKT1=ZAP70","BN201","AKT1","-0.0508474576271186","0","0"
"165","!AKT1=ZAP70","BN201","MK12","-0.0508474576271186","0","0"
"166","!AKT1=ZAP70","BN201","STAT1","-0.0508474576271186","0","0"
"167","!AKT1=ZAP70","BN201","STAT3","-0.0508474576271186","0","0"
"168","!AKT1=ZAP70","BN201","MP2K1","-0.0508474576271186","0","0"
"169","!AKT1=ZAP70","BN201","MKO3","-0.0508474576271186","0","0"
"170","!AKT1=ZAP70","BN201","FAK1","-0.0508474576271186","0","0"
"171","!AKT1=ZAP70","NACL","JUN","-0.0508474576271186","0","0"
"172","!AKT1=ZAP70","NACL","PTN11","-0.0508474576271186","0","0"
"173","!AKT1=ZAP70","NACL","IKBA","-0.0508474576271186","0","0"
"174","!AKT1=ZAP70","NACL","AKT1","-0.0508474576271186","0","0"
"175","!AKT1=ZAP70","NACL","MK12","-0.0508474576271186","0","0"
"176","!AKT1=ZAP70","NACL","STAT1","-0.0508474576271186","0","0"
"177","!AKT1=ZAP70","NACL","STAT3","-0.0508474576271186","0","0"
"178","!AKT1=ZAP70","NACL","MP2K1","-0.0508474576271186","0","0"
"179","!AKT1=ZAP70","NACL","MKO3","-0.0508474576271186","0","0"
"180","!AKT1=ZAP70","NACL","FAK1","-0.0508474576271186","0","0"
"181","!AKT1=ZAP70","IL1A","JUN","-0.0508474576271186","0","0"
"182","!AKT1=ZAP70","IL1A","PTN11","-0.0508474576271186","0","0"
"183","!AKT1=ZAP70","IL1A","IKBA","-0.0508474576271186","0","0"
"184","!AKT1=ZAP70","IL1A","AKT1","-0.0508474576271186","0","0"
"185","!AKT1=ZAP70","IL1A","MK12","-0.0508474576271186","0","0"
"186","!AKT1=ZAP70","IL1A","STAT1","-0.0508474576271186","0","0"
"187","!AKT1=ZAP70","IL1A","STAT3","-0.0508474576271186","0","0"
"188","!AKT1=ZAP70","IL1A","MP2K1","-0.0508474576271186","0","0"
"189","!AKT1=ZAP70","IL1A","MKO3","-0.0508474576271186","0","0"
"190","!AKT1=ZAP70","IL1A","FAK1","-0.0508474576271186","0","0"
"191","!AKT1=ZAP70","LPS","JUN","-0.0508474576271186","0","0"
"192","!AKT1=ZAP70","LPS","PTN11","-0.0508474576271186","0","0"
"193","!AKT1=ZAP70","LPS","IKBA","-0.0508474576271186","0","0"
"194","!AKT1=ZAP70","LPS","AKT1","-0.0508474576271186","0","0"
"195","!AKT1=ZAP70","LPS","MK12","-0.0508474576271186","0","0"
"196","!AKT1=ZAP70","LPS","STAT1","-0.0508474576271186","0","0"
"197","!AKT1=ZAP70","LPS","STAT3","-0.0508474576271186","0","0"
"198","!AKT1=ZAP70","LPS","MP2K1","-0.0508474576271186","0","0"
"199","!AKT1=ZAP70","LPS","MKO3","-0.0508474576271186","0","0"
"200","!AKT1=ZAP70","LPS","FAK1","-0.0508474576271186","0","0"
"201","!AKT1=ZAP70","EGCG","JUN","-0.0508474576271186","0","0"
"202","!AKT1=ZAP70","EGCG","PTN11","-0.0508474576271186","0","0"
"203","!AKT1=ZAP70","EGCG","IKBA","-0.0508474576271186","0","0"
"204","!AKT1=ZAP70","EGCG","AKT1","-0.0508474576271186","0","0"
"205","!AKT1=ZAP70","EGCG","MK12","-0.0508474576271186","0","0"
"206","!AKT1=ZAP70","EGCG","STAT1","-0.0508474576271186","0","0"
"207","!AKT1=ZAP70","EGCG","STAT3","-0.0508474576271186","0","0"
"208","!AKT1=ZAP70","EGCG","MP2K1","-0.0508474576271186","0","0"
"209","!AKT1=ZAP70","EGCG","MKO3","-0.0508474576271186","0","0"
"210","!AKT1=ZAP70","EGCG","FAK1","-0.0508474576271186","0","0"
"211","!AKT1=ZAP70","POLYIC","JUN","-0.0508474576271186","0","0"
"212","!AKT1=ZAP70","POLYIC","PTN11","-0.0508474576271186","0","0"
"213","!AKT1=ZAP70","POLYIC","IKBA","-0.0508474576271186","0","0"
"214","!AKT1=ZAP70","POLYIC","AKT1","-0.0508474576271186","0","0"
"215","!AKT1=ZAP70","POLYIC","MK12","-0.0508474576271186","0","0"
"216","!AKT1=ZAP70","POLYIC","STAT1","-0.0508474576271186","0","0"
"217","!AKT1=ZAP70","POLYIC","STAT3","-0.0508474576271186","0","0"
"218","!AKT1=ZAP70","POLYIC","MP2K1","-0.0508474576271186","0","0"
"219","!AKT1=ZAP70","POLYIC","MKO3","-0.0508474576271186","0","0"
"220","!AKT1=ZAP70","POLYIC","FAK1","-0.0508474576271186","0","0"
"221","!AKT1=ZAP70","CONA","JUN","-0.0508474576271186","0","0"
"222","!AKT1=ZAP70","CONA","PTN11","-0.0508474576271186","0","0"
"223","!AKT1=ZAP70","CONA","IKBA","-0.0508474576271186","0","0"
"224","!AKT1=ZAP70","CONA","AKT1","-0.0508474576271186","0","0"
"225","!AKT1=ZAP70","CONA","MK12","-0.0508474576271186","0","0"
"226","!AKT1=ZAP70","CONA","STAT1","-0.0508474576271186","0","0"
"227","!AKT1=ZAP70","CONA","STAT3","-0.0508474576271186","0","0"
"228","!AKT1=ZAP70","CONA","MP2K1","-0.0508474576271186","0","0"
"229","!AKT1=ZAP70","CONA","MKO3","-0.0508474576271186","0","0"
"230","!AKT1=ZAP70","CONA","FAK1","-0.0508474576271186","0","0"
"231","!AKT1=ZAP70","TNFA","JUN","-0.0508474576271186","0","0"
"232","!AKT1=ZAP70","TNFA","PTN11","-0.0508474576271186","0","0"
"233","!AKT1=ZAP70","TNFA","IKBA","-0.0508474576271186","0","0"
"234","!AKT1=ZAP70","TNFA","AKT1","-0.0508474576271186","0","0"
"235","!AKT1=ZAP70","TNFA","MK12","-0.0508474576271186","0","0"
"236","!AKT1=ZAP70","TNFA","STAT1","-0.0508474576271186","0","0"
"237","!AKT1=ZAP70","TNFA","STAT3","-0.0508474576271186","0","0"
"238","!AKT1=ZAP70","TNFA","MP2K1","-0.0508474576271186","0","0"
"239","!AKT1=ZAP70","TNFA","MKO3","-0.0508474576271186","0","0"
"240","!AKT1=ZAP70","TNFA","FAK1","-0.0508474576271186","0","0"
"241","ANTICD3=WNK1","ANTICD3","WNK1","-0.0380974194533517","0","0.166666666666667"
"242","BN201=SGK","BN201","JUN","-0.0677966101694915","0","0"
"243","BN201=SGK","BN201","PTN11","-0.0677966101694915","0","0"
"244","BN201=SGK","BN201","IKBA","-0.0677966101694915","0","0"
"245","BN201=SGK","BN201","AKT1","-0.0677966101694915","0","0"
"246","BN201=SGK","BN201","MK12","-0.0677966101694915","0","0"
"247","BN201=SGK","BN201","STAT1","-0.0677966101694915","0","0"
"248","BN201=SGK","BN201","STAT3","-0.0677966101694915","0","0"
"249","BN201=SGK","BN201","MP2K1","-0.0677966101694915","0","0"
"250","BN201=SGK","BN201","MKO3","-0.0677966101694915","0","0"
"251","BN201=SGK","BN201","FAK1","-0.0677966101694915","0","0"
"252","!CBL=EGFR","EGCG","JUN","-0.00320659642693541","0","0"
"253","!CBL=EGFR","EGCG","PTN11","-0.00320659642693541","0","0"
"254","!CBL=EGFR","EGCG","IKBA","-0.00320659642693541","0","0"
"255","!CBL=EGFR","EGCG","AKT1","-0.00320659642693541","0","0"
"256","!CBL=EGFR","EGCG","MK12","-0.00320659642693541","0","0"
"257","!CBL=EGFR","EGCG","STAT1","-0.00320659642693541","0","0"
"258","!CBL=EGFR","EGCG","STAT3","-0.00320659642693541","0","0"
"259","!CBL=EGFR","EGCG","MP2K1","-0.00320659642693541","0","0"
"260","!CBL=EGFR","EGCG","MKO3","-0.00320659642693541","0","0"
"261","!CBL=EGFR","EGCG","FAK1","-0.00320659642693541","0","0"
"262","CBL=FYN","EGCG","JUN","-0.0141242937853107","0","0.166666666666667"
"263","CBL=FYN","EGCG","PTN11","-0.0141242937853107","0","0.166666666666667"
"264","CBL=FYN","EGCG","IKBA","-0.0141242937853107","0","0.166666666666667"
"265","CBL=FYN","EGCG","AKT1","-0.0141242937853107","0","0.166666666666667"
"266","CBL=FYN","EGCG","MK12","-0.0141242937853107","0","0.166666666666667"
"267","CBL=FYN","EGCG","STAT1","-0.0141242937853107","0","0.166666666666667"
"268","CBL=FYN","EGCG","STAT3","-0.0141242937853107","0","0.166666666666667"
"269","CBL=FYN","EGCG","MP2K1","-0.0141242937853107","0","0.166666666666667"
"270","CBL=FYN","EGCG","MKO3","-0.0141242937853107","0","0.166666666666667"
"271","CBL=FYN","EGCG","FAK1","-0.0141242937853107","0","0.166666666666667"
"272","!CBL=PGFRB","EGCG","JUN","-0.0727401129943503","0","0.208333333333333"
"273","!CBL=PGFRB","EGCG","PTN11","-0.0727401129943503","0","0.208333333333333"
"274","!CBL=PGFRB","EGCG","IKBA","-0.0727401129943503","0","0.208333333333333"
"275","!CBL=PGFRB","EGCG","AKT1","-0.0727401129943503","0","0.208333333333333"
"276","!CBL=PGFRB","EGCG","MK12","-0.0727401129943503","0","0.208333333333333"
"277","!CBL=PGFRB","EGCG","STAT1","-0.0727401129943503","0","0.208333333333333"
"278","!CBL=PGFRB","EGCG","STAT3","-0.0727401129943503","0","0.208333333333333"
"279","!CBL=PGFRB","EGCG","MP2K1","-0.0727401129943503","0","0.208333333333333"
"280","!CBL=PGFRB","EGCG","MKO3","-0.0727401129943503","0","0.208333333333333"
"281","!CBL=PGFRB","EGCG","FAK1","-0.0727401129943503","0","0.208333333333333"
"282","!CBL=PI3K","EGCG","IKBA","-0.019774011299435","0","0.166666666666667"
"283","!CBL=PI3K","EGCG","FAK1","-0.019774011299435","0","0.166666666666667"
"284","!CBL=TCRP","EGCG","JUN","-0.0939265536723164","0","0.0416666666666667"
"285","!CBL=TCRP","EGCG","PTN11","-0.0939265536723164","0","0.0416666666666667"
"286","!CBL=TCRP","EGCG","IKBA","-0.0939265536723164","0","0.0416666666666667"
"287","!CBL=TCRP","EGCG","AKT1","-0.0939265536723164","0","0.0416666666666667"
"288","!CBL=TCRP","EGCG","MK12","-0.0939265536723164","0","0.0416666666666667"
"289","!CBL=TCRP","EGCG","STAT1","-0.0939265536723164","0","0.0416666666666667"
"290","!CBL=TCRP","EGCG","STAT3","-0.0939265536723164","0","0.0416666666666667"
"291","!CBL=TCRP","EGCG","MP2K1","-0.0939265536723164","0","0.0416666666666667"
"292","!CBL=TCRP","EGCG","MKO3","-0.0939265536723164","0","0.0416666666666667"
"293","!CBL=TCRP","EGCG","FAK1","-0.0939265536723164","0","0.0416666666666667"
"294","!CBL=ZAP70","EGCG","JUN","-0.194915254237288","1","0.5"
"295","!CBL=ZAP70","EGCG","PTN11","-0.194915254237288","1","0.5"
"296","!CBL=ZAP70","EGCG","IKBA","-0.194915254237288","1","0.5"
"297","!CBL=ZAP70","EGCG","AKT1","-0.194915254237288","1","0.5"
"298","!CBL=ZAP70","EGCG","MK12","-0.194915254237288","1","0.5"
"299","!CBL=ZAP70","EGCG","STAT1","-0.194915254237288","1","0.5"
"300","!CBL=ZAP70","EGCG","STAT3","-0.194915254237288","1","0.5"
"301","!CBL=ZAP70","EGCG","MP2K1","-0.194915254237288","1","0.5"
"302","!CBL=ZAP70","EGCG","MKO3","-0.194915254237288","1","0.5"
"303","!CBL=ZAP70","EGCG","FAK1","-0.194915254237288","1","0.5"
"304","DAG1=PKC","ANTICD3","IKBA","-0.0727401129943503","0","0.208333333333333"
"305","DAG1=PKC","ANTICD3","FAK1","-0.0727401129943503","0","0.208333333333333"
"306","DAG1=PKC","BDNF","IKBA","-0.0727401129943503","0","0.208333333333333"
"307","DAG1=PKC","BDNF","FAK1","-0.0727401129943503","0","0.208333333333333"
"308","DAG1=PKC","BN201","IKBA","-0.0727401129943503","0","0.208333333333333"
"309","DAG1=PKC","BN201","FAK1","-0.0727401129943503","0","0.208333333333333"
"310","DAG1=PKC","NACL","IKBA","-0.0727401129943503","0","0.208333333333333"
"311","DAG1=PKC","NACL","FAK1","-0.0727401129943503","0","0.208333333333333"
"312","DAG1=PKC","IL1A","IKBA","-0.0727401129943503","0","0.208333333333333"
"313","DAG1=PKC","IL1A","FAK1","-0.0727401129943503","0","0.208333333333333"
"314","DAG1=PKC","LPS","IKBA","-0.0727401129943503","0","0.208333333333333"
"315","DAG1=PKC","LPS","FAK1","-0.0727401129943503","0","0.208333333333333"
"316","DAG1=PKC","EGCG","IKBA","-0.0727401129943503","0","0.208333333333333"
"317","DAG1=PKC","EGCG","FAK1","-0.0727401129943503","0","0.208333333333333"
"318","DAG1=PKC","POLYIC","IKBA","-0.0727401129943503","0","0.208333333333333"
"319","DAG1=PKC","POLYIC","FAK1","-0.0727401129943503","0","0.208333333333333"
"320","DAG1=PKC","CONA","IKBA","-0.0727401129943503","0","0.208333333333333"
"321","DAG1=PKC","CONA","FAK1","-0.0727401129943503","0","0.208333333333333"
"322","DAG1=PKC","TNFA","IKBA","-0.0727401129943503","0","0.208333333333333"
"323","DAG1=PKC","TNFA","FAK1","-0.0727401129943503","0","0.208333333333333"
"324","DMF=NF2L2","DMF","JUN","-0.0310734463276836","0","0.166666666666667"
"325","DMF=NF2L2","DMF","CREB1","-0.0310734463276836","0","0.166666666666667"
"326","!EGCG=EGFR","EGCG","JUN","-0.00505802412582079","1","0.958333333333333"
"327","!EGCG=EGFR","EGCG","PTN11","-0.00505802412582079","1","0.958333333333333"
"328","!EGCG=EGFR","EGCG","IKBA","-0.00505802412582079","1","0.958333333333333"
"329","!EGCG=EGFR","EGCG","AKT1","-0.00505802412582079","1","0.958333333333333"
"330","!EGCG=EGFR","EGCG","MK12","-0.00505802412582079","1","0.958333333333333"
"331","!EGCG=EGFR","EGCG","STAT1","-0.00505802412582079","1","0.958333333333333"
"332","!EGCG=EGFR","EGCG","STAT3","-0.00505802412582079","1","0.958333333333333"
"333","!EGCG=EGFR","EGCG","MP2K1","-0.00505802412582079","1","0.958333333333333"
"334","!EGCG=EGFR","EGCG","MKO3","-0.00505802412582079","1","0.958333333333333"
"335","!EGCG=EGFR","EGCG","FAK1","-0.00505802412582079","1","0.958333333333333"
"336","!EGCG=MKO3","EGCG","JUN","0","0","0"
"337","!EGCG=MKO3","EGCG","PTN11","0","0","0"
"338","!EGCG=MKO3","EGCG","IKBA","0","0","0"
"339","!EGCG=MKO3","EGCG","AKT1","0","0","0"
"340","!EGCG=MKO3","EGCG","MK12","0","0","0"
"341","!EGCG=MKO3","EGCG","STAT1","0","0","0"
"342","!EGCG=MKO3","EGCG","STAT3","0","0","0"
"343","!EGCG=MKO3","EGCG","MP2K1","0","0","0"
"344","!EGCG=MKO3","EGCG","MKO3","0","0","0"
"345","!EGCG=MKO3","EGCG","FAK1","0","0","0"
"346","!EGCG=PI3K","EGCG","IKBA","-0.0338983050847458","0","0"
