"","Reaction","Stimulus","Readout","drugScore","Boolean network activity","Group network activity"
"1","AKT1=GSK3A","BDNF","GSK3A","-0.338983050847458","0","0"
"2","AKT1=GSK3A","BN201","GSK3A","-0.338983050847458","0","0"
"3","AKT1=GSK3A","H2O2","GSK3A","-0.338983050847458","0","0"
"4","AKT1=GSK3A","REBIF","GSK3A","-0.338983050847458","0","0"
"5","AKT1=GSK3A","IL1A","GSK3A","-0.338983050847458","0","0"
"6","AKT1=GSK3A","IL6","GSK3A","-0.338983050847458","0","0"
"7","AKT1=GSK3A","INS","GSK3A","-0.338983050847458","0","0"
"8","AKT1=GSK3A","LPS","GSK3A","-0.338983050847458","0","0"
"9","AKT1=GSK3A","EGCG","GSK3A","-0.338983050847458","0","0"
"10","AKT1=GSK3A","POLYIC","GSK3A","-0.338983050847458","0","0"
"11","AKT1=GSK3A","CONA","GSK3A","-0.338983050847458","0","0"
"12","AKT1=GSK3A","TNFA","GSK3A","-0.338983050847458","0","0"
"13","!AKT1=RAF1","BDNF","HSPB1","-0.00320659642693541","0","0"
"14","!AKT1=RAF1","BDNF","JUN","-0.00320659642693541","0","0"
"15","!AKT1=RAF1","BDNF","PTN11","-0.00320659642693541","0","0"
"16","!AKT1=RAF1","BDNF","IKBA","-0.00320659642693541","0","0"
"17","!AKT1=RAF1","BDNF","AKT1","-0.00320659642693541","0","0"
"18","!AKT1=RAF1","BDNF","MK12","-0.00320659642693541","0","0"
"19","!AKT1=RAF1","BDNF","TF65","-0.00320659642693541","0","0"
"20","!AKT1=RAF1","BDNF","STAT1","-0.00320659642693541","0","0"
"21","!AKT1=RAF1","BDNF","GSK3A","-0.00320659642693541","0","0"
"22","!AKT1=RAF1","BDNF","STAT3","-0.00320659642693541","0","0"
"23","!AKT1=RAF1","BDNF","MP2K1","-0.00320659642693541","0","0"
"24","!AKT1=RAF1","BDNF","MKO3","-0.00320659642693541","0","0"
"25","!AKT1=RAF1","BDNF","CREB1","-0.00320659642693541","0","0"
"26","!AKT1=RAF1","BDNF","FAK1","-0.00320659642693541","0","0"
"27","!AKT1=RAF1","BDNF","STAT5","-0.00320659642693541","0","0"
"28","!AKT1=RAF1","BN201","HSPB1","-0.00320659642693541","0","0"
"29","!AKT1=RAF1","BN201","JUN","-0.00320659642693541","0","0"
"30","!AKT1=RAF1","BN201","PTN11","-0.00320659642693541","0","0"
"31","!AKT1=RAF1","BN201","IKBA","-0.00320659642693541","0","0"
"32","!AKT1=RAF1","BN201","AKT1","-0.00320659642693541","0","0"
"33","!AKT1=RAF1","BN201","MK12","-0.00320659642693541","0","0"
"34","!AKT1=RAF1","BN201","TF65","-0.00320659642693541","0","0"
"35","!AKT1=RAF1","BN201","STAT1","-0.00320659642693541","0","0"
"36","!AKT1=RAF1","BN201","GSK3A","-0.00320659642693541","0","0"
"37","!AKT1=RAF1","BN201","STAT3","-0.00320659642693541","0","0"
"38","!AKT1=RAF1","BN201","MP2K1","-0.00320659642693541","0","0"
"39","!AKT1=RAF1","BN201","MKO3","-0.00320659642693541","0","0"
"40","!AKT1=RAF1","BN201","CREB1","-0.00320659642693541","0","0"
"41","!AKT1=RAF1","BN201","FAK1","-0.00320659642693541","0","0"
"42","!AKT1=RAF1","BN201","STAT5","-0.00320659642693541","0","0"
"43","!AKT1=RAF1","H2O2","HSPB1","-0.00320659642693541","0","0"
"44","!AKT1=RAF1","H2O2","JUN","-0.00320659642693541","0","0"
"45","!AKT1=RAF1","H2O2","PTN11","-0.00320659642693541","0","0"
"46","!AKT1=RAF1","H2O2","IKBA","-0.00320659642693541","0","0"
"47","!AKT1=RAF1","H2O2","AKT1","-0.00320659642693541","0","0"
"48","!AKT1=RAF1","H2O2","MK12","-0.00320659642693541","0","0"
"49","!AKT1=RAF1","H2O2","TF65","-0.00320659642693541","0","0"
"50","!AKT1=RAF1","H2O2","STAT1","-0.00320659642693541","0","0"
"51","!AKT1=RAF1","H2O2","GSK3A","-0.00320659642693541","0","0"
"52","!AKT1=RAF1","H2O2","STAT3","-0.00320659642693541","0","0"
"53","!AKT1=RAF1","H2O2","MP2K1","-0.00320659642693541","0","0"
"54","!AKT1=RAF1","H2O2","MKO3","-0.00320659642693541","0","0"
"55","!AKT1=RAF1","H2O2","CREB1","-0.00320659642693541","0","0"
"56","!AKT1=RAF1","H2O2","FAK1","-0.00320659642693541","0","0"
"57","!AKT1=RAF1","H2O2","STAT5","-0.00320659642693541","0","0"
"58","!AKT1=RAF1","REBIF","HSPB1","-0.00320659642693541","0","0"
"59","!AKT1=RAF1","REBIF","JUN","-0.00320659642693541","0","0"
"60","!AKT1=RAF1","REBIF","PTN11","-0.00320659642693541","0","0"
"61","!AKT1=RAF1","REBIF","IKBA","-0.00320659642693541","0","0"
"62","!AKT1=RAF1","REBIF","AKT1","-0.00320659642693541","0","0"
"63","!AKT1=RAF1","REBIF","MK12","-0.00320659642693541","0","0"
"64","!AKT1=RAF1","REBIF","TF65","-0.00320659642693541","0","0"
