"","Reaction","Stimulus","Readout","drugScore","Boolean network activity","Group network activity"
"1","AKT1=GSK3A","ANTICD3","GSK3A","0","0","0"
"2","AKT1=GSK3A","BDNF","GSK3A","0","0","0"
"3","AKT1=GSK3A","NACL","GSK3A","0","0","0"
"4","AKT1=GSK3A","IL1A","GSK3A","0","0","0"
"5","AKT1=GSK3A","INS","GSK3A","0","0","0"
"6","AKT1=GSK3A","LPS","GSK3A","0","0","0"
"7","AKT1=GSK3A","EGCG","GSK3A","0","0","0"
"8","AKT1=GSK3A","POLYIC","GSK3A","0","0","0"
"9","AKT1=GSK3A","CONA","GSK3A","0","0","0"
"10","AKT1=GSK3A","TNFA","GSK3A","0","0","0"
"11","!CBL=ZAP70","EGCG","HSPB1","-1","1","1"
"12","!CBL=ZAP70","EGCG","AKT1","-1","1","1"
"13","!CBL=ZAP70","EGCG","MK12","-1","1","1"
"14","!CBL=ZAP70","EGCG","GSK3A","-1","1","1"
"15","!CBL=ZAP70","EGCG","MP2K1","-1","1","1"
"16","!CBL=ZAP70","EGCG","MKO3","-1","1","1"
"17","!CBL=ZAP70","EGCG","STAT5","-1","1","1"
"18","IL6=GP130","IL6","STAT1","-1","0","0"
"19","IL6=GP130","IL6","STAT6","-1","0","0"
"20","JAK1=STAT1","REBIF","STAT1","-1","0","0"
"21","JAK1=STAT1","IFNG","STAT1","-1","0","0"
"22","JAK1=STAT1","IL6","STAT1","-1","0","0"
"23","MAP2K4=MK12","ANTICD3","HSPB1","-1","0","0"
"24","MAP2K4=MK12","ANTICD3","AKT1","-1","0","0"
"25","MAP2K4=MK12","ANTICD3","MK12","-1","0","0"
"26","MAP2K4=MK12","ANTICD3","GSK3A","-1","0","0"
"27","MAP2K4=MK12","ANTICD3","MP2K1","-1","0","0"
"28","MAP2K4=MK12","ANTICD3","MKO3","-1","0","0"
"29","MAP2K4=MK12","ANTICD3","STAT5","-1","0","0"
"30","MAP2K4=MK12","BDNF","HSPB1","-1","0","0"
"31","MAP2K4=MK12","BDNF","AKT1","-1","0","0"
"32","MAP2K4=MK12","BDNF","MK12","-1","0","0"
"33","MAP2K4=MK12","BDNF","GSK3A","-1","0","0"
"34","MAP2K4=MK12","BDNF","MP2K1","-1","0","0"
"35","MAP2K4=MK12","BDNF","MKO3","-1","0","0"
"36","MAP2K4=MK12","BDNF","STAT5","-1","0","0"
"37","MAP2K4=MK12","NACL","HSPB1","-1","0","0"
"38","MAP2K4=MK12","NACL","AKT1","-1","0","0"
"39","MAP2K4=MK12","NACL","MK12","-1","0","0"
"40","MAP2K4=MK12","NACL","GSK3A","-1","0","0"
"41","MAP2K4=MK12","NACL","MP2K1","-1","0","0"
"42","MAP2K4=MK12","NACL","MKO3","-1","0","0"
"43","MAP2K4=MK12","NACL","STAT5","-1","0","0"
"44","MAP2K4=MK12","IL1A","HSPB1","-1","0","0"
"45","MAP2K4=MK12","IL1A","AKT1","-1","0","0"
"46","MAP2K4=MK12","IL1A","MK12","-1","0","0"
"47","MAP2K4=MK12","IL1A","GSK3A","-1","0","0"
"48","MAP2K4=MK12","IL1A","MP2K1","-1","0","0"
"49","MAP2K4=MK12","IL1A","MKO3","-1","0","0"
"50","MAP2K4=MK12","IL1A","STAT5","-1","0","0"
"51","MAP2K4=MK12","INS","HSPB1","-1","0","0"
"52","MAP2K4=MK12","INS","AKT1","-1","0","0"
"53","MAP2K4=MK12","INS","MK12","-1","0","0"
"54","MAP2K4=MK12","INS","GSK3A","-1","0","0"
"55","MAP2K4=MK12","INS","MP2K1","-1","0","0"
"56","MAP2K4=MK12","INS","MKO3","-1","0","0"
"57","MAP2K4=MK12","INS","STAT5","-1","0","0"
"58","MAP2K4=MK12","LPS","HSPB1","-1","0","0"
"59","MAP2K4=MK12","LPS","AKT1","-1","0","0"
"60","MAP2K4=MK12","LPS","MK12","-1","0","0"
"61","MAP2K4=MK12","LPS","GSK3A","-1","0","0"
"62","MAP2K4=MK12","LPS","MP2K1","-1","0","0"
"63","MAP2K4=MK12","LPS","MKO3","-1","0","0"
"64","MAP2K4=MK12","LPS","STAT5","-1","0","0"
"65","MAP2K4=MK12","EGCG","HSPB1","-1","0","0"
"66","MAP2K4=MK12","EGCG","AKT1","-1","0","0"
"67","MAP2K4=MK12","EGCG","MK12","-1","0","0"
"68","MAP2K4=MK12","EGCG","GSK3A","-1","0","0"
