TR:KI034:CellType,TR:ANTICD3,TR:BDNF,TR:BN201,TR:GILENYA,TR:H2O2,TR:REBIF,TR:IFNG,TR:NACL,TR:IL1A,TR:TERIFLUNOMIDE,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:POLYIC,TR:CONA,TR:S1P1,TR:TNFA,TR:VITD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.546308251553996,0.329066456829376,0.503154357690819,0.502323841716448,0.502982812216036,0.395400411815324,0.455245814086098,0.740620595438258,0,0.563010238633964,0.429777110310688,0.5,0.528316824096408,0,0.725103416057339,0.353183638030694
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.0579798322723668,0.565706376423448,0.39272876611806,0.42681635647136,0.500155547180034,0.5,0.463062379981057,0.541438536142529,0.557992709542215,0,0.678140059774366,0.48813609990223,0.450655287407249,0.455132681233487,0,0.773926596082133,0.751020175128002
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0.205176368237933,0.379160031874599,0.322704685167812,0.241041260353725,0.401617499091866,0,0.226323367888871,0,0.228733122856966,0.346412162198252,0.245545131449053,0,0,0.168924705563974,0.725150498073021
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.958684767437139,0,0.0520648229656928,1,0,0.00977533401207247,0,0,0,0,0.356152400448523,0,0,0,0,0,0.628923597333644
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.154586279892651,0.41521387839652,0.314793292154283,0.382679088673216,0.479329609394717,0.487703497605379,0,0.495661099849032,0.315533137711603,0,0,0.482823819332189,0.465843195895012,0.425854248892752,0,0.634282996239431,0.616139031916563
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0.832988027143466,0.533601011584852,0.329135122316851,0.306796288380555,0.383788499665372,0.422091443131926,0.993231452610262,0,0.99828078465916,0.239920304868072,0.138530274927016,0.433524019951757,0,0.970743082565959,0.737206579768228
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0.740987839687263,0.424599128103712,0.331658560986248,0.27087393791477,0.2499851687074,0.352219872549674,0.989976054380118,0,0.402666351363734,0.215524045443143,0.0716460367633791,0,0,0.412764569301069,0
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.968452508020119,0.294267402513538,0.339553216687072,1,0,0,0.298160359164755,0,0.5,0,0,NA,0,0.438576071730729,0,0.723784575799758,0
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.0165175926290437,0.5,0.534621252525083,0.5,0.5,0.542289989551422,0.5,0.63957186622374,0.603048791321423,0,0.730968110163938,0.511588957448489,0.500050367259288,0.710657696583436,0,0.488018218065888,0.0833496729560839
