TR:UZ009:CellType,TR:ANTICD3,TR:BDNF,TR:BN201,TR:GILENYA,TR:H2O2,TR:REBIF,TR:IFNG,TR:NACL,TR:IL1A,TR:TERIFLUNOMIDE,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:POLYIC,TR:CONA,TR:S1P1,TR:TNFA,TR:VITD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.741174105667846,0.756693078013371,0,0.491749247445141,0.757098091520348,0,0.415325300915468,0.418891793353058,0,0.5,0.928373696836022,0.813208446753957,0.926384160799596,0.730134141516375,0,0.904550612822509,0
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.642176295862843,0.339672975756911,0,1,0.427493645745585,0,0.518964810249227,0.424019036484531,0,0.51418661575244,0.00228215936140529,0.5,0.5,0.773416863986317,0,0.712160353771231,0
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.735112152088291,0.715550476534934,0,0.710306842712273,0.5,0,0.349453612892156,0.209397333387989,0,0.462564860974001,0.602085798003612,0.184831203790717,0.0134682743137929,0.5,0,0.90762180674993,0
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.702459933039746,0.613447623546645,0,0.941654344742964,0.584801354363209,0,0.410214921858551,0.340935241462772,0,0.224275844082572,0.10311114231703,0.344561221217978,0.416859618357532,0.729190690760327,0,0,0
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.509845973561616,0.280777091168723,0,1,0,0,0.433830731894275,0.618427673039428,0,0.797320421089793,0,0.307836339921086,0.264854350711139,0.690501498936101,0,0,0
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.695175676607915,0.147396807538639,0,1,0,0,0.5,0.194475587205534,0,0.583946775361607,0.994869185394185,0.196314170053519,0.168307232362613,0.360680236129202,0,0.992170630851418,0
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.705176291239771,0.463970614233703,0,1,0,0,0.498070592627121,0.348653511309272,0,0.645455333791316,0.902773636132722,0.543800856000572,0.407774697375918,0.667689246401051,0,0.472561945873549,0
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.56154170248698,0.898839741184595,0,0.639466239851526,0,0,0.455103296097354,0.241712375318627,0,0.703476549157775,0,0,0,0.436907237733485,0,0.880417869922742,0
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.910138898133843,0,0.497949237767607,0.671265145728876,0,0.518327838921282,0.863137173270017,0,0.900545006158848,0.537168976394012,0.453780808728315,0.557411487402305,0,0,0.915949260378499,0
