TR:IB065:CellType,TR:ANTICD3,TR:BDNF,TR:BN201,TR:GILENYA,TR:H2O2,TR:REBIF,TR:IFNG,TR:NACL,TR:IL1A,TR:TERIFLUNOMIDE,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:POLYIC,TR:CONA,TR:S1P1,TR:TNFA,TR:VITD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.7442185342418,0.679456109499526,0.879917574722988,0.761560295748733,0.776989413845366,0.832869180959929,0.747739043066717,0.508204659309764,0,0,0.793304840381825,0.782483394399573,0.904856679986537,0.720734827229672,0.924116361743658,0,0.70750335301528
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.480409205610066,0.343035039854127,0.728896082287043,0.619114524236665,0.690360465611748,0.757309622654868,0.536274072275629,0.63760603256134,0,0,0.593861275258498,0.641866995429009,0.736700416280338,0.573917705420941,0.675597127701903,0,0.599209695473928
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.526156327825634,0.362093428859611,0,0,0,0,0,0.252199499211726,0,0,0,0.204419551570679,0,0,0,0,0.873848124326184
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.242438380617665,0.58345813494292,0.214682149315988,0.180115819483772,0,0,0.195024232733502,0.159920339825733,0,0,0.263880454573787,0,0,0,0,0,0.13096306469676
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.405583747676792,0.692498359536481,0.142718645132721,0.371034123524494,0.550832062601581,0.627996388353234,0.5,0.482641615669181,0,0,0.5,0.521206954313888,0.603433531667943,0.096758006449415,0.584080853021616,0,0.410584894533514
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.376974256894336,0.898778887365184,0.423188787029404,0.432923854749479,0.329514949599106,0.160028966245632,0.0577966307148889,0,0,0.993760756448736,0.0933558570669607,0.00404269432497712,0.220915843915121,0.594638994177257,0,0.623243210676519
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.689464920008953,0.682920316595776,0.749509408133584,0,0.323389133413742,0.499281090110333,0.537259241943884,0.372628131812635,0,0,0.598543633926907,0.314387324833636,0.283057774135972,0.642184353077407,0.380610121532117,0,0.541499271003047
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.961907560643187,0.67389072187681,0.940759107777386,0.76920227213824,0,0.380572555233292,0.88118742265881,0.276903962431162,0,0,0.695624365058443,0.330820165027015,0.220513426380165,0.821205804569298,0.538292093883548,0,0.450651205131305
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.386596780463456,0.308886107247829,0.0972177704672582,0.625167068755065,0.5,0.552152036941171,0.445094696576057,0.53480362446985,0,0,0,0.336015286039014,0.299476905475187,0.5,0.757666795118422,0,0.360514155379982
