"","Reaction","Stimulus","Readout","drugScore","Boolean network activity","Group network activity"
"165","ZAP70=GRB2","BDNF","STAT3","-1","1","1"
"166","ZAP70=GRB2","BDNF","MP2K1","-1","1","1"
"167","ZAP70=GRB2","BDNF","MKO3","-1","1","1"
"168","ZAP70=GRB2","BDNF","STAT5","-1","1","1"
"169","ZAP70=GRB2","NACL","HSPB1","-1","1","1"
"170","ZAP70=GRB2","NACL","MK12","-1","1","1"
"171","ZAP70=GRB2","NACL","STAT3","-1","1","1"
"172","ZAP70=GRB2","NACL","MP2K1","-1","1","1"
"173","ZAP70=GRB2","NACL","MKO3","-1","1","1"
"174","ZAP70=GRB2","NACL","STAT5","-1","1","1"
"175","ZAP70=GRB2","IL1A","HSPB1","-1","1","1"
"176","ZAP70=GRB2","IL1A","MK12","-1","1","1"
"177","ZAP70=GRB2","IL1A","STAT3","-1","1","1"
"178","ZAP70=GRB2","IL1A","MP2K1","-1","1","1"
"179","ZAP70=GRB2","IL1A","MKO3","-1","1","1"
"180","ZAP70=GRB2","IL1A","STAT5","-1","1","1"
"181","ZAP70=GRB2","LPS","HSPB1","-1","1","1"
"182","ZAP70=GRB2","LPS","MK12","-1","1","1"
"183","ZAP70=GRB2","LPS","STAT3","-1","1","1"
"184","ZAP70=GRB2","LPS","MP2K1","-1","1","1"
"185","ZAP70=GRB2","LPS","MKO3","-1","1","1"
"186","ZAP70=GRB2","LPS","STAT5","-1","1","1"
"187","ZAP70=GRB2","POLYIC","HSPB1","-1","1","1"
"188","ZAP70=GRB2","POLYIC","MK12","-1","1","1"
"189","ZAP70=GRB2","POLYIC","STAT3","-1","1","1"
"190","ZAP70=GRB2","POLYIC","MP2K1","-1","1","1"
"191","ZAP70=GRB2","POLYIC","MKO3","-1","1","1"
"192","ZAP70=GRB2","POLYIC","STAT5","-1","1","1"
"193","ZAP70=GRB2","CONA","HSPB1","-1","1","1"
"194","ZAP70=GRB2","CONA","MK12","-1","1","1"
"195","ZAP70=GRB2","CONA","STAT3","-1","1","1"
"196","ZAP70=GRB2","CONA","MP2K1","-1","1","1"
"197","ZAP70=GRB2","CONA","MKO3","-1","1","1"
"198","ZAP70=GRB2","CONA","STAT5","-1","1","1"
"199","ZAP70=GRB2","TNFA","HSPB1","-1","1","1"
"200","ZAP70=GRB2","TNFA","MK12","-1","1","1"
"201","ZAP70=GRB2","TNFA","STAT3","-1","1","1"
"202","ZAP70=GRB2","TNFA","MP2K1","-1","1","1"
"203","ZAP70=GRB2","TNFA","MKO3","-1","1","1"
"204","ZAP70=GRB2","TNFA","STAT5","-1","1","1"
"205","TAK1=MK12","IL1A","HSPB1","-1","0","0"
"206","TAK1=MK12","IL1A","MK12","-1","0","0"
"207","TAK1=MK12","IL1A","STAT3","-1","0","0"
"208","TAK1=MK12","IL1A","MP2K1","-1","0","0"
"209","TAK1=MK12","IL1A","MKO3","-1","0","0"
"210","TAK1=MK12","IL1A","STAT5","-1","0","0"
"211","TAK1=MK12","LPS","HSPB1","-1","0","0"
"212","TAK1=MK12","LPS","MK12","-1","0","0"
"213","TAK1=MK12","LPS","STAT3","-1","0","0"
"214","TAK1=MK12","LPS","MP2K1","-1","0","0"
"215","TAK1=MK12","LPS","MKO3","-1","0","0"
"216","TAK1=MK12","LPS","STAT5","-1","0","0"
"217","TAK1=MK12","POLYIC","HSPB1","-1","0","0"
"218","TAK1=MK12","POLYIC","MK12","-1","0","0"
"219","TAK1=MK12","POLYIC","STAT3","-1","0","0"
"220","TAK1=MK12","POLYIC","MP2K1","-1","0","0"
"221","TAK1=MK12","POLYIC","MKO3","-1","0","0"
"222","TAK1=MK12","POLYIC","STAT5","-1","0","0"
"223","NACL=MK12","NACL","HSPB1","0","0","0"
"224","NACL=MK12","NACL","MK12","0","0","0"
"225","NACL=MK12","NACL","STAT3","0","0","0"
"226","NACL=MK12","NACL","MP2K1","0","0","0"
"227","NACL=MK12","NACL","MKO3","0","0","0"
"228","NACL=MK12","NACL","STAT5","0","0","0"
"229","MK12=HSPB1","BDNF","HSPB1","0","0","0"
"230","MK12=HSPB1","NACL","HSPB1","0","0","0"
"231","MK12=HSPB1","IL1A","HSPB1","0","0","0"
"232","MK12=HSPB1","LPS","HSPB1","0","0","0"
"233","MK12=HSPB1","POLYIC","HSPB1","0","0","0"
"234","MK12=HSPB1","CONA","HSPB1","0","0","0"
"235","MK12=HSPB1","TNFA","HSPB1","0","0","0"
"236","!MKO3=LCK","BDNF","STAT3","-1","0","0"
"237","!MKO3=LCK","BDNF","STAT5","-1","0","0"
"238","!MKO3=LCK","NACL","STAT3","-1","0","0"
"239","!MKO3=LCK","NACL","STAT5","-1","0","0"
"240","!MKO3=LCK","IL1A","STAT3","-1","0","0"
"241","!MKO3=LCK","IL1A","STAT5","-1","0","0"
"242","!MKO3=LCK","LPS","STAT3","-1","0","0"
"243","!MKO3=LCK","LPS","STAT5","-1","0","0"
"244","!MKO3=LCK","POLYIC","STAT3","-1","0","0"
"245","!MKO3=LCK","POLYIC","STAT5","-1","0","0"
"246","!MKO3=LCK","CONA","STAT3","-1","0","0"
"247","!MKO3=LCK","CONA","STAT5","-1","0","0"
"248","!MKO3=LCK","TNFA","STAT3","-1","0","0"
"249","!MKO3=LCK","TNFA","STAT5","-1","0","0"
"250","MKO3=ZAP70","BDNF","HSPB1","-1","1","1"
"251","MKO3=ZAP70","BDNF","MK12","-1","1","1"
"252","MKO3=ZAP70","BDNF","STAT3","-1","1","1"
"253","MKO3=ZAP70","BDNF","MP2K1","-1","1","1"
"254","MKO3=ZAP70","BDNF","MKO3","-1","1","1"
"255","MKO3=ZAP70","BDNF","STAT5","-1","1","1"
"256","MKO3=ZAP70","NACL","HSPB1","-1","1","1"
"257","MKO3=ZAP70","NACL","MK12","-1","1","1"
"258","MKO3=ZAP70","NACL","STAT3","-1","1","1"
"259","MKO3=ZAP70","NACL","MP2K1","-1","1","1"
"260","MKO3=ZAP70","NACL","MKO3","-1","1","1"
"261","MKO3=ZAP70","NACL","STAT5","-1","1","1"
"262","MKO3=ZAP70","IL1A","HSPB1","-1","1","1"
"263","MKO3=ZAP70","IL1A","MK12","-1","1","1"
"264","MKO3=ZAP70","IL1A","STAT3","-1","1","1"
"265","MKO3=ZAP70","IL1A","MP2K1","-1","1","1"
"266","MKO3=ZAP70","IL1A","MKO3","-1","1","1"
"267","MKO3=ZAP70","IL1A","STAT5","-1","1","1"
"268","MKO3=ZAP70","LPS","HSPB1","-1","1","1"
"269","MKO3=ZAP70","LPS","MK12","-1","1","1"
"270","MKO3=ZAP70","LPS","STAT3","-1","1","1"
"271","MKO3=ZAP70","LPS","MP2K1","-1","1","1"
"272","MKO3=ZAP70","LPS","MKO3","-1","1","1"
"273","MKO3=ZAP70","LPS","STAT5","-1","1","1"
"274","MKO3=ZAP70","POLYIC","HSPB1","-1","1","1"
"275","MKO3=ZAP70","POLYIC","MK12","-1","1","1"
"276","MKO3=ZAP70","POLYIC","STAT3","-1","1","1"
"277","MKO3=ZAP70","POLYIC","MP2K1","-1","1","1"
"278","MKO3=ZAP70","POLYIC","MKO3","-1","1","1"
"279","MKO3=ZAP70","POLYIC","STAT5","-1","1","1"
"280","MKO3=ZAP70","CONA","HSPB1","-1","1","1"
"281","MKO3=ZAP70","CONA","MK12","-1","1","1"
"282","MKO3=ZAP70","CONA","STAT3","-1","1","1"
"283","MKO3=ZAP70","CONA","MP2K1","-1","1","1"
"284","MKO3=ZAP70","CONA","MKO3","-1","1","1"
"285","MKO3=ZAP70","CONA","STAT5","-1","1","1"
"286","MKO3=ZAP70","TNFA","HSPB1","-1","1","1"
"287","MKO3=ZAP70","TNFA","MK12","-1","1","1"
"288","MKO3=ZAP70","TNFA","STAT3","-1","1","1"
"289","MKO3=ZAP70","TNFA","MP2K1","-1","1","1"
"290","MKO3=ZAP70","TNFA","MKO3","-1","1","1"
"291","MKO3=ZAP70","TNFA","STAT5","-1","1","1"
"292","CONA=GRB2","CONA","HSPB1","-1","1","1"
"293","CONA=GRB2","CONA","MK12","-1","1","1"
"294","CONA=GRB2","CONA","STAT3","-1","1","1"
"295","CONA=GRB2","CONA","MP2K1","-1","1","1"
"296","CONA=GRB2","CONA","MKO3","-1","1","1"
"297","CONA=GRB2","CONA","STAT5","-1","1","1"
