,TR:UZ008:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ008_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8013.5,1054,5822.5,21926,2226,3668.5,21626,2400,438,823,619,11209.5,3985,28527,1143.5,459.5,2851,76.5,15320.5
UZ008_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10613,626,7146.5,22572,1047,2106,14378.5,1070,330,390,564,4697.5,1129.5,24326,746,300.5,2704.5,83.5,15364.5
UZ008_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3285,615.5,15801.5,23680,1548,3093,12946,1113.5,348.5,659,2070,4787,1035.5,20864,647,245,2127,83,15599
UZ008_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8411,609,7611,30373,3365,6184,15733.5,937.5,378.5,441,849,10703,2822,23149,577,462.5,2338,86.5,15169
UZ008_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,51491,1274,7587.5,23819,3342.5,4700,34031.5,1919,329,545,1087,22203,13963,30523.5,663,541,1791,108,15003
UZ008_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,28065,514,1905,20380,4310,2123.5,50130,1397,426,523,1155,24037.5,14492.5,26034,394,316,5064.5,127.5,14753.5
UZ008_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UZ008_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5220,945,7536,21060.5,2617,3739,20518,1763.5,306,788,585,13062,5445,13778,1016.5,205,1752.5,84,15403.5
UZ008_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4606.5,568,3722,20518,2494,4520,23057,1438,284,677,636,10720,4068,27327,630,371,1347.5,109,14772
UZ008_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15694,1126,7556.5,31204,2636.5,3874.5,26773,2327,808.5,547,765,15852.5,5111.5,27938.5,532,480,2583,129,14625
UZ008_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5279,876,12960,29589,1187.5,2317.5,7582,491.5,285.5,476,658,3096,712,17910,512,510,2390,133,14514
UZ008_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10014.5,533,14711,30835,2957,4640,23160.5,988,269,329,591.5,12300,3099.5,27581,447,290,1584,88,14544.5
