,TR:UZ038:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ038_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8723,1101,11350,35185.5,3654,4193.5,21718,3575,529.5,322.5,1192,3976.5,1252,23934,481.5,302,4581,118,16964
UZ038_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17079,877,9344,32438.5,2982,3403,22365,1032.5,443,388,1118,1570,443.5,20980,400,347,4210,114.5,17021.5
UZ038_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16941,596.5,27234,37367,3988,4510,23980,951,1118,358,4750.5,2895.5,751,18187,569,313,4479,118,16220
UZ038_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5024,994,10326,24834,3578,5512,19652.5,1158,405,268,1230,2465,680.5,22272,385,391,5283.5,131,16744.5
UZ038_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11866,1241,11098,31943,2811,5026,23818.5,2134,426,400,1537.5,7559,3864.5,26150,509,327,5559,87,16641
UZ038_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15370.5,721,5875,29889,4580,2615,38544,1919.5,777,273,1286.5,1208,914,13419,515,256,7357,109,16603
UZ038_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4404,1017,14953,28481,2816,4613,21060.5,1809.5,493.5,461,1345,3031,917.5,23380,382,524.5,3965,133,16746.5
UZ038_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5327,1095,12581.5,32335,3712,5740,22295,1966.5,541,427,1644,3965.5,1098,22872,506,339.5,5760,131,16828
UZ038_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16345,845,15906.5,36997,3733.5,5375.5,24211,1253,449,495,1538,2685,647,20298.5,570,353,5571,104,16664
UZ038_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8617,1186,12216,38036,3569,5842,23080,2828,434,298,1405,4273.5,1316,26461,479,431,5361,120.5,16733
UZ038_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11893.5,981,10896,25665,2298,4600,20726,843,397.5,329,1216,1619.5,520,18314,392,315,5419,106,16918
UZ038_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9986,1070,17079,24903,2256.5,3452,19895,1011,376,448,1214,1795,490,17079,368.5,283.5,7297,80,16551.5
