,TR:IB018:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB018_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8347,975,7038,27350,2765,2845,19375.5,2263.5,649,600,1271,5163.5,1964,29866,715,348,2477,130,17298.5
IB018_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5910.5,726.5,6009,26091.5,1978.5,2272,15608.5,1265,509,474,1143,1956,527,23934,472,290.5,1418.5,99,17195
IB018_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2496,704,22365,24142,2547.5,2904,15536,1037,919,429,3653.5,4043,1095,25711,585,515.5,1768,104.5,17102
IB018_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5109,701,7289,26357,3258.5,3798,18210,1072.5,411,370,1107.5,7146.5,2247,24257,437.5,270,1555,114.5,17125
IB018_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10406,884,7338.5,33258,3508,3660,21811,1685,433,436,1350,8872,3248,25019,463,410,1470.5,100,17402
IB018_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9658.5,683,1476,15747,2969,1354,40759,2151,631.5,585,1275,9526,4830,20172,426,376,2901,159,17079
IB018_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13455,860,8243,31897,3182,4076,23311,1754,510.5,507.5,1382,11135,4674.5,34597,499,365,2729,98,16744.5
IB018_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10825,951,11949,26680,2866.5,3709,20010,1644.5,437.5,503,1194,10888,4404,33051,584,479.5,2732.5,97,16779
IB018_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3491,729,5964,25896,2728,2789,14943,1078,454,458.5,1003,5660,1494,24395.5,447,236,1458,140,16710
IB018_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18602,867,9099,30719,2475,2938,22757,1640,522.5,442,1154.5,8433,3484,28077,572,498.5,1746,98,17264
IB018_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5068.5,765,7701,32323.5,1936.5,2566,15511.5,627,433,525,1130.5,2325,576,23068.5,462,488,1493.5,112,17113.5
IB018_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7363,928.5,7658,31273,2444,2845,19249,964,407,517,1168,6007,1719,27304,448,484,2638,191,17010
