,TR:CH009:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH009_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,869.5,1214,17029,27004,1683.5,2518,18372,662,1301.5,428,5466.5,2023,526,21995,434,453,2289.5,125,16977.5
CH009_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,944.5,1144,4160.5,27673,3363,4412,20195,1706.5,825.5,363.5,1432.5,6744,1973,23114.5,417,470,2120.5,108,16859.5
CH009_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1049,1361.5,3338,32438.5,3871,3928,22780,1871,601,382,1157.5,11745,6382,24719,416,525.5,1916,118,16594
CH009_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2710,1006,1375,25019,3699,1430,35497,1962.5,1081,489,836,7361,2995,18129.5,373,475,1405,104.5,16521
CH009_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,887,1337,5197,27453.5,3073,3685,22826,2126,808,429,1047,10119,2970,26045.5,393,304,2052,94,16542
CH009_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3657,1575,4519,32820,3781,4595,23495,2275,996,808,1239.5,12363,6107,29808,956,585.5,2958,131.5,17033
CH009_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1000.5,1382,4005,31238.5,2731,3984,21845.5,1964,735.5,558,1169,8489.5,2842,24834,729.5,467.5,3192,92,16664
CH009_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2708,1363,4205.5,37436,3930,4516,22180,4236,722,529,1232,7864,2646,27142,801,570,3016,92,17010
CH009_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1076,1146,3488.5,26876.5,1682.5,2786,17702,825.5,557.5,374,810.5,2232.5,601,22468.5,379.5,449,2055,113,17010
CH009_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2197,1127,5156,31735,2197,3321,20483.5,1533,761,344,1108.5,4040,1051,24961,455,505,2388.5,118.5,17218
