,TR:UZ034:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ034_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1492,641,7840,33674,1767,4328,8708,2188,487,617,832,4233,1536,21095,1010.5,365.5,7356.5,156,15886
UZ034_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3464,506.5,9404,34020,1143,3424.5,6812,1167.5,467,590,845,2535,684,21037.5,1046,412,10309,127.5,15617.5
UZ034_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3801.5,612,37251,32774,1786,3587,5155,906,2270.5,433,7749,3761.5,1087.5,17818,945,621.5,9754,118,15467
UZ034_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3823,594,8645,31989,2539,7381,8966.5,1239.5,459,614.5,858,4856,1851.5,20357,1096,367.5,8250,128,15481
UZ034_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3526,656.5,9282,36536,1984,4873,14242.5,2187,404.5,568.5,706,7737,3975,23057,850,414,9321,139,15358
UZ034_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8306,467,1400,25919,654,1588,30789,1480.5,367,334.5,606.5,6644,3817,4299,322.5,296.5,4812,129.5,15086
UZ034_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1583,598,10006,33881,1707.5,5481,9690,1711,484,522,761.5,4638,2292,22930,920,435.5,7242,157.5,16194
UZ034_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1659,573,9314,31550,1678,4656.5,7705,1325.5,418.5,542,887,4457.5,1712,21822.5,891,552.5,7988,129.5,15893
UZ034_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3569,578,10750,37020,1779,3373,7815,1091,446,376.5,1129,4121.5,1135.5,18314,694,531,10832,130,15311
UZ034_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2181.5,650,9678.5,26911,1634,4375,9478.5,3287.5,430,608.5,891,5572,2042,22272,830.5,443,9918.5,74,15663.5
UZ034_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1655,579,9288,34458,1327,3244,4244,679,418,519.5,818,2405,588,17310,679,378.5,7517,127,15857
UZ034_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1963,664,9359,33177.5,1652,4061,7260.5,1269,428,495,895,3811,1251,17402,955,377.5,9868,102.5,15859
