,TR:UZ003:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ003_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1911,710.5,2449,30743,1424,2741.5,7422,1062,458,475.5,552,2417,746.5,26404,612,530,2257,95,14859
UZ003_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4211,673.5,3355,35243,1044,2154,7172,817,449,427,633,1669,458,27269,478.5,371,2185,97.5,14461
UZ003_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3737,587.5,14000,36282,1514,2530,6525,835,922,324,3854,2868,727,23011,450.5,462,2192,88,14756
UZ003_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4086,551,3451.5,32450,2171.5,4629,7163,1011,392,443,599,2618,898,27476.5,485,383.5,2340.5,97.5,14513
UZ003_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3711,671,3303,31320,1333,2880,16675,2017.5,414,492.5,537,6576,3535,27627,533,359,1948,77,15358.5
UZ003_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13820.5,507,967,21464,2636,1425,33743,1451,462,346,742,7836,4668,18649,337.5,337,3262.5,97.5,14727
UZ003_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2213.5,1149.5,2681,29635,1632,2284,11902,1801,794.5,857,661,3884.5,1742,24926,1405,607,2254.5,137,15273.5
UZ003_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3969,676.5,4553,35785.5,2331,3421,11749,1198,504,503,788,4883.5,1684,26438.5,592,538,2656,135.5,14609
UZ003_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2209.5,547,3117,31054.5,1202.5,1932,6898,773,347,290,600,1917.5,516,21741,463,519,1490,106,14543
UZ003_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1840,772,1959,13883,1221.5,1992,10210,2359,316,426.5,516,2745,1373,26450,474.5,456,1308,105,14669.5
UZ003_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2542,697,3469,31284.5,1151,2147,5346,790,415,432,661,1465,563,26404,519,491,2046,76.5,14522
UZ003_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4071.5,576.5,3866,32600.5,1540,2521,8792.5,757,381,413,709,2110,717,24673,480,393,2005,104.5,14745
