,TR:IB068:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB068_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1403.5,926,14737.5,32298,3132,6244,13001,1428.5,1320,659,4682,9005,1690,25503.5,657,491,5122,90.5,16852.5
IB068_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1723.5,953,10698.5,34005,4955,10026,13139,2074.5,792,409,3674,12792.5,2922.5,31767,481,549.5,8664,159,16783.5
IB068_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3460.5,1624,10217,30694.5,2142,5708,13334.5,2274.5,582,403,3230,20694,9619,37800.5,457,376.5,10499,77,16910
IB068_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17452.5,928,1998,6952,2151,1027,20186,420.5,551,419,487,3593,552.5,25239,406,478.5,2304,106,16633
IB068_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20417,1404,5376,9836,2060,2114,15158,481,579,1051.5,749,4629,650,22655,1233,775.5,5488,99.5,16887
IB068_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1483,1595,16956,30937,3246,5559,12178,1661,1244,774.5,4315,9913,2528.5,36704,750,495,10337,123,16841
IB068_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2100,928,18687,32609.5,3282,6195,13226,1346,1467,586,4516,8864,1507,36277.5,639,478,10130.5,130,17267.5
IB068_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1415.5,853,15288,33428,3224,6584,12539,1540.5,1389,514,3967,9488.5,1829.5,36762,454,445,8874,94,16956
IB068_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1621,829,15320.5,35297,3355,6842.5,13196,1314,1045,464,4247,9337,1451,40672,421,402,10523,84,16864
IB068_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17741,936,5914,8316,1678,2406,14457,426,521,435,612,4701.5,664,31963.5,440,672.5,1822,110,16944.5
