,TR:KI011:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI011_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3263.5,748.75,12864,58404,1601,5199.5,11598.3,1093.25,412,458.75,993.25,2472,525.5,32283,560.25,575.5,3619.5,109.25,15002.5
KI011_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3263.5,748.75,12864,58404,1601,5199.5,11598.3,1093.25,412,458.75,993.25,2472,525.5,32283,560.25,575.5,3619.5,109.25,15002.5
KI011_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4913,1086,13766.5,55277,3179.5,8647,24776.5,2353.5,479,592,1533.5,8129,3422,38659,658,678,4337.5,98,15133
KI011_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4966,925,14085,51330,2479,7470,22134,2230,476.5,600,799,5912,1202,36778,582.5,644,3146,133,15133.5
KI011_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4899,909,10950,57192,1886.5,6682,16615,1980,443.5,414.5,1126,2932.5,457.5,33997,611,652,4814,103,15176
KI011_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11430.5,1028,13709,56349.5,2948,7999,22018,1877.5,585,511,1645,6492,2238,36916.5,602,696,3720,83,15124.5
KI011_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20449,966,11025,51099,2470,7679.5,19202.5,2258,474.5,512,632,5787,1229,34885.5,513,727,3745,163,15427
KI011_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3939.5,1123,16603,56177,2309.5,7016,20472,1913.5,2779,559.5,NaN,4708,893,28896,635,1311,3736,121,15385
KI011_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5640,973,14603,53892,2783,7924,23460.5,2103,1322,519.5,1439.5,5285,1029.5,35312,484,662,3351.5,114,14942
KI011_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,24396,825.5,17610,55172.5,1487,7205,29219,1787,429,484.5,765,4026.5,763,40701.5,597,735.5,3000.5,118.5,15157
KI011_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5016.5,979,14767.5,50545,2501,8123,24361,3245,460,551,1417,5716.5,1323,39282,642.5,646,3857,116,15130
KI011_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5625,981,13325,51503,2194,7960,26011,3127,464,514.5,1185,6302,1545.5,38693.5,522,514,3860.5,87,15448
