,TR:KI011:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI011_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5060,1009,42006,52703.5,2360.5,8101,20564,2101,1280,524.5,5051,5106,1220,38382,580,679,3967,103,15123
KI011_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4932,968,14889.5,49379.5,3983,11220,26750,3013,469,478,1707.5,8383,2497,36512.5,643.5,664.5,3987.5,140,15127
KI011_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,26091.5,1728,16290,51353,5518,11403,45225.5,4967.5,461,549,1362.5,15920,8622,39328,621,692.5,3751,105,15091
KI011_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10756,1287,3401.5,38059,4908,6330,59662,4070.5,634,655,1225,19480,11605,34735.5,455.5,665.5,7818,135,15254.5
KI011_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,25734,1580,19456,54261,3625.5,11738,45883,5412,515,470.5,1147,16241,10045,43990.5,633,603,3488,140.5,15156
KI011_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,22918,1439,21695,53061,4947.5,15299,43748,5120.5,621.5,582.5,1371,15946,9997,43137,771.5,612,4258,132.5,15286
KI011_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4231,1040,18579,59477,4458,9907,31862,4100,534,518,1443,16200,5153.5,38082,712,759,6218,87.5,15284
KI011_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4410.5,1528,16179,46668,3817.5,9772,36824,8640.5,490,536,1583,12688,6054.5,41013,610,660,4120,128.5,14897
KI011_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2276,614,11985,55554,2209,7201,21118.5,2312.5,367.5,529.5,937,5382.5,1127,35889,741,536.5,4004.5,123.5,15244
KI011_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5712,1174,14200,53361,3136,9074,28227,2355,372,416.5,1166.5,6902.5,2335,38867,500.5,530,3915,139,15152.5
