,TR:KI049:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI049_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1707,1243,4826,34205,1668.5,4459,17633,2323,672,541.5,922.5,4240.5,1155,36328,577,510,3638,102,15930
KI049_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1805.5,1001.5,4298,38785.5,1432,2800.5,20091.5,2352.5,495,394.5,793.5,4058,955,27927,448,543,3167.5,117,15944
KI049_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1417,1021,27915.5,36559,1444,3894,8845,888,1526,400,4415.5,2891,831,29981,466,697,2741,108,15828
KI049_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1656.5,961.5,6582,38544,2887,7177,18833,2416.5,496,439.5,1072.5,5003,1481,38821,440.5,391.5,2593,91,15831
KI049_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1720,1168.5,6569,39732.5,3043,5818,26173,2991,527,404,1051,9319,4544,39340,365,593,2688.5,102.5,15632
KI049_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2943,860,1222,20333,2638,2662,52887.5,2289,720,283,1133,9050,5223,31308.5,296,448,4127.5,72,16027.5
KI049_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1797,1254.5,5260.5,37031.5,2049,4684,29058,2769,589.5,374.5,837,9976,4424,38474,428.5,647.5,2249.5,137.5,16000
KI049_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1636.5,1254,5338,35543,2689,5864,25422.5,2881,645,564.5,888,10032,4718,39282,619,625,3392,112,15732.5
KI049_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1679,1055,5506,36513,2260,5406,23380,2578.5,587,359.5,897,7357.5,2852,38290,442,517,2719,130,15796
KI049_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1593.5,1181,5593,27350,2395.5,5452,25122.5,9126,590,357,849,7206.5,2848,40621,419.5,519,3091,112,15687.5
KI049_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1231,960.5,5192,37885.5,1258,4475.5,8415,834.5,474.5,316,814.5,3609,791,38659,352,504.5,3522,78,15884
KI049_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1591.5,922,4184,34816.5,1919,4622,20714,784,467.5,346,638.5,4838,1879,30096,341,502,3094,99,15530
