,TR:CH035:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH035_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4025,972.5,7513,27327,2159,3181.5,16131,1864,609.5,1304.5,659,4529,965,26127,1340,398,4457,106,17241
CH035_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6987,725,7309.5,29658,1648,2245,14375.5,663.5,438,580.5,755.5,1752,374,22260.5,594,386,3891,103.5,16941
CH035_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2089,517,27604,32751,1532,2663,11961,562.5,1407.5,372,8526,2889,547,21441,401,415,3837,101,17033
CH035_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3396,637.5,10168,29012,1924.5,4590.5,12640.5,674,406.5,332,740,3190,755,27165,408,330,5939.5,128,17010
CH035_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4965.5,836,10628.5,32543,2150,3805,19583.5,2632.5,447,458.5,914,15491,6565,31423.5,443,453.5,6423,133,16964
CH035_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8333.5,480,1911,26542,2671.5,1416,29046,1961,534,474,702,5334.5,1400,18787,349,307,3922,104,16525
CH035_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4842,736.5,11443,30073,1649,3063.5,16825,1838.5,508,504,935,4198,686.5,27281,619,348.5,3724.5,104,16664
CH035_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4096,756,8705,32704,1960,3044,15008,1262,471.5,764.5,924,3756.5,615,24153.5,899,390,4916,105,16710
CH035_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2271,570,7635,31100.5,1624,3090,13323,916,375.5,330.5,524.5,2838,584,22041,517.5,313,3237.5,109,16871
CH035_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3847,732.5,9633,42952,1847,3542,15571.5,4805,385.5,365,698,4992,953,31897,450.5,344.5,5913,102,17010
CH035_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1877,675,9288.5,27984.5,1204,2784,12844,683,321.5,324,799.5,1985,436,26865,377.5,440,5068.5,130,16895
CH035_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5049.5,560,11615,32554.5,1336,2688.5,12214,750.5,378.5,374,801.5,2725,429,20149,403,440.5,6575,106,16539
