,TR:KI040:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI040_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9328,552,7647,22872,2836.5,4768,13191.5,1783,339.5,397,524,3894,851,29473,726.5,422,7473,88,14824
KI040_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4920,469,6827,25214.5,1961,3310,9996,1262,280,332.5,531,1859.5,426.5,22988,634,366,7883,95,14808.5
KI040_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7056,503,15189,28019,2569,4648,9100,1170.5,356,385.5,1386,3491.5,951.5,28100,760,338.5,7137,115,14817.5
KI040_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7082,548,7823.5,24003,3605,7009,12973.5,1817,296.5,502,522.5,4882,1179,29184.5,749,450,7050,96,14938.5
KI040_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14145,911.5,8719,30419,4250.5,6959,26427,3158,365,464,478.5,12607,4117,28838.5,737,444,7267.5,137.5,14874
KI040_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13000.5,559,1079,12038,4874,2365,49737.5,2400,403,360,547,7694.5,3344.5,21557,370,446.5,9875.5,119.5,15212.5
KI040_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4981,656.5,7640.5,21303,2918,5864,18856,2227,303,447,427,7605.5,1948,30812,537,391,5190,126.5,14872
KI040_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5052,573,8202,22803,3412,5942.5,17402,2136,364.5,562,490.5,6690.5,1727,31262,799,465,7491.5,96.5,14954.5
KI040_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8126,485,7889,27373,2899,4994,11293,1415.5,319.5,477.5,510,3058,695.5,28042,779.5,450,7346.5,156,15266
KI040_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6464,484,7768,15886,3804,5958,19952.5,7003.5,284,264,340.5,5892,1274,27281,560,403.5,5473,134,14988.5
KI040_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5713,509.5,6055.5,23737.5,2119,3266.5,7061,691,252,272,287,1643,405.5,21464,497.5,314,3676.5,94.5,15274
KI040_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4716,504,6819,22872,2373.5,4867,12566.5,1086,337.5,445,554,4160.5,1178,26980.5,568.5,406,7565,138,14904
