,TR:UZ033:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ033_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1355,854,24049,37390,1615,4117,11841,1327,848,389,3853,5313,1251.5,33304,323,586,2724,122,15470
UZ033_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1207.5,1038,3915,18164,2650,7409,12164.5,1111,407,384,680,4035,1231,31146.5,286.5,438,2089,103,15811
UZ033_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3600,1384,7575,41659,2339.5,5201,36443,5206.5,509,391,1150,15923,7670,38197,364.5,533,2033.5,95,15852
UZ033_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9105,788,2408,26819,3299,2025,38059,2408,634,394,553,12297,3640,19283.5,323.5,340,3489,131,15192
UZ033_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1922,1204,9597,40505,2220,5709,23957,2900.5,528,362,826,8576.5,2277.5,37608.5,424,478,2659,97,16171.5
UZ033_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1312,1238,6624,28596,2449,4372,17933,2208,652,449,866,7546,2319,36270,416,465,2253.5,89,15532.5
UZ033_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1568.5,1090,3853,23530.5,1567.5,3499,11363,1260,489,354,958,4292,897.5,32889,391.5,561,2902,84.5,15214.5
UZ033_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1923,1264,3865,24026,2118,4356,21141,4888,521,258.5,702,8082,2196,38416.5,366,562,1168,99,15409.5
UZ033_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,925,886,4240,27546,908,2127,6983.5,652,414,426,694,1702,472.5,27084,331.5,282,2025,131,15286
UZ033_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1442,1078,8976,36213,1705,5132,12946,1330,488,336,701,4891.5,908,34274,387,493,3578,138,15757
