TR:KI023:CellType,TR:antiCD3,TR:BDNF,TR:BN201,TR:gilenya,TR:H2O2,TR:rebif,TR:IFNG,TR:NaCl,TR:IL1A,TR:Teriflunomide,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:PolyIC,TR:conA,TR:S1P1,TR:TNFA,TR:vitD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.6129677027735,0.710050844790737,0,0.295266267304938,0.74031063514433,0,0.188222521388144,0.665405534586635,0,0,0,0.906609292165727,0.944475183773767,0,0.378572654029564,NA,0.0646353314903634
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.443231638821552,0.466847104593905,0,0.621863115068908,0.249010155252675,0,0.386486471119499,0.465809452425929,0,0,0,0.328331511668077,0.144955319152367,0,0.733440238041699,0.151459911906879,0.43031862279252
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.408196597397071,0.463405902333797,0,0.704498595018646,0.346417941953909,0,0.195216196522666,0.5,0,0,0,0,0,0,0.574543170721544,0.262651398319165,0.703036239316098
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.978461024438921,0,0,0.449761943848755,0.874815563541562,0,0.811243296079568,0.30047039988208,0,0,0,0,0.5,0,0.209130799457094,0.514377598010571,0.303907366757617
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.529889985453023,0.778133266208168,0,0.574385126235787,0.449222452283389,0,0,0.490261748316057,0,0,0,0.463499639721253,0.484081373265881,0,1,0.544593672570828,0.5
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.5,0.866363562441833,0,0.745044814738554,0.5,0,0.424597735333655,0.493255330265581,0,0,0,0.453670384030987,0.470519645140025,0,1,0.863528932231806,0.450751436516408
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.559782206528608,0.459941816467231,0,0.825721857993887,0.253925961337166,0,0.3450135896386,0.442583364404683,0,0,0,0.5,0.473575906657058,0,0.660117974547431,0.706732915109016,0.899888488533902
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.972760574726844,0.883572671025869,0,0.271024874614457,0,0,0.825349983599553,0.0877964574804375,0,0,0,0,0,0,0.16145043161059,0.640082072078287,0.190762974523502
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.528725870410075,0,0,0.373993714747922,0.661324489557864,0,0.711873971599222,0.567878294322396,0,0,0,0.770452520322595,0.770645891933579,0,1,NA,0.476018260716166
