,TR:UZ028:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ028_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1772.5,816,2789.5,32866,1835.5,3012,6203,599,467,345,855.5,2254,549.5,19098.5,477.5,352,1361,112,15063
UZ028_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1743,769,2671.5,31989,1215.5,1967,7100.5,688,450,440.5,866,2175,533,19895,566.5,484.5,1560.5,102,14771
UZ028_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5696,814,1346,25619,1847,1306,33143,580,652.5,456.5,1070,1456,619,20610,421,544,2004,74,14924
UZ028_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1517,909.5,2619,30327,1299.5,2309.5,7633.5,604.5,467,402.5,948,1950.5,512,19144.5,484.5,434.5,1536,81,14993
UZ028_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1546,972.5,2541.5,31435,1229.5,2130.5,5793,627.5,414.5,494.5,1110,2570,617.5,16691,487,501.5,1663,87,15066
UZ028_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1667,830,2784,34481.5,1246,2477,6830.5,640,488,412,985,2451,572,21983.5,488,473,1889,100,14981
UZ028_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1359.5,897,2362,33674,1132,1897,11610,1969,418,339.5,916,2756,656.5,21441,405,351.5,1433,87,14935
UZ028_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1299,884,2469,32404,946.5,1915.5,6052,572,414,411,955,1859,436.5,20437.5,440.5,418,1496.5,90.5,15303
UZ028_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1417,773,2694,30027,1105,2322,6037,597.5,455,326.5,892,1868,443,20241,415.5,468,1674,96,15032
UZ028_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1274,886,2853,34505,1607.5,2235,8359,704.5,483,431,974,5099,2818,19376,538,416,1560,93,14980
UZ028_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1034,900,3298,35751,1249,2167,6816.5,767,509,431,915,2573,811,24119,534,496,1552,103,15265
UZ028_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,859.5,782,2800,35405,1073,1890,7010,684,400,378,934,1985.5,464,19549,440,454,1819,98,14894
UZ028_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,872,765,2659.5,31989,844,1589,5452,573,398,362,856.5,1464,383,19203,428,420,1504,104,15054
UZ028_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,926,767.5,3638.5,37320,1056,1945,4888,547,426,359,1177,2229,658,19780,468,372,1618,110.5,15063
UZ028_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,884,830,4236,34643,1059,2054.5,6289,612.5,1848.5,381.5,3345,2214.5,533.5,19156,387,928,1937,81,14863
UZ028_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,918,878.5,4458,37805,1004,2255,6087,688,879.5,379,1212.5,2472,712,22630,534,437,2110,90,15382
UZ028_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6468.5,900,2985.5,32289,673,1629.5,10678.5,556,447,350,910,1278,390,19895,411.5,441,1374,111,15152
UZ028_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1118,1079,3385,32750.5,1407.5,2363,9945,831,452.5,448,1178,4048.5,1241,19110,525,555,1670,90,14998
UZ028_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1459.5,921,3022,35982,1162,1974,7785,708,456,324,1001,2490,658,19549,410,483,1951,89,15097
UZ028_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,910,822,12120,37367,1145,1749.5,7938,590,560,358,3177,2779,891,18879,406.5,463.5,1373,108,14980
UZ028_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,741,830.5,2320,34377.5,789,2136,6619,1540,485.5,661,843,2193,678,17887,500,472,1105,104,15781
UZ028_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1381,1003,3461.5,39098,1264,3119.5,26380,1810,470.5,495,1110,10853,6287,24522.5,740.5,551,2142,89,16025
UZ028_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2092.5,922,1144,28758,1625,1823.5,32935,1465,644.5,469,1069,3133.5,2431.5,18326,383,506,1931,81.5,15143
UZ028_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,922,825.5,3020,34239.5,1379,2583,11030,990,489.5,414,993,3415,1142,19756,401,457,1692,90,15012
UZ028_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,975.5,968.5,2614,32751,1409,2549,8442,825.5,431,397,1028,3432.5,1175,23195,468,510,1829.5,97.5,14875
UZ028_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,994,814,3477,38462.5,1272.5,2316,7169,712,428,379,1217,2640,708,20264,458,416,2504,104.5,14887
UZ028_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1173,780,3192.5,27304,1452,2630.5,10201,1008.5,411.5,371,1104.5,4307.5,1459,21049,406,498,2266,89.5,15166
UZ028_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,775.5,794,2762.5,37920.5,931.5,1904,4795,551,413,389,1004,1768,487,18037,449.5,487,1952,104,15333
UZ028_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,953,827.5,3206.5,39109.5,953,2331.5,11062.5,847,495,415,939,2677,874,21949,645,492,2301,95,15655
