,TR:IB023:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB023_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5162.5,1099,5964.5,35382,1969.5,1857,17125,567,562,465,832,2363,485.5,20610,445.5,489,1354.5,98,16392
IB023_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4109,949.5,4792,33720,2836,2528,16071,816.5,484,419,790,4514.5,1069,24349,428.5,515,1128,120,16050
IB023_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4740,991.5,5073,35705,2038,2022.5,16439,552,500,382,809,2838.5,579.5,22965,470,458,1338,137,16171.5
IB023_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3760,1091,21164,32843,2890,3332.5,14325,586,1338,327.5,3768.5,5462,2207.5,26634,422.5,540,1549,100,16050
IB023_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3929,1191.5,4751,33027,4363,4665,14395.5,473,508,502,858.5,4653,1230.5,23772,487,268,1422,134.5,16293.5
IB023_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3831,1015.5,4799.5,38844,3411.5,3689.5,23865,1666,487,450,781,4933,1354.5,24972.5,421,360,1324,117,15882
IB023_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6274,826,1586,29104,3488.5,1202,28988,608,675,477,645,2244,644.5,21314.5,343,324,1971,98,15796.5
IB023_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3178,1104,4598,32739,2647,3417,15144.5,634,541,448,799,3571,995,24487.5,457.5,502,1585,114,16151.5
IB023_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4460,1072,5132,35936,3485,3532,13862,574.5,534.5,450,819,5185,1302.5,24615,470,427.5,1405.5,134,16299.5
IB023_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3303,1165.5,4864,31850,2432,3398,13792,560,572,409,755,3796,1162.5,27315.5,496,463,1267,106.5,16287
IB023_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2877,1135,4135,36697,3708.5,3234,25168.5,2367,548,505.5,754.5,7395,2148.5,22618.5,368,388,1511,87.5,16436.5
IB023_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4125,1023,5613,34989,2461,2872,17610,576,593,424,761.5,4170,825.5,23818.5,512.5,450.5,1370,125,16535
IB023_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4304.5,1179,6845.5,35012,2265,2938,18441,605,604,453,800,4751,873,26311,461,532,1548,115,16526
IB023_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4239,1205.5,6680,35382,3716,3983.5,20726,870,582,454,804,10799,6497.5,30396,517.5,485,1622,104,16541.5
IB023_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3030,1010,5455,35797,2752,2966,16580.5,767.5,535,384,812.5,5724.5,1656,26450,426,499,1583,143.5,16336
IB023_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2355,1052,4408.5,31527,2228,2859,17448,907,515,310.5,779.5,4002.5,1171.5,26127,412,593,1841,129,16217
IB023_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2140,1057,3687,36997,1276,2103,16611,780,598,426.5,860,2693,739.5,20991.5,443,551,1306,109,16256.5
IB023_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2698.5,1054.5,5123,34735,2446,3102,16529.5,753,528,479,747,5208,1686,22456.5,474,503,1355,131,16203
IB023_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2436.5,1160,5826,33720,2441.5,2771,15274.5,632,3121,416.5,1494,3994,1088,26288,383,848.5,1393,116,15960.5
IB023_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2525,953.5,5050.5,41198,1452,2465,21475.5,746,1319,417,844,3801,969,21233.5,408.5,466,1215,99.5,16109
IB023_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2247,841.5,3439,36397,938,1580,19687,880,584,516.5,791,1960.5,558,13842.5,433,535,1204,123,16235
IB023_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2657.5,1104.5,4836,35497,2347,2845,17344.5,773,558,479.5,814,5031,1381,23841.5,530.5,364,1416,107,16486
IB023_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2492,1053,3977.5,33166,1518,2285,17010,767.5,525,389,757,2919,845.5,24753.5,379,464.5,1404.5,113,16403
IB023_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2669.5,699,12723.5,35035,2149,2245,14853.5,547,930,323,3040,5010,1459,1152.5,374,404,753,112,16141
IB023_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2484,1039.5,4119.5,30581,3214,3739,16445,652,512,420,827,5222,1612,23888,442.5,501.5,1279,85,16059.5
IB023_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6621,1178,5015.5,33281,3348,2930,34366,1336,471,400,774,15302,8122,24742,402.5,433,1181,109,16282
IB023_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5809,1138,1356,21118,4776.5,1973.5,56615,1842.5,801,454,840,10635,8200.5,23588,372,502,1664,130,16246
IB023_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3274,1322,5768,31573,3210,4119.5,39836,1527,538,341,804,12304,7628,31504,434,465,1522,138,16329
IB023_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4390,1279.5,6499,33881,4902,4458,29785,1351,537.5,454.5,836,15676,8662,31735,503,350,1434,157,16150
IB023_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2861.5,1022,5460,34574,3280,3730,19318,878,485.5,416,728,7517,2580,28550,449,432,1509,143.5,16108
IB023_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3449,991.5,5383,31204,3342,3144.5,20402.5,992,440,374,603,10569,4229,14220,418.5,292,893,122.5,15939
IB023_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2615,1037.5,4548,33916.5,1954,2266,11767.5,505,545,424,769.5,3477,697,21649,469,436,1214,130,15951
IB023_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2661,1019,4712.5,31631.5,2500,2822,21383.5,832.5,442.5,356,709.5,5798,1756.5,24545.5,387,359.5,1279,132,16016
