,TR:CH049:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH049_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4935,386,7132,31514,1050,2671.5,4422,780.5,296,394,673,2754,395.5,30568,433,541.5,4876,127,17118
CH049_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1608.5,474,5944,34490,1848,3656,4986,2703,379,466,610.5,7178,1321,35054.5,481,610,4551,118,17406.5
CH049_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1411,375,5148,27822,1215,2133.5,1749,698,333,422,591.5,2188,362,27868.5,445,464,3841.5,119,17106.5
CH049_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1302,386,28007,26749.5,1686,3165,1914,849,1403.5,479,7712,6192,1233,27141.5,478,703,3025,85,17049
CH049_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1308,294,4348,26080.5,2216,5042.5,1799,1008,303.5,569,623,6305.5,1003.5,26542.5,439,513.5,2608,130,17210
CH049_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1099,357,3843,31075,1523,2840,3526,2395,269,466,573,4313.5,608,23750.5,441.5,416,2167,117.5,17256
CH049_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2469,406,1350.5,20843.5,1782,1471,12059,813,381.5,618,691,1615,389,23693,372,358.5,1868,118,16864
CH049_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1134.5,440.5,5435,29622,1476,3007,1952,969,349.5,512,643,3548,494,27084,650,513.5,3600,106,17372
CH049_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1410,391,4996,27395.5,1493,3625,2213,1045,322,569,737,6978.5,1635,27915,547.5,449,3543,82,17406.5
CH049_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,916,348,3885,23808,1198.5,2691,1503,822.5,307,470.5,602.5,3839,715,24985,440,464,2396.5,139,17579
CH049_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1184,426.5,4781,35700.5,1715.5,3430,5384,4296,339.5,422.5,639,7361,1478,31329,448,555,2910.5,155,17556
CH049_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,962,372,4345.5,25146,1243,2664,1402.5,719,296,437.5,594,3214,496.5,25469,447,486.5,3027,152.5,16334
CH049_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,990.5,407,4620.5,26588.5,1115.5,2570,1556.5,771,308,376,642,2845,481,26449.5,413.5,513,3233,101.5,17279
CH049_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1271.5,663,5947.5,26772.5,2230,4251.5,3398.5,1522.5,415,608,777.5,12521.5,4355,34709,959,587.5,4733.5,126.5,17026
CH049_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,794,376.5,4114.5,23796.5,1458,3295,2729,1708.5,337,516.5,634.5,5137,890.5,26069,411,460,3095,106.5,17141
CH049_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,646,325.5,3238,23116,983,2051,1062,1222,310.5,482,565,1753.5,356.5,16601,409,463,2737,114.5,17856
CH049_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,643.5,344,3473.5,23116,828.5,1842,1192,783,283,416,547.5,1753,340,20255,424,414,2004,121.5,17141
CH049_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,958.5,364,3435.5,20717,921,2204,1118.5,745.5,297,429.5,514,2498,466,22101,393.5,331,1839.5,93,17256
CH049_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,666,398,4501,21963,896.5,2064.5,1283.5,813,2239,494,3266,2194,421,22158.5,489,739,2062,132,16864
CH049_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,716,357,4547,24085,933,2274.5,1446,645,852.5,349,596.5,2689.5,562,25308,385.5,456,2218,101,17221.5
CH049_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2946,440.5,5334,26761,903,2198.5,3239,850.5,351,440,593,2365,390.5,26507,581,500,3245.5,125.5,17187
CH049_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,937,464.5,5684,28168,1633,3585,2992,1667.5,408,579,684.5,6264,989,30822,761.5,581.5,5581,96.5,17395
CH049_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,724,369,4015,26196,1061,1969,1457.5,777,328,469,556,1864.5,384,23127.5,464,487.5,3151.5,120,17141
CH049_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,753.5,372,19840,27246,1161,2929,1539,824,1106,451,6168,3839,706,25826.5,499,496,3322.5,111,17314
CH049_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,920,413,4045,24258.5,1463,4320,1420,947.5,263.5,466,617,3942,717.5,25526.5,400,488,2367,112,17683.5
CH049_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,920,525.5,3696,25123,1274,2638.5,5082,3135,339,550,681,8135,1919,26784,482.5,513,2092.5,135,17060.5
CH049_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2811.5,484,1574,21963,2598,1743.5,29299,2762.5,315,641,684,9160.5,2737.5,29414,413,339,2106.5,102,17083.5
CH049_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,875,620.5,5464,25631,2003,3537.5,7356,2743,462,713,660,10135,2140,28410.5,1219,625,3245,108.5,17303
CH049_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1128,405,5775.5,26369,2269,4450,4457.5,2065.5,357,522,714,8382.5,1796,33013,567.5,532,4873,122,17337.5
CH049_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,705,460,4091,24270,1389,3311,2706,2153.5,327,494.5,660,5471,1042,26346,468.5,509.5,2814.5,152,17418
CH049_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,736,406,4430,25216,1327.5,3182,2597,2280,312,491,647,5770,1039.5,27949.5,429.5,545,3649.5,113,17095
CH049_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,697,360,3068,23301,1048,1989.5,1203,834,296,461,528.5,2325.5,431.5,18479,462.5,481,1390,149.5,17533
CH049_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,619,325.5,3053,21086,895,1882,1643,1286,327,551,535,2277,492,20128.5,377,474.5,1483,113,17221.5
