,TR:UZ035:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ035_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6936,1029,7060,22145.5,2142,3497,10085,879,452.5,312,793,2437,664,25861,345,401,2144,112,15370
UZ035_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9737.5,1133,8350,24719,2187,3252,10264,767,535,388,784,1893.5,513,31388.5,430,396,3018,105.5,15820.5
UZ035_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7595.5,949,17402,30443,2443,4475,10517.5,811,499.5,305,2428,2333,556.5,28504,455,365.5,4566,96.5,15424
UZ035_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6794,1064,8757,27973,3239.5,6817.5,10215,878.5,458,317,841,2499.5,607,28204,414,394.5,3959,128.5,15599.5
UZ035_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7360.5,1105.5,11220,35808.5,5021,8145,19780,3943,436,409,969,4648.5,1116.5,29727,434,439,4834.5,88,15633.5
UZ035_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18487,653.5,1976,21926,4285,2681.5,34228,878,705,359.5,790.5,1500,599.5,7847,371,295.5,4533,115,15429
UZ035_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7751,1090.5,7810,25514.5,3363,4595,12704,1039.5,514,385,787.5,2584,730.5,27638,420,357,2184,96.5,15768
UZ035_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7082,1138,8119.5,24811,3478.5,5025,10969,1149,531,420.5,810.5,2627,755.5,32197,424,487,2419.5,130.5,15821
UZ035_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7597,1125,9069,26738.5,2646,3895.5,10028,773.5,500,349.5,811,2073.5,577,28711.5,461,385,2516.5,106,15542
UZ035_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7373,1052,8148.5,22837.5,3451.5,5157,23034,3601,504,352,819,7023,2439,31158,412,380,2650,102.5,15425
UZ035_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6222,906.5,9126,27892.5,2133,4076.5,9784.5,728,429,331.5,815.5,2046,492,27396,425,529,3959.5,108,15728
UZ035_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7080,918,6862.5,30789,2125,4260,10609,832,449.5,280.5,891,1764,564,26300,425.5,NaN,3092,122.5,15847
UZ035_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4089,1088,5454,13107,2168,3573,12545,912,458,400,732,3517,1776,28538.5,359,510,1324,106,15456
UZ035_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3538.5,1015,5202,14635,2058.5,3252,11742,885,452,341,726,2533,818,29046,345.5,417.5,1274,118,15444
UZ035_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4656.5,1084,10159,26219,2378,3842.5,14077,1430,414,307.5,775,3450,790,30477.5,384.5,433.5,3716,117,15407
UZ035_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5984,1015,6994,22445.5,1891.5,2968.5,10499,687,353.5,326,729,1736,475,27281,384,214.5,1956,115.5,15387.5
UZ035_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4434,1097,7920,21464,2615.5,4109.5,13330.5,1056,436,400.5,752,3321,934,29612,368,481,2845,130,15547
UZ035_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3744,1069,8618.5,19156,2405,4224,12435,997,1838,373,2814,2717,671,25919,406,NaN,3452,103,15719
UZ035_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3489,870,7995,22837.5,2258.5,4249.5,13688,1060,1102.5,380,885,2718.5,636,15326,359.5,460,3303,117,15540
UZ035_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,19087,1053.5,7857,17541,1690.5,2203,15964.5,699,449,347.5,712.5,1575,492,26357.5,368,413,1210,104,15463
UZ035_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3465,1098,6942,16000,2633,3244,13404,769,461.5,344,769.5,3546,1322.5,32762,377,407,1460,132,15540
UZ035_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5548,985,8126,21372,2222,3624.5,17197.5,1539,479,370,746,4941,1556,36201,377.5,475,3119,98,15676
UZ035_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3996,904,10589,21649,2780,3429,13915.5,883.5,429.5,373.5,1697,3407,1228.5,29588.5,303.5,319,1587,91.5,15355.5
UZ035_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4029,1033,8804.5,21799,3885.5,7187,19006.5,1629.5,436,319,801.5,7182.5,3137,32081.5,418,479,3914,119,15450.5
UZ035_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,9470.5,1339,8716,21834,3495,5731,30027,1743,393,396,724.5,12787,8252,33350.5,409,374.5,3361.5,85,15433
UZ035_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,10113.5,1231,2308,16198,5272,3198,57353.5,2034.5,649,460.5,922,9537,6686,28365,408,496,4507,120.5,15232.5
UZ035_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5646,1203.5,7492,17541,3595,3872,27465,1378,538,357,740,9634,6547,36143,403,431,1705.5,133,15543
UZ035_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5587.5,1299,8850.5,19075.5,3918.5,4199,25988,1488.5,542,415,729,10597,6859,35001,405,448,1698,88,15618.5
UZ035_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4405,1133.5,7616,20634,3258,3664,20057,1319,452,372,674.5,5894,2827,31458,396,436,1477.5,113,15494.5
UZ035_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5503.5,1287,6531.5,14056,3085,4910,24280,1626,438,283,697,7502.5,3346,33270,349.5,409.5,2211,99.5,15312
UZ035_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3306,995,8263.5,24511,2219,3798,11318,1047,505,362,753.5,2297,705,32738.5,385.5,512,3504.5,120,15470
UZ035_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5075,1060.5,6944,16418.5,2601,3214,19364,964,412,323.5,714.5,4604.5,2045,27673,350,493,1404,120,15476
