,TR:IB001:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB001_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1250,497,3876,41065,1726,2053,6955,615,348,346.5,1210,2832,501,24477,349,488,1137,112,16764
IB001_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1937,680,4138.5,39242,2263,2597,10817,1652,450.5,544.5,1025,3355,682,27223,494,446,1481,108,16564
IB001_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2358,502.5,4936,37835,1333.5,1934,6983,720,372,432.5,1397,2360,474,29437.5,400,331,1215,104,16691.5
IB001_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1180,531,3693.5,37281,1483,2152,6311,637,369.5,360.5,934.5,2473.5,496.5,25400,408,334,1184,105,16633
IB001_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1669.5,519,4286,41826,3394,3078,6595,586,366,301,1313,3866,571,24973.5,332,380,1312,138,16380
IB001_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4982.5,621,6079,42472,2648.5,2476,10917,1231,578,448,1509.5,3783,614,29483.5,384,392.5,1439.5,120.5,16968
IB001_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4644,503,1667.5,25100,2862,1315,22470,638.5,413,572,1281,1605,496,23831.5,464,368,1696,110,16333
IB001_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1814.5,561.5,4587,37558,3031,3312,7818,754,415,363.5,1081,3241,784,26842,508,390,1032,159,16726
IB001_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1801,526,3904,35389,3161,3248,7347,746,479,589.5,962.5,4088,1170,28030,569,350.5,1254,67.5,16564
IB001_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1761,581.5,4022.5,35897,2083,2784.5,6749,738.5,426,465,966,3259,867,27695.5,369.5,416,1110.5,102,16703
IB001_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1741.5,546,3855,39034,2385.5,2807,10149,2074,430,394,971,3531.5,811,28745,402,338,1225,123,16864
IB001_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2316,509,4651,41606.5,1799.5,2261,6877,643.5,365,457,1278,3369,611.5,24800,368,429,1119.5,99,16472
IB001_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2262,529,4115,34997,1950,2301,7658,592.5,332,461,851,3001,654,25400,353.5,496,NaN,97,16472
IB001_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1864.5,1001,4164,33393.5,3514.5,3563.5,11226,1107.5,759,921.5,1037,8619,3458,31006,840.5,589.5,1643,117,16587
IB001_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1236,536.5,3318,35101,1829,2796,7516,978.5,393,394,749,3551.5,1064.5,28780,411,408.5,1158.5,134.5,16772
IB001_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1229,450,3791,38758,1800,2409.5,7070.5,854,347.5,425,1334,3261.5,525.5,23404.5,388.5,382,1175.5,128,16680
IB001_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4645,521,5778,47132,1496,2101,9455,693,517,363,1432,3071.5,535,25354,439.5,231,1241,93,16933
IB001_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1344.5,460.5,4771,40257,1922.5,2630,6867.5,916.5,414,347.5,1038,4200,820.5,29114,341.5,243,1188.5,113,16841
IB001_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1300,508.5,4568.5,38238.5,1490,2192,6815,721,1876,413.5,1407,2842,573,24777,325,578,1129,125,16818
IB001_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1390,497,4555,39081,1659.5,2242,7939,771,897,352.5,888,2847,588,27730,311,371.5,1137.5,125,16472
IB001_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,8724,556,4149,34582,1067,1384,15986,623,428,474.5,1001.5,1820,413,24592.5,471,459.5,1162,114,16104
IB001_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1271,605,3011,32009.5,2068,2920,10287,1286,407.5,475,748,4089,960,26427,486,438.5,1141,96.5,16587
IB001_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1708,413,3439,41457,1309,1650,7886,945.5,340,462.5,1057.5,3120,475,23692.5,457.5,463,950.5,111,16235
IB001_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1216,503,13004,39334,1848.5,2388,7352,816,973,453,3471,3941,751,23543,332.5,382,1082.5,114,16472
IB001_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1325.5,447,3128,34720,2265.5,3395.5,9084,995,347,326.5,712.5,3712.5,797,21224.5,350,427,721,111.5,16431
IB001_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3160,1045.5,5274,39634,2922,3252,27223,3363,434,491,1424,19713.5,6842,36854.5,404,308.5,1455,115,16472
IB001_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2959,466,1158,24039,3939,1437,42621.5,2412,422,279,1251,9265.5,3591,25677,376,422,1199.5,99,16334
IB001_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1572,664.5,3677.5,33313,2688.5,3107,20094,2431,386,474,992,9665,3147,29841,479,360.5,1129,117,16587
IB001_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1939,2334,4070.5,40084,5997,3772,21986,3763.5,1599,1892,1734.5,11599,3240,28099,4284,1125,1475,109,16453
IB001_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1435,546.5,4142,38550,2476,3022,10577,1286.5,374,510,1286.5,4994,1160.5,26023,389,383,1362,114,16334
IB001_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1507,631.5,3694.5,31929,2577.5,3008,15636,1640,321.5,410,811,6554,1678,29795,363,410,1061,131,16644.5
IB001_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1501,481,4572,43936.5,1550,2017,6882,676,371,328,1235,3156,507,22447,283,427.5,1016,125,16329
IB001_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1742.5,565.5,3936,32183,2124.5,2690,13571,1037.5,341.5,340.5,800,5494.5,1289,26138,415.5,326.5,974.5,88,16460.5
