,TR:KI051:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI051_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4555,488,11935,38105,3444,9258,8387,1006,418,466,513,3728,685,27327,538.5,554,7002,114,15691
KI051_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6722,624.5,12455,40021,4588.5,9079,11080,1983,445.5,419,514,5713.5,1279,27165,529,521,6952,113,15658
KI051_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12782,469,2224,23888,2405.5,3146,26773,855,493,398.5,700.5,1844,432,23322.5,376.5,467,11824.5,129.5,15460
KI051_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5344.5,569.5,13005,45652,1198,4643,10611,1064.5,434,449.5,707.5,2518.5,472,31215.5,549,493,7557,156,15613
KI051_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6291,636.5,12031,38093.5,2868,7105,8276.5,972,489.5,534.5,683,3761.5,810,27465,554,489,7012,125.5,15356
KI051_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6910,560,12196,36328,1954.5,5837.5,8273,952,437,447.5,682,3751.5,672,27257,563,476,6672,109,15627.5
KI051_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6467,558.5,11676,48895,2797.5,6647.5,20437.5,7956,441,424,479.5,5659,922,28204,539,571,6577,123.5,15520
KI051_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5676,475,10794.5,35451,1481.5,4965,7458,924.5,493,425,545.5,3284.5,643,25942,541.5,501,6490,80,15564
KI051_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6108,516,11113,43252,1546,5144,10574,928,424,395,540.5,2904,558,26957,486,466,6874,91,15705
KI051_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5342,679,12298,35439.5,2045,6073,11922.5,1598.5,444,477,379,4935,1404,32935,571,571,7363,119.5,15522
KI051_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3680,513,12549,32450,1671,5689,11019.5,1825,426,447,469.5,4351,691.5,31781,594,495,7040.5,138,15629.5
KI051_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4106,543.5,12185,36766,1343,5051.5,8302,1385,450.5,468.5,449.5,2776,458,26657,514,491,8492,101,15356
KI051_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,10631,526,12215,37967,1276,4723,10439,1291,391,436,491,2571,471,28411,528,539,6414,124,15418
KI051_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3944,637,12402.5,32681,1742.5,5502,9199,1789,464,361,321,4266.5,630.5,30443,536,486,6595,108,15713
KI051_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3438,500,12083,40298,1354.5,4564,10799,1585,3746,373.5,1670,3135,533,27234,532,915,6688.5,100,15696
KI051_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3449,562.5,7544,38151,1133.5,4464,15698,2484.5,1549.5,718,640,3264,505,23230,687,564,4543.5,102,15456
KI051_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,52161,567.5,14289,33639.5,1074,4788,28896,1987,399,449,651.5,2994,516,37286,517,478.5,5638,94,15441.5
KI051_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5548,636,11691.5,31689,1907,5833,12382.5,1870.5,420,452,547,4614,719,31735,553,544,6723,123,15434.5
KI051_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5925,594,10474,35197,1460,4916,12569,2168,400,424,925.5,3936,562,30223.5,559.5,438,7229,93.5,15583
KI051_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3767,552,29658,34897,1812,6034,11001,1460.5,1879,411.5,2974,4616,854,32220,597,646,6810.5,108,15599
KI051_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4401,622,13645,34297,2953,8568,13021,2138,466,475.5,857.5,5542,917,29866,559,571,6273,97,15579
KI051_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,16063,836,13396.5,32843,3740,8111,31677.5,4099,446,437,487,21487,10352,34874,571.5,549,6099,112,15511.5
KI051_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6379,555,2287.5,19941,4092,4521,48941,4225.5,510.5,386,688,12776,4380.5,26057,405,540,9756,89.5,15552
KI051_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6394.5,581.5,13916,29773,3114,8186,28400,3688,410,427,527.5,16150,4916,36651,508,530,5751,121,15450
KI051_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4842,528,12313,32497,3613,8686,21418,2923,434,464,407,10553,2225.5,34781.5,549,494,6134,133,15410
KI051_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4829,577,12494.5,33351,2593,7407.5,16668.5,2632,384,398,705,7697,1386,32335,489,472.5,6371,83,15407
KI051_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,9754.5,660,12493.5,29265,2873,7145,18821.5,2735,414.5,418,433,8080,1641.5,33674,561.5,536.5,6400.5,134,15398
KI051_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3229,626.5,10716,35982,1559,4601.5,10328.5,1499.5,444,451.5,363,3526,533,28296,529.5,506,5647.5,132,15545
KI051_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5380,519,8647.5,40482,1439,4566,19306.5,2815,356,557.5,583,3441,641,26057,555,457.5,5223,115,15580
