,TR:IB055:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB055_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442,494.75,4631.75,47325.5,2198,3940.5,10248.8,2695.25,328.75,406.5,596.5,3639.25,752.25,23593.5,692.5,446.5,5716.5,91,15097
IB055_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1442,494.75,4631.75,47325.5,2198,3940.5,10248.8,2695.25,328.75,406.5,596.5,3639.25,752.25,23593.5,692.5,446.5,5716.5,91,15097
IB055_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1442,494.75,4631.75,47325.5,2198,3940.5,10248.8,2695.25,328.75,406.5,596.5,3639.25,752.25,23593.5,692.5,446.5,5716.5,91,15097
IB055_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2108.5,533,5616.5,41924.5,2474,4455,3489,1263,355.5,425.5,530.5,3870.5,1257,24419,758,443,6427,106,15316
IB055_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1593,441,5271,47476,2113,3987,4453,1556,292,403,509,3343,599.5,21695,694,469,7535.5,111,15419
IB055_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1759.5,479,5449,44060,1856,3535,3568,1368.5,347,387,541,2420,457,22757,599.5,511.5,8524.5,119,15189
IB055_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1972,423,5067,49379.5,1738,3499,6170,1367.5,361,336.5,480,2741.5,546,22180,638.5,399,6042,129,15417.5
IB055_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2178,413.5,5116,49876,1993,3844,4657,1403,288.5,388,455,3374,573,21983.5,637,440.5,7170.5,152,15409
IB055_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1660.5,468,6216,48491,1791.5,4595,8214,1994,1735,467,1206,3910,892,23876.5,704.5,685.5,2964,96,15256.5
IB055_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1299,432,3715,48571.5,1030,3535,7932,2179,367,585,515.5,3136,572,17864,929.5,493,4554,93,15364
IB055_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6622.5,451,6338,46091,2104,4376,8948,1602,409,337.5,558,4452,917,25273,738.5,468,6113,70,15427.5
IB055_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1412,503,3560,49933.5,1071.5,3542,17448,4496,331,758.5,590,3675,890,19941.5,820,479.5,3670,165,15107
IB055_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1726,460,4736.5,53292,1015,2791,9347,1742,342.5,469,491,2138,436,23357,808,484.5,5114,132,15370.5
IB055_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1273,533.5,8866,51261,766,2915.5,9303.5,2072,403,935,1613.5,2664,598,18429.5,890.5,502,3582,161,14995
IB055_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1608,409,5178,46852,4635.5,8179.5,5426,1438,309,411,522,4135,784.5,21914.5,679.5,450,6114,122,15221
IB055_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1528,387.5,2176,47429,2094.5,3515,10824,3010,325,358,493.5,3256,668,17713.5,593,435,6254,127,15247
IB055_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5166,434,1188,29704,2072.5,3017,22526,1937.5,474,377.5,665,1955,641.5,15800,369,325,7854.5,95,14787
IB055_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1546.5,440,4835,37367,2613,4677.5,3874,1461.5,336,378,505,3679,850,24765,607,449.5,6028,106,15042
IB055_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1458,1521,4227,50995.5,2517,4970.5,10205.5,2951,1224.5,1872,1012.5,5855,1339,23576.5,4530.5,763,5975,116,14996
IB055_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1818,428,4852,45202.5,2285.5,3961,3731.5,1436,328,384.5,468,2823,659.5,25526.5,745,494,6486,104.5,15172
IB055_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1941,484,5109.5,42860,3913,5417.5,10685.5,6981,343,419.5,551,6405,1766,28111,715,511.5,4949,114,14947.5
IB055_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1563,452,4700,42652,2388,4043,4096,1760.5,324.5,361,481,3087,706.5,25457,738,444,4371.5,109,14961
IB055_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1469,455,3947,49460,1445,3585,6923.5,1819.5,300,479,510.5,2562,522,20357,820.5,529.5,6141.5,87,15153
IB055_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1903,686,4146,48630,1259,4827.5,16193,2542,406.5,1013.5,622,8313,4485,24360.5,1235,656.5,4367.5,101,15233.5
IB055_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1193,459,3240,46852,1028,4032,16545,3431,349,798,502,3641,1119,22203,870,426,2738,82,14833
IB055_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,920,416,3642,44983,879,3550,14530,3054,318,881,706,3266,728.5,19826,697,452,4581,101,15011
IB055_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,674,373,2250,48976,548,2029,6629,2224,273,856.5,520,1517,358.5,14715,747,407,2626,119,14872
IB055_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1050,461.5,4108.5,48191,1401,3980,11486.5,2964.5,397,462.5,583,3318.5,890,20899,721,438,5021.5,113,14735
IB055_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1250,519,7032,52807,2050,4118,6654,1748.5,2573,364,2108,3294,651,22641,717.5,1083,7698.5,99,15207
IB055_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1012,417,4677,48422,1964,3515.5,4765,1623.5,830,344,502,2526.5,458.5,20772,660,419.5,5685.5,110,15192
IB055_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5384,636.5,4982,47683,1072.5,3354,11341,1933,432,507,549,2665,537,24488,1455.5,457,5317,92,15503
IB055_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1882,604,3890,49322,1278,4871.5,20379.5,4430.5,438.5,959,660,5737,1849.5,23957,1308.5,557,5648,113,15175
IB055_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1184.5,469,3387,51676,694,2487,9465,1910,369,515,526,1947,387,19341,769.5,357,4677,110,15070
IB055_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,807,547,10662.5,50938,765,3121,10646,3605.5,625,1379,2140,2971.5,718,17264,1019,544,3363,105,15051.5
