,TR:UZ027:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ027_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16092,442,11212,33774,2114,2926,12524,950,354.5,340,801,3064,509,32736,493.5,559,3495.5,111.5,17037.5
UZ027_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8832,476.5,9045,37073,2679,2972,6771,1651.5,337,504,748.5,4273,777,32367,557,483,4110.5,106,16980
UZ027_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12028,366,9565,31514,2403,2777,5180,677,331,355,672,2637,426,33198,492,413,4407,103.5,17141
UZ027_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7371,483,24431,33452,2518,2795.5,4099,651,700,436,3911,3850,650,30868,470,475.5,4382.5,128.5,17141
UZ027_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7316.5,456,7903.5,28145,3389.5,4075,3416,669,325,435,673,3768,718,31767,492,411,3369,108,17706.5
UZ027_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5925,468.5,7062.5,29391,2613,3134,4054,1277.5,330.5,496,607.5,3953,722.5,32067,469,386.5,2844,97,17602
UZ027_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10762.5,352,2311,21178,2907.5,1561,21570,620,315,381.5,713,1890,479,24893,439,395,2806,134.5,17349
UZ027_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2541,1623,912,7443,3157.5,1859,5167,1890.5,1462,1561.5,1010,3365,731,19575,4738.5,723,1365,133,17233
UZ027_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7496,444,7292,27476,2869,3096,3280.5,677.5,317,465.5,698,3342.5,586,29668,565,469,3743.5,100,17672
UZ027_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8679,400.5,9739.5,33751,2827,2874,3959,672.5,317,440,539.5,4466,776.5,32459,514.5,507,4509,104,17256
UZ027_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7338,420.5,8453,39934,2848.5,2809.5,6344,2696,328,486,686.5,4692.5,765,35343,474,516.5,4004.5,98,17649
UZ027_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6924,463,8940,29195.5,2606,2977,3253,672,295,407,714,3623,620,33844,465.5,493,3677.5,105.5,17349
UZ027_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9347,452,11164.5,32806,2121,2801,3693.5,575,304,365,770,3098,449,27338,464,400,4770,113,17164
UZ027_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6303.5,807,10163,29979.5,3374,4423,7571,1690,406,759,765,13843,4258,40349.5,803.5,554,5954.5,99,17256
UZ027_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3482,459,9170,30694.5,2841,3663,4744.5,1291,324,426.5,647,7893.5,1283,35389,575,523,4929.5,93.5,17267.5
UZ027_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2739,501,9858,34720,3030.5,3611,6533.5,1343,331,428,595,6706,1000.5,33382,516,496.5,6288,121,17256
UZ027_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,43210,501.5,12567,28745,6327,4564.5,10640,1266,341,429.5,569.5,6256,1174,38435,722,589,3074,82,17590.5
UZ027_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2609,439.5,8351.5,26208,2910,3076,3807,1031.5,336,402,583,6102.5,1146,32840.5,508,514,3187,150,17026
UZ027_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2712,446.5,10780,27684,3034.5,3443,4119,992,2950,419,3203,5450,923.5,35966,468.5,1294.5,3585,134,17579
UZ027_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2710.5,442,9464,26715,2890,3015.5,4717,1168.5,1112,422,581.5,5382,926,35066.5,384,480,3192,123.5,17395
UZ027_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,13606.5,521,7707,26219.5,1460.5,1937,9192,824,403,563,593,2782,494.5,33613,739,554,3104,85,16703
UZ027_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2862,588,8251,29507,2790.5,3676.5,5411,1499,381,542,568,7230,1252,34074,451,484,4521,99,17544.5
UZ027_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4763,449,8914,27869,2461,2873.5,7035.5,1536,315,428,512,7185.5,1249,36058,444.5,397.5,4440,92,17360.5
UZ027_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3693,519.5,18813.5,36289,3185,3776.5,6821,985,607,383,4036,7936,1036,28838,548,705,5300,93,17267.5
UZ027_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4318,574,9993,30775,3567,3466,7678,1303,337.5,412,883.5,11502.5,2639.5,32401.5,440,353,3346,116,17095
UZ027_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,39046,1080,9763,35205,3671,3562,16564,2337,378.5,582,655.5,15744,3864,33497.5,729.5,601,3420,130,17095
UZ027_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,10306,586,2892,21594,5713,2373.5,39150,2232.5,405,416.5,739,14250,6600.5,28560.5,670,484.5,4615,109.5,16933
UZ027_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,40003,830,8944,26323,3717,3079.5,19275,2100.5,383.5,538,616,15388,4795,37927,636,607,2283.5,138,16956
UZ027_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,42495,887,11460.5,26461,5246,4024,17095,2532,415.5,697,630.5,16403,6270,39726.5,812,518.5,2976,146,17026
UZ027_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3863,540,10458.5,33844,3674.5,3570,7351.5,1499,341,499,693.5,10966,1843,31145,610.5,584,5261,117,17441
UZ027_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,49173.5,970,8927.5,31375,4183,3349,16230.5,1898,357,528,620,14395,3178,31363.5,649,822.5,3038.5,136,17349
UZ027_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2070.5,474.5,6432,26149.5,2263,2080.5,2800.5,576,323,432,452,2416,448,27799,423,329,2357,138.5,17083.5
UZ027_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3941,552,7339,24593,2337,2772,8329,1273,312,456,490,8766.5,1949.5,28814,448,525,3184,150,17210
