,TR:KI048:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI048_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3551.25,1001,6184.25,38180.3,2739,3029.5,19791,1214.75,522.75,294,968.75,1892,475,31544.8,471.5,475,3310.25,100.5,16583.3
KI048_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3551.25,1001,6184.25,38180.3,2739,3029.5,19791,1214.75,522.75,294,968.75,1892,475,31544.8,471.5,475,3310.25,100.5,16583.3
KI048_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3551.25,1001,6184.25,38180.3,2739,3029.5,19791,1214.75,522.75,294,968.75,1892,475,31544.8,471.5,475,3310.25,100.5,16583.3
KI048_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4859,1183,5894,37574,2893,3287,18764,871,547,392.5,973,1885,607,30581,614,432,3132,95,16825
KI048_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3901,1119.5,5563,38982,2578,2933,18741,851,552,433,933,1730,414,28827,539,418,3158,94.5,16744
KI048_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3793,900,5431,39721,2281,3100,16272,774,424,360.5,938,1605.5,341,26011,470,555.5,4112,109,16779
KI048_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4292.5,921,5742,39824.5,2611,2851,19444.5,897,520,291.5,895.5,1624,371.5,28954,449,383,2981,112,16459
KI048_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4445.5,1022.5,5504.5,34851,2525,2531.5,19549,907,578,325,851,1623,491,25584,434.5,414,2757.5,116,16726.5
KI048_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3983.5,1084,6623,37701.5,2554,2970,18602,852,1860,306.5,1834,1576,414,29565,341,716,3132.5,110,16822
KI048_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4328,780,6184,41405.5,2153,2309,15760,760.5,440,312,774,1704,289.5,23380,437.5,414,3397,90.5,16964
