,TR:KI048:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI048_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7560,942,8185.5,48283,2277.5,3257,18256,1409,373,309.5,1155.5,1468,318.5,27858,594,345.5,4347,99,16380.5
KI048_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3750,1677,5814,39675,3789,3016.5,21234,1952,1025.5,1290,1258.5,2246,436,30246.5,1669,462,3607.5,105,16848
KI048_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4751.5,1003,5673,39570.5,2589,2802.5,18464,857,482,267,927,1508,366,29265,429,530,3681,101.5,16513
KI048_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3685,1252,26727,38936,3414,2973,19018,844,1762,955.5,3491,2245,504,30281,1227,683,3955,114,16567
KI048_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3861,1168,6350,37678.5,4247.5,5528,18464,868,531.5,331,855,2024.5,499,30650,509,463,3147,82,16693
KI048_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3853,967.5,6105,41082,4597,4588,20333,2403,526,460,1002,2618,710,31885,586.5,466,3508,86,16472
KI048_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7207,778,1545.5,27234,3230,1733,25319,786.5,720,356,860,1091,375,13966.5,435.5,358,950.5,123,16613.5
KI048_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KI048_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3262,3908.5,6447,38682,8816.5,3778,25827,1295,3198.5,4638.5,2829.5,4625.5,677,30073,7779.5,891,8765,100.5,16664
KI048_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3588,1120,6586,38728,3094,3260,19018,894,611,444,990,1899,525,33674,681,388,3263,108,16582
KI048_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3771,1100,6353,47014,3720,3908,22930,7538,520.5,372,1077,2798.5,614,32889,561,448,3674,106,16871
KI048_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3529,1063,5923.5,38244,2800.5,3041,18556,823.5,484,315,816,1666,451,31458,509,442,3196,121,16670
KI048_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4084,855,6937,42063.5,2589,3500,16880,790,431.5,366,918.5,1827,463,29312,445,353,3979,100,16525
KI048_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4362,1166,5900.5,37216.5,3887,4187,21591.5,1746,672.5,538,1004,3711.5,1668,36524,709,489,4305,94,16575.5
KI048_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3114.5,3431,5825,35359,7940,3453,26127,1937.5,2909,3232,2183.5,5011,664,30200.5,5073,907,6805,110,16736
KI048_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3025,1563.5,6491.5,38428,4168,3085.5,21857,1434.5,1138,1363,1259,2422.5,468,33200.5,2220.5,596,5811,103,16570
KI048_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,9862,1012,6139,37631.5,2865,3425,20299,1347,476.5,374,836,1951,425.5,33674,515,444,2852,111,16862.5
KI048_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3393,1002,7680,38474,2974,3860,19260.5,1621,463,417.5,1007,2814.5,564.5,34412,628,570,3666,102,16583
KI048_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3232,989,7911,38128,3292,3622,20172,1461,3568,367,3307,2296,544,31804,490,1524,3115.5,89.5,16804
KI048_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3028.5,1021,6106.5,37701.5,3128.5,3676,20864,1508,865,252,790,2173,571,34135,475.5,472,3239,86,16737
KI048_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,10551,1274,7000,40021,2593,2965,24603,1327,721,471,1026,1535,406,35151,972,480.5,3868,97,16712
KI048_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3206,2249,5573,35636,5447,3706,24534,1946,1620.5,2265,1741,3788,718.5,34551,3321.5,678,5011,103,16964
KI048_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4356,1045.5,5172,37367,3062,3435,21026,1976,510,401,881.5,2635,597,34527.5,502,475,3727.5,97,16655
KI048_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3220.5,1127.5,21788,39005,3914,3447,21118,1568,1521,932.5,2901,2695,591,33685.5,1458,631,3989,106.5,16519
KI048_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3860.5,940,7344.5,39121,4151,5369,20506.5,1992,494.5,337,1228.5,3142.5,668,36616,451,401.5,3823,105,16720
KI048_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5348,1188,7682.5,38613,3743,4165.5,23865,2358.5,531.5,329,1131.5,5247,2230,37159,498,463,3109,99,16469
KI048_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6716,825,1218.5,20426,4685.5,2009.5,40205.5,1940,765.5,146,1004,4494,1875,10745.5,282.5,309.5,766,110,16429
KI048_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3511.5,1852.5,5358.5,34620,4788,3184,26588,2523.5,1486,1308,1416.5,5551,1863,31250,2728,589.5,3518,91,16643.5
KI048_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4095.5,1595.5,6635,38336,5195,4463,25745.5,2515,1012,1140.5,1238,6177,1989,33212,1985,565.5,4328,112,16426
KI048_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3371,1388,6405.5,37713,4611.5,3997,24719,2189,1065,1194,1343,4692.5,1245.5,36282,2062,540,4499,93,16363
KI048_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4335,1352,6402,27776.5,3892,3960,23888,2302,632,501,988.5,4317,1509,36466,784,423,3880,96.5,16637
KI048_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2739,1020,5938,36408.5,3057,3702,20852.5,1682,529,246,909,2374,607,34528,528,446.5,3332.5,88,16409
KI048_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3933,937.5,5589,35820,2952,3520,21718,1610,528,327.5,752,2255,568.5,32600.5,365.5,519,2676.5,88,16714
