,TR:KI043:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI043_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16204,593,14884,36836,1430,5594,20552.5,1488,451.5,438,1040,2090.5,536,28307.5,505,494,5570,121,15515.5
KI043_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6212,519,9322,40113,1638,4650,10683,2346,403,430.5,521,1538,521,24488,455,412,6036,150.5,15488.5
KI043_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7081,507.5,9907,37759,1599,4547,7475.5,930,371,372.5,755.5,1967,474.5,26080,485,409.5,6594,148,15562
KI043_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5394,475,32658,36951,1746,4919,6868.5,871,652,394,3351.5,1638.5,681,24476.5,480.5,455.5,5906,104,15331
KI043_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6145,515,9710.5,37159,2354,7289,8309,997.5,325.5,428.5,721,2856,1007.5,27476.5,522,432,6280,167,15498
KI043_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6361,603,12035,38266.5,2885,7230,10656,1940,468,428.5,1103.5,4948,1556,29450,534,420,5865,131.5,15643
KI043_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7494,442,1375,24326,2165,2787,20241,906,436,344.5,558.5,1288,465,19964,359,324,9394,103,15438.5
KI043_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5260,440.5,10912,36028,1876.5,5978,8004.5,1036.5,320,346,768,2470,582.5,25250,480,484,5870,184,15451.5
KI043_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5163,592,10234,37620.5,2290,5802,7121.5,1001,418,432.5,783.5,2650,648,27765,467,377.5,6727.5,125,15459
KI043_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5914,605,11455,36443,1956.5,5260.5,7860,1148,422,500,858.5,2224,791.5,26680.5,510.5,426,6065,152,15001
KI043_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6480,541,10199,47037,2296,5719,14951,5361,427.5,378,734.5,3702,876,27719,501.5,492,6475,126,15347
KI043_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5256.5,636.5,10482,39144,1617,4764,6396,1018,411.5,381,790.5,2241,539,27165,539,494,5986,168,15064
KI043_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5348,546,9510,38462.5,1695,4821.5,7480,909,341,395,677,1997,594,25434,530.5,392.5,5878,122,15448.5
KI043_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4024,625,9917,35936,2178.5,5613,10310,1754.5,458.5,455,566.5,2580,2127,29265,544,453,6055,110,15383.5
KI043_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3589,594,9877.5,34931.5,1844,5307,9089.5,1446,381,401,658.5,3104.5,681,28688,552,429,5727,135,15238
KI043_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3305,574,10678,37782,1614,4808,7385,1377,404.5,387,700,2247,440,26519,476,400,7977,99.5,15529
KI043_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,13925,456,11409,37413,2252,5402.5,10699,1369,346,357,605.5,1962,526,28111,462,414,5883,107,15340
KI043_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3499,523,9865,33905,1933.5,4925.5,7568,1495,510.5,416.5,638,2849.5,656,24476.5,445,352,5672,174,14970.5
KI043_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2921,459,11726,35266,1803,4783,8849,1267,2655.5,323,2314,2754,618,25157,512.5,882.5,6011,122,15203.5
KI043_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3478,481.5,9093,35082,1743,4922,9699,1405.5,616,376,577,2334,565,26173,428,345.5,4797,145,15318
KI043_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,31643,561,11681,36466,1090,4551,22480,1312,394,376.5,546,1820,490.5,28850,525,395,4781,120,15505
KI043_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3753,648,10268.5,33974,1845.5,5605,12994,1860,422.5,414,641.5,4329,1136,29404,516,311,6102,65,15192.5
KI043_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3936,547.5,10208,36582,1713.5,4679,11703,1871,285,456,753,3185.5,761.5,30477.5,482.5,366,6523,110,15429
KI043_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4356,608,31666,38244,2248.5,5449.5,9443,1499,966,390,2964.5,3188,869,28746,556,487,6170,90.5,15114
KI043_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4087.5,504,10763,35405,2369.5,7038.5,10636,1791,383.5,451,671,2265,922.5,27834.5,484,466,4911,118,15242.5
KI043_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5891,851,11567.5,34712,2394,6204,21234,2488,369,496,917,8294.5,4137,30373,600,493.5,5895,99,15224
KI043_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6339,496.5,1689,23842,3094.5,3218.5,38590,2274,413,340,608,8562,3573,23842,312,337,10347.5,108,15036
KI043_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6188.5,759,11151,34689,1880,5769.5,21129.5,2514.5,402,399,737,8945.5,3519.5,32127,486,520,4911,123,15183
KI043_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3813,789,10916,35612,2551,6315,18556,2687.5,394,569,774.5,7404,2946,31458,523.5,476,5877,123,15316
KI043_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3915,655,11387,35912,2456,6090,15601,2334,399,446,946,6182,2027,32266,577,365.5,6246,100,15129
KI043_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5337,878,11293,29289,2300.5,5998,17172,2626,409.5,434,1021,6668,2225,30512,567,434,6009,128,15235
KI043_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3770,700,10239,36859,1895,5057.5,10111,1588,416,437,731.5,3049,827,27880.5,508,404,5027.5,90,15448
KI043_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3919.5,496,9796,38439.5,1565,4717,12546,1720,327,350,439,1829.5,779,26311,428,343.5,5689,114,15199
