,TR:IB061:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB061_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1861,595,1272,23370,4052,4560.5,12024,690,304,290,593,2579,877,18548,383,454,1299.5,72,16841
IB061_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2147,723,1440,30637,3296.5,3573,14487,2440,350,324,620,2807,847,20117,428,319.5,1654,124,16980
IB061_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3949,582.5,718,14135,3015.5,1326,20671,749,664,386,671,891.5,556,18963.5,316,415,1283.5,93,16668.5
IB061_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1514,1182,1044.5,24304.5,3235,2489,14661,2057,795,672,826,2531,719.5,14983.5,2214,720,1528,110,16518
IB061_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2375,667,1526,28468,3194.5,3129,13570.5,925,279,371,552,2618.5,825,19748,564,400,1569,102,16587
IB061_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2254,584,1110,22804.5,2540,2517.5,12417,710,253.5,279,511,1944.5,503,15361,396,391.5,1099,118,16818
IB061_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2150.5,550,1166,28561,2862,2928,14885,4193,286,258,552,3273,998,18179,431,319,1262,119,16587
IB061_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2002.5,609,1362,27153,2520,2727.5,12882,851.5,351,354,535,2315.5,641.5,18087,492,382,1489,87,16564
IB061_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1985,603,1549,26818.5,2542,3100,12709,718,330.5,322.5,605,2164,691,16968,420,429.5,1119.5,119,16546
IB061_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1317,5043,1241,24293,10964.5,3489.5,26184.5,2641,5186,5608,3313,10410,3218,18525,15461,2671.5,3610.5,94,16944.5
IB061_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1950,1183,1459,28607,4265,3354,15467,1796,696,832.5,859,3849,1263.5,21858.5,1936,667,1970.5,80.5,17014.5
IB061_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1799,537.5,1498,28238,2867.5,2783,13174,1257,304.5,390,588,2638,632,18548,422,360.5,1892.5,85,16818
IB061_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1617,580,1461.5,27384,2243,2269,13029,769,319,426,602,1813.5,444,20394,475,397.5,1524,93.5,16864
IB061_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1349.5,564,1279.5,26069,2709,2862,13126.5,1473.5,343.5,547,496,2771,984.5,18940,718,367,1280,107.5,16795
IB061_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1161,563.5,1745.5,27153,2612,2687,12379,2343,1983,1506,2282.5,2576,690,17187,1653,1676,1407,101.5,16726
IB061_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1215.5,684.5,1857.5,27892,2630,3339.5,14367.5,1298,1105,348.5,606,2868.5,1060,22943.5,442.5,462,1416,104,17083.5
IB061_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2110,874.5,1421,25146,2324,2164,16887,1313,549,514,725,1589,485,20048,962,437,1298,84,16633
IB061_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1496.5,855,1680.5,26853,3336,3891,14642,1892,439,351.5,614,4302,1772,24154,808.5,498,1908,119,17003
IB061_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1752,644,1308.5,27961,2218,2343,14040,918.5,353.5,377,589.5,1861,530,20059.5,417,418.5,1775,103,16898.5
IB061_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1954,625,8025,27776,3161.5,2879.5,13091,888,899,312.5,3134.5,2695.5,1127,20566.5,520.5,643,1400,109,16726
IB061_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1628,578.5,1504,25538,3988,4587,13598,1283,361,312,513,3416,1302,21778,467,429,1525,131,16979.5
IB061_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1997,764,1575,26184.5,3020.5,3392.5,17602,2409,340,285.5,482,8142.5,4979,21963,393,453,1349,111,16795
IB061_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5429.5,709.5,837,15672,5733,2235,34236,2010,510,311,528.5,5802,4128.5,20567,457,358,1296,122,16772
IB061_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1381,881,1393,25308,3308.5,3301,17372,2439,429,369,603.5,6043.5,3467.5,20855,668.5,414.5,1240,102,16472
IB061_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1399,758.5,1468,23924,4074,4538,16587,2246.5,361.5,459,579,6964.5,4491,21778,518.5,524,1401,121,16944.5
IB061_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1476,613,1297,27292,3231,3272.5,14072.5,1259,367,380.5,525.5,2961,1092,21109,435,367.5,1253,122,16933
IB061_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1981,756,1583,21570,3359,3797.5,15308,1958.5,355,322,548,5212,2496,23531,420,330,1378,96,16749
IB061_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1133,515,1148,22239,2009,2290,12742,527,248,332,536.5,1506,521.5,17649,431,304,1071,97,16633
IB061_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1320,586,1176,21835.5,2821,3037,14646,805,283,252,429.5,3679.5,1933.5,20151.5,373,227.5,1065,85,16841
