,TR:CH053:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH053_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,9284,1133,3272,38890,957,2291.5,26080,1125.5,493,544,866,1487,356,25665,583.5,333,2404,120,16349.5
CH053_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4537,1267,3298,35312,1600,3322,19295,2471,585,475.5,861,4150,711.5,31989,532.5,484.5,2903,130,16440.5
CH053_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6474,1070,3523,37667,1400,2400,12432,927,460,499,777,1672,381,29635,464.5,373,2873,108,15833.5
CH053_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4770,1061,18590.5,34966,1434,3267.5,13022,997,1278.5,342.5,5460,3640,661,31977.5,427,540,2728.5,123.5,16000
CH053_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5517,1089.5,4023,29404,1798,4170,16014,1706,454.5,322,915,3828,628,29969.5,359,274.5,2364,131,15810
CH053_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5977,1311,4427.5,28181,1884.5,4477.5,25388,4020.5,428.5,363,852,12966.5,1976,35497,445.5,222.5,3722,86.5,16021.5
CH053_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,17725.5,498.5,1279,25815,2115,1727,40805,2587.5,599,481,721.5,2917,497.5,19733,362,355.5,845,144,15948
CH053_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4565,1226.5,2927.5,38290,1220,3384,32658,6491,620,731,991,5115.5,717.5,27465.5,822,589,2525,154,16361.5
CH053_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4996,1129,4079,36177.5,1727,4392,19837.5,3342,383,488,834,4512.5,638,33131.5,455,359,3173,82,16218
CH053_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5812,1065,4106,37136,1544,3924,15396,1777,420,293.5,875,2751,473,31227,473.5,210,3407,114,16133
CH053_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7505,1190,4718,20841,1746.5,3968.5,22237.5,2535.5,405.5,355.5,804,8315.5,992.5,36663,458,425,3383.5,146.5,15797
CH053_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5329,838,3055,43875,944.5,2745,17656,895.5,432.5,359.5,830.5,1792,409,25319,423,NaN,2259.5,126,16017
CH053_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6536.5,969,4561,32912,1417,2889,14596,761.5,362,341,740.5,1981,405,27511.5,412.5,468,3258,82,15931
