,TR:UZ007:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ007_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UZ007_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4142,774,7674,25769,3571,2159,15365,598,517,536,839,2372,778,22539,561,395.5,2744,134,16749
UZ007_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4818,761,6109,24350.5,3228.5,1627,12928,483,375,413,694,1830,556,18802,460,391.5,2161,117,16633
UZ007_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5805.5,600,8339.5,34755,3307,1925.5,14382.5,1180,373.5,370.5,664,2203,616.5,18802,452,424,2425.5,84,16354
UZ007_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3948,742.5,7351,24408,3424,1699,14301.5,455.5,431.5,372,734,1800,574.5,20971,461,382.5,1986,83,16887
UZ007_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5474,741,7798.5,25250.5,3608.5,1573,13645,447,398,431,618,1648,530,21005.5,487,421.5,2330,121.5,16795
UZ007_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4185,862,7094,24293,4577,1971,14719.5,618.5,415.5,544,851,4726,2743,21686,652,517,3036,92,16332
UZ007_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1750,676,8665,28953,3475,2383,14267,705,486,412,767.5,2563.5,970,25527,494,497,3537,89,16621.5
UZ007_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1401,742,6417,24224,2818,2047.5,13276,639.5,368,424,945.5,2181,648,21340,517,380.5,3872,104,16506.5
UZ007_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2890,669.5,8866,30014,2747.5,1731,12805,492,371,334,545,1275,412,11871,398,346,1265,99,16619.5
UZ007_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2480,727,7467,23358.5,3257,1536,12784,613,466,433.5,673,2615,1156,21201,497,490,1900,159,16348
UZ007_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1897.5,745,6966,20948,3105,1459.5,12130,431,1691,543,1607.5,1912.5,659,17187,497,937,1815,108.5,16561.5
UZ007_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2480.5,846,9466,27661,3431,2328,13590,659,722,377.5,818,2047,677,24085,431.5,426,3127,112.5,16591
UZ007_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5579,675,5913,21963,1825,1662,13497,513.5,428,377,780,1417,374.5,17567.5,477,477,2778,99,16326
UZ007_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1506,829,6420,23347,3161,1692.5,12993,696,384.5,523,739,2092.5,709,17867.5,539.5,399,3144.5,117,16466.5
UZ007_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2257,679.5,5419.5,22966.5,2739,1382.5,13736,605,384,516,691,1823,528,18617.5,509,441.5,2184.5,131,16426
UZ007_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1431,778,12789,20163,2496,1492.5,13637,555,545,501,2154,1996,757.5,18341,512,420,1333,112,16335
UZ007_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1737,747,6525,22343.5,4242,2216,13923,599,370,427,785,2793,1123,18525,466,421.5,1827,116,16726
UZ007_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4151,980,8463,26138,3939.5,2233.5,16643,1095.5,502,473,1058,5386,3209,23600.5,567,472,2546.5,107,16726
UZ007_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6057,753,2945.5,22816,5311,1862,30660,1119,533,517,920,5844.5,4710,25711.5,538.5,453,5268.5,119,16369
UZ007_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2026,796.5,6264,22020.5,3542,1694,16406,938,390,505,687,4766.5,2615,22643.5,421,432,1526.5,102.5,16887
UZ007_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1885,793,6294.5,22827.5,3510,1659,14993,800.5,457,524,712,4069,2230.5,21397.5,519.5,459,1782,93.5,16633.5
UZ007_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1518,778,5903,22216,3067,1524,14974,595,423,478,683,2809,1239,22862,448,411.5,1720,111,16483.5
UZ007_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3385,741,8744,25054,3524,2018,16439,1003,381,499,743,3951.5,1897.5,23669.5,486,420,2498,99,16541
UZ007_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1596.5,856,7725,26784,2601,1444,12562,516.5,474,424,1114,1668,454.5,15235.5,588,476,3231,100,16657
UZ007_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2529,758,6031.5,19563,3300,1619.5,15402.5,650.5,460,537,700,2486,995,18987,373,308,1876,131,16090
