,TR:UZ023:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ023_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20463,569,3872,24881,1243,2729,10456.5,1031,382,460,978.5,2311,601,21917,430,440,1336.5,115,16598.5
UZ023_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8829.5,501,2772,26888.5,1342,2138.5,6560.5,1513,366,381,805.5,1849.5,460,21640,361,405,1173,89,16579
UZ023_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14816,564,3059,26507,1213,1924.5,6313.5,540.5,358,317.5,1069,1611.5,403.5,23485,412.5,464.5,1417.5,116,16564
UZ023_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11717,559,12492,33393.5,1722,2543,5791.5,625,448,390.5,3464,2706,563.5,24108,353,369,1408,125,16230.5
UZ023_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7726,500.5,2583,20959.5,1812.5,2939,4519,503,352,437.5,804,2188,600,21397.5,354,425,1072,108,16680
UZ023_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7569,433.5,2116,21801,1067,1856.5,5100,761.5,297,339,710,1694.5,482,18779,386.5,378.5,967.5,108,16521.5
UZ023_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,32413,585,1593,16407,2334,1614,36889,461,465,524.5,920,1449,663.5,20855,566.5,506.5,1356,116.5,16047.5
UZ023_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6860,455,2475,23370,1179,2285,4834,586,360,424,774.5,1536,423.5,17856,394,517,1257,103,16195
UZ023_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8498,1467,3066.5,27223,3123,2711,7558.5,699,1368.5,1578.5,1529,2719,532.5,23001,1871,687,2664,119,16541
UZ023_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11030,507,2313,25873,1214.5,2026,4831,519,325,435.5,762.5,1626,414,17879,355,358,1138,118.5,16310
UZ023_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9237,497.5,2654.5,36220,1381,2222.5,7999,2387.5,325.5,374.5,994,2217.5,434,19194,442.5,339.5,1394,126,16382.5
UZ023_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7090,451,2334.5,22574,1129,1970,4304,494,326.5,350,707,1374,426,18813.5,402,353,994,109,16558
UZ023_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6910.5,421,2169,21963,989,1933,4855.5,472,340.5,358,704,1280.5,419.5,14745,306.5,416.5,798,145,16449
UZ023_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3917,492,2865,25792,1347,2343,4399,660.5,376,408.5,806,2493,771.5,18687,479,465,1393.5,110,16252
UZ023_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3389.5,461,2744,25654,1207,2182,5907.5,951,322,341,743,2013,406,19771,384,424.5,1082,130.5,16449
UZ023_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4577.5,466.5,3595,29783,1094,1615.5,3788,597,332,384,928,1481,375.5,17349,388,399,1193.5,107,16426
UZ023_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3625.5,429,2765,25884.5,962,1472,4124,562,304,334,704,1309,346,19286.5,362,271,1053,133,16256
UZ023_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7530,497,3117,26334.5,997,1608,3853,466,287,355.5,860,1517,353,20417,398,325,1073,107,16357
UZ023_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3404,540,5128,27153,1201.5,1973,4305,672,3220,411,4883,1780,448,21743.5,399,1174,1388,113,16610
UZ023_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4223,443,2846,24454,1092.5,1524.5,4675,477,737,337.5,746,1315,410.5,17395,372,384,809.5,105,16230
UZ023_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36669.5,529,3421.5,24477,1034,1953,11125.5,857,350,350,711.5,2333,450,17995,326,489.5,951.5,100,16196
UZ023_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2924,484,2545.5,20371,1300,2247.5,7009,1252,339.5,397.5,697,3300,658.5,21547,400,416.5,1158.5,115,16541
UZ023_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5358,434,2047.5,22101,907,1172.5,3961,468,298.5,321,575,1015.5,347,16073,352,342.5,841,106.5,16288
UZ023_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4703,447.5,14340,28768,1206.5,1762.5,4349,445,572,339,5372,3474,747,17741,363,364,1008,111,16221
UZ023_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2862.5,472,2510.5,23231,1345,2372,3941.5,495,276,385,652,1511,410,19159.5,346,375.5,906,116,16426
UZ023_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3208,517.5,2854.5,22885,1487.5,2380,12064.5,1686,303,424,876.5,7470,1380.5,22343.5,489.5,331,1204,82,16476
UZ023_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,18756,492,1529,18110,3530,1398,24939,662,483,447,713.5,1944,771,21928.5,359.5,369.5,1209,113,16449
UZ023_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4269,522,2516.5,23762,1114,1645,5468,793,338,348.5,635,1406,382,17764,370,375.5,964,109.5,16726
UZ023_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2357.5,656.5,2591,27869,1179.5,1781.5,4225.5,550,442,462,966,1495.5,387,18190.5,476,483.5,1520.5,101,16680
UZ023_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4051,487,3371.5,31467,1055,1507,4012.5,545,309,372,952,1623,371,17856,389,358.5,1326,97,16365
UZ023_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3130.5,550,3537,14553,1513,2307,12025,1351.5,350,321,836.5,6179.5,975,29391,358.5,419.5,1444.5,97,16610
UZ023_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2462,426,2584,26830,873,1577,3462,424.5,305,311.5,805,1325,326,15761,367,412,988,115,16541
UZ023_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5589,429,2742,26069,866,1330.5,5433.5,452,339.5,396.5,716,1143,357,15941,373.5,413.5,847,101,16094
