,TR:IB051:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB051_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4686,1957,11754.5,33036,2727,2226.5,23693,749,1250,456,3337,2781,733,29968,458,538.5,1451,150,17003
IB051_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3119.5,1890,7662,33152,4536,3372,22816,1202,1160.5,685.5,2758,4661,1698,27822,517,675,1596.5,81,16380
IB051_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3024,1572,4199,30222,3401,2380.5,20832,1096,932.5,602,2369,3547,1299,20059.5,627.5,1051,1284,148,16610
IB051_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3420,1887.5,7799.5,31952,4322,3480,23058.5,1222,1137.5,634.5,2719,4541.5,1791,27061,533,720,1651.5,163,16026.5
IB051_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4197.5,1769.5,7480,33705,6019,5880,22263,963,880.5,397,2839,6016,1883.5,30625.5,424.5,561,1653,145,16472
IB051_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4107.5,1850,7139,35389,4801,3945,21570,859.5,809,415.5,2939.5,6394,1989,29022,441,549,1381.5,133,16380
IB051_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4137.5,1489,1984,19598,4323,1554,29125.5,872,1306,562,3311,3004,1093,24881,414,372,1347,99,16554
IB051_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3389.5,1807,8893,35851,4973,3784.5,21870,816,1025,459,3297,5489,1690,30522,416,606,1550,64,16449
IB051_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3096,2897,5376.5,30314,5741,3581,24846,2083,2146.5,1399.5,2958.5,5948,2092,24247,3120,1277.5,1827.5,157,16472
IB051_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3275,1737.5,6241.5,31145,4226,3483,21697.5,1030,1000,693,2453.5,4394,1758,27592,549,680,1581,120,16357
IB051_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3725,2008,7580,33774,4920,3799.5,23116,1025.5,1163,657,2782,5607,2187,31213.5,734.5,688,1446,155,16544
IB051_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3522,1622,6465,30545,3837,3190,21224,963,916,546,2453.5,4522.5,1734,26323,439,627,1378,125,16188.5
IB051_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3969,1820,8120,33936,4400.5,4335,21040,948.5,850.5,436,3091,5505.5,1650.5,31629,493,546,1633,115,16440
IB051_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3068,2179,5914,31790,4525,3875.5,22758.5,1062.5,1135.5,499,2389,5744,3300,29022,722,657.5,1395,123,16391.5
IB051_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2599,1599,5047,30199,3919.5,3335,20105.5,1082.5,935,526.5,1999,4034.5,1592.5,26161.5,606,571.5,1257,160.5,16357
IB051_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2718,1737,4667,30106,4257,3771.5,20578,953,844,281,2617,3631,1011.5,27269,563,488,1490,159.5,16443
IB051_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3928,1746,5820,29172,2927.5,2553.5,21963,1007.5,929,443,2128,3526,1128,27949.5,506,500,1295,155,16264
IB051_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2997,1722,5246.5,29345,3587,3104.5,20648,1014.5,992.5,331,2155,4101,1581.5,29345,385,602,1262.5,143,16526.5
IB051_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3025,1780.5,7989,35828,4199.5,3651.5,21120.5,799,1380,411.5,3477,5604,1673.5,31375,450,716,1371,110,16534
IB051_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2884,1719,7073,33624.5,3763.5,3540,19725,813,909,384.5,2810,4542.5,1267.5,29530,486,480,1493,123,16703
IB051_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3649,1688,5459,25550,2217.5,2038,21893,729,938.5,177,2174,2404,595.5,NaN,470,654,1211,98,16223
IB051_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2758,1645,5313,31860,4059.5,3581.5,21686,890.5,908.5,433,2439.5,4532.5,1439,31491,506,621,1690,101,16586
IB051_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3599,1791,3574,32459.5,3661,3220.5,21109,1024,838,553,1988,4077,1234.5,29610,452,586,1458,139,16424
IB051_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3119.5,1882,6959.5,33175,4102,3975,21824,997,1053.5,436.5,2430.5,4514,1519,32621,528,653.5,1769.5,104.5,16342.5
IB051_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2673.5,1623,5203,30245,4730.5,4365,20532,824,842.5,502.5,2208.5,4179.5,1517,27626.5,358,610.5,1442,90,16452.5
IB051_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3081,1706,6344,34144,4813.5,4224,20625,876.5,893.5,402,2855,5310,1527,30487,376.5,596.5,1485,171,16234
IB051_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4155,1423,1600,18871,5731,1771,28964.5,804.5,1225,494,3068,2909,1260,26680.5,520,466,1454.5,64,16426
IB051_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3123,1704,7590,35389,4610.5,4033,21824,770.5,832,552.5,3160,4526,1263,30187,470,443,1489,111,16329.5
IB051_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2995,3539,5703,33221,6847,4067,25953.5,1848,2340,1995,2949,8107,3692,28122,4202,1154.5,2505,144,16072
IB051_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2864,1910,7472,33878.5,4487,3999,21547,936.5,1005.5,510,3072,4843,1564,31606,699.5,826,1694,89,16380
IB051_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3012,1902,6056,31537,4095,3589,21893,915,1019,566,2294,4190.5,1419,31744,681.5,553,1628,149,16343
IB051_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3026,1964,7051,32840.5,3676.5,3537.5,21432,847,796,356,2323,4336,1265,30395,434,569.5,1468.5,169,16183.5
IB051_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2975.5,1698.5,7349,34685.5,3915,3763,20221,814,798.5,300,3235.5,4569,1216,30406,541,482,1537,102,16518
