,TR:KI001:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI001_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4691,451.5,5851,32483,2033,2635,9163,789,379.5,346.5,1015,1684,381,7300.5,487.5,413,1590,96,16687.5
KI001_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3928,685,4705.5,34270.5,3854.5,4221,9921,2862,356,429,1066,4044,921,30176,508.5,419,2218.5,122.5,16598.5
KI001_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4889,670,4375,32275,2826.5,3216,6738.5,977.5,342,485,1213,2221,569,27915,531,383,1989,91,16645
KI001_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3960,715,14604.5,33475,3462.5,3992,6975,1141,703,467,3054.5,3488,916,26853.5,572,323,1963,120,16549
KI001_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4253,539,3978,30694.5,4493.5,5435.5,6969,978,345,439.5,1064,3089,822,22585.5,520,354.5,1718.5,87,16286.5
KI001_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4606.5,490,5219,39230.5,5426,6143,12456,3478,338,294,1539,5467,1459,27246,621,349,2100,107.5,16560
KI001_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6440,479.5,1234,17187,4881,1360,23116,845,380,532.5,907,1646,631.5,23889,358.5,220.5,2125.5,118,16795
KI001_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4170,620,5409,34467,4520,5199,7688.5,1602,339,594,1111,3856,1161.5,29852.5,508,442,2242,108,16495
KI001_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4524,1002,5415,34593.5,5512.5,5464,8307,1382,530.5,973,1549,6096,2254,27580.5,1026.5,541,2491,87,16509
KI001_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4414.5,577,4947,32759,4251,4832,7760,1232,477,542.5,1333,4091,1291,28030,843,555,2297.5,101.5,16518
KI001_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3521.5,839,4714.5,37097,5185,5067,12085,4127,482.5,664,1621.5,5194.5,1540.5,30452,779.5,569,2419,99.5,16460
KI001_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4029,773,4463.5,32125,2885,3813.5,7050,1169,350,NaN,1157,2712,800,28422,502,432,1726,143,16449
KI001_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3022,721,3852,30383,3265,4094.5,6404,1069.5,409,562,959,2341,644,29241.5,458,492,1830.5,132,16460.5
KI001_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4423,844,4860,30037,3646.5,5312,11116.5,2035,462,466.5,1152,7959,3718,36358,684,517.5,2566,113.5,16268
KI001_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2731.5,703,4263.5,30360,3808,4925,9623,2071,309,500,822.5,5300.5,1833,NaN,456,432.5,1833,104.5,16369
KI001_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2471,641,3941,32321,3606.5,4407.5,8859,2030,356,454.5,843,3794,858.5,28538,347.5,506.5,2664,110,16357
KI001_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,22078,577,5015,31814,5138,5006.5,15055.5,2374,374.5,304,915,4171,1236,30821.5,349.5,NaN,2348,105,16772
KI001_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2776,592,4304,29241.5,3818,4686,9250,2090,380,528,1145,5368,1947,30591,513,328,2022,134,16506.5
KI001_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3107,592,5822.5,33129,3657,4418,10031.5,1694,2523,509,3551.5,5118,1483.5,NaN,491,512,1908,105.5,16138.5
KI001_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3319,619,3949,30199,3555,4998.5,9810,1662.5,783,342,904,4331,1019,26542,326,313,1798,120,16074
KI001_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6195.5,NaN,4485.5,29760,1897,3505.5,12746,1389,441.5,NaN,806,2579,536.5,NaN,343.5,433.5,1551.5,111.5,16239.5
KI001_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3249,1077,4231.5,31491,3817,5002.5,12658.5,2273.5,522.5,791.5,1221,6378.5,2243,32321,1182,449,2960,115,16368
KI001_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3303,705.5,3620,31778.5,3487,4454,14230,2396.5,333,449,1060,6905,2123.5,32483,494.5,351,2700,117,16353
KI001_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2601,584,10297,30822,3474.5,4898,10391,1768,583,302,2199,4211.5,1397,32621,512.5,418.5,1870,88,16264
KI001_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2535,687,4153,30637,4341,5536,11965,2103,306.5,434,NaN,5916,2307,30591,416,398,2056.5,120,16933
KI001_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3674,629,5306,34790,3255,4784,19010,2946,318,433.5,1087,10922,4610,33221,425.5,425,2367,93,16564
KI001_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,8310,604,1037,15870.5,6014,2140,45551.5,2418,429,406,893,8352.5,5690.5,27407,489,382,2034.5,99,16328
KI001_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4342,967.5,5581,32990,3475,5247,21201,2917,519.5,NaN,1450,10276,4820.5,NaN,587,459,2162,131,16495
KI001_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3638,1125,4064.5,30002.5,4351.5,4898,18294.5,2763,709,NaN,1057,10158,4151,30221.5,1366.5,402,NaN,148,16056
KI001_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3664,776,5134,34513,3653.5,5950.5,16841,2691,437.5,NaN,1481,10584,4145.5,32229,611,NaN,3323,114,16414.5
KI001_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3564,888,4292.5,28676,3721.5,4804,17187,2861.5,376.5,526,1237,9480.5,3812.5,32678.5,593,497,2751.5,77,16638
KI001_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2605.5,542,4100.5,31398,3321,4330.5,10804.5,1749.5,373,398,1061,4524,1265,27038,473.5,335,1588,132,16112.5
KI001_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2897,633,3444,27707,3687,4237,12377,1475,306,268.5,902.5,4770,1525.5,30499,400,427.5,2230,107,16426
