,TR:KI049:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI049_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3287,996,5529,39767,858,2767,15487.5,1213.5,476,300,846,1448,371,31400.5,382.5,563,3114,110,15939
KI049_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1707,1243,4826,39755.5,1353,3251.5,12924,2211.5,672,541.5,922.5,2191,531,34551,577,576,3638,123,15950
KI049_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1674,995,4601,38785.5,1017,2800.5,9787,878,495,379,793.5,1505.5,415,27927,448,543,3167.5,117,15944
KI049_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1528,973,27915.5,37205,1137,3217,8845,888,1295,400,4415.5,1955,626.5,29981,466,640,2850,117.5,15879
KI049_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1656.5,944.5,4910.5,38544,2887,7177,9491,846,499,402.5,823,2850,868,31412,389.5,517.5,2593,91,15831
KI049_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1720,939,4616.5,39732.5,3043,5818,15796,2991,493,374,756,3621.5,1229,32404,365,572.5,2764,102.5,15928
KI049_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2943,937.5,1430,21187.5,2490,2662,31343,1555,720,358.5,1133,2135.5,642,31320,326,448,4127.5,114.5,16045
KI049_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1797,941,4396,37251,2049,4589,10327,1062.5,589.5,374.5,837,2209,663,29289,428.5,647.5,2249.5,118.5,16180
KI049_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1636.5,1254,4743.5,37539.5,2107,4620,9827,1035,645,564.5,867.5,2649,912.5,32150,619,625,3392,112,15852
KI049_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1679,965,5506,37759,1825,4549,12489,1637,555,372,897,3031.5,960,38290,442,538,2855,130,16067
KI049_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1593.5,997,5075.5,46045,2395.5,4827,25122.5,9126,501,357,783,5059,1241,37782,397,548,3091,112,16085.5
KI049_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1391.5,952,4279,36639.5,1119,3174.5,8415,834.5,514,316,802,1764.5,531,31204,352,504.5,2621.5,121,15901
KI049_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1549,922,4184,36685.5,1171,3199,8370,784,467.5,347,755,1664,406.5,30096,341,502,3094,125,16006.5
KI049_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1587,1262,4665,36131.5,1826,4434,15136,1770,673,441,857,4500,2174,38567,517,596.5,3474.5,133,15941
KI049_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1284.5,1094,4946.5,35012,1656,4263,16079.5,2038.5,516.5,386,770,3585.5,862,38474,381.5,580,2934,110,15808.5
KI049_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1411.5,971.5,4788,37066,1164.5,3296,12549,1607,552,354,761,1859,511.5,34043,384.5,532,3268,113,15911
KI049_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3846,963.5,5110,36513,1102.5,3713,12557.5,1474,468,394,796,1911,487,35924,404,515,2429,133,15620.5
KI049_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1271.5,978.5,4801,33477.5,1435,4007,13255,1885,510,453.5,751.5,3153,863,37782,395,488,2536,117.5,15845
KI049_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1306.5,1020,8266,34897,1472,4116,14618.5,1816,4743,471.5,3470,3058,841,35012.5,419.5,2208,2831.5,134,15914
KI049_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1357,917,5170,35035,1594,4197,14623,1847,1334,473,795,3109,820,36120,371.5,618,2730.5,96.5,15917
KI049_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3194,1068,5005.5,36939.5,868.5,2818.5,17748.5,1139,538.5,333,733.5,1359.5,439,36951,358.5,547,2020,116.5,16139
KI049_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1431,1117,4607,34205,1668.5,4459,17633,2323,534,337,778.5,4240.5,1155,36328,445,510,2636,102,15930
KI049_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1805.5,1001.5,4298,35912,1432,3960.5,20091.5,2352.5,511,394.5,764.5,4058,955,34977.5,393,567,2917.5,135,15977
KI049_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1417,1021,25896,36559,1444,3894,14500,1880.5,1526,386.5,3416.5,2891,831,35474,424,697,2741,108,15828
KI049_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1376,961.5,6582,36743,2500,6867,18833,2416.5,496,439.5,1072.5,5003,1481,38821,440.5,391.5,2677,106.5,15996
KI049_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1500,1168.5,6569,36905,2563,5703,26173,2835,527,404,1051,9319,4544,39340,423,593,2688.5,112.5,15632
KI049_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1701,860,1222,20333,2638,2774,52887.5,2289,675,283,777.5,9050,5223,31308.5,296,494,3633,72,16027.5
KI049_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1607,1254.5,5260.5,37031.5,1906,4684,29058,2769,546,371,822,9976,4424,38474,378,537.5,2410,137.5,16000
KI049_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1392.5,1137,5338,35543,2689,5864,25422.5,2881,583.5,513.5,888,10032,4718,39282,448.5,601,2933.5,134,15732.5
KI049_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1406,1055,4807,36513,2260,5406,23380,2578.5,587,359.5,838,7357.5,2852,37413,423.5,517,2719,128.5,15796
KI049_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1449,1181,5593,27350,2262,5452,23414.5,3197,590,370.5,849,7206.5,2848,40621,419.5,519,2726,121.5,15687.5
KI049_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1231,960.5,5192,37885.5,1258,4475.5,16057.5,2002,474.5,382.5,814.5,3609,791,38659,398,544.5,3522,78,15884
KI049_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1591.5,946,4597,34816.5,1919,4622,20714,1844,478,346,638.5,4838,1879,32635,367.5,604,2986,99,15530
