,TR:IB009:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB009_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8595,632,2955,23114.5,2292,3244,12891,662,320,332.5,522,3578,1012,20818,565,421.5,1621,113,14918.5
IB009_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13054.5,628.5,4194,25273,2739,3834,26404,2387,378,400,559,6669,2223,23426,525.5,473,1694,112,15138
IB009_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11202,712,3433,24303,2222,2923,12458.5,694.5,387.5,333,529.5,3548,969,20287,557.5,429,1590,107,15029
IB009_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8278,669,2483,21441,1722,2832,14116,655,345,439,573,2402,717.5,20564,460.5,433,1333,84.5,14733
IB009_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6514,992.5,2770,19929.5,2099.5,3848.5,24742,1623,567,739,872,7146,3936,22618,871,497,1944,159,15312
IB009_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,13197,808,4263.5,29335,3022,3117,29450,1047,475.5,560.5,743,8973.5,2727,19572,796,608,1786,137,14776
IB009_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6663,721.5,3064,20033.5,2479,3602,19733,1323,310,440,587,6254,2077.5,23207,588.5,530,1894,130,15255
IB009_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,9956,668.5,2636,18926,1609,2556,13691,738,367.5,399,504,2398,717,20379.5,400,340,1331.5,113,14892
IB009_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,9095,638,2509,17749,1923,3317,19018,1233,312.5,503.5,561,4389,1943,19480,441,369,1423,125,14682.5
IB009_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,10028,674,3026,17333,2339,3529,15054,784,940,382,959,3585,1348,24015,476,495,1481,144,14823
IB009_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,9643,706,2947,18544.5,2368.5,3572,16358,937,626,361,705.5,4077,1304.5,23495.5,484,404.5,1419,119,14972
IB009_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5219.5,624,2668.5,15234,1130,1543,15340,680,354.5,403,508.5,2038,488.5,18510,437,420,1061,104,14682.5
IB009_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6559.5,779,2678,19918,2035,3111,16823,951,498,520,583,5454.5,2260,23357,446,487,1552,137.5,15001.5
IB009_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,19849,559,2947,17610,2562.5,2726,17841,1024,398,424.5,637,3865,1341.5,23034,481,274,1313,119,14629
IB009_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25365,700.5,4657,18441,2587,3753,19410.5,948,327,365,710,5203.5,2482,24280,454.5,539,1605.5,121.5,15038.5
IB009_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,16793,830.5,4896,18718,3616.5,5312,22214.5,1259,393,400,607,7521.5,4593,26496,562,328,1749.5,147.5,14823.5
IB009_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,15930,1321,3501.5,21534,2450,3741,31089,2077.5,418,429,553,11976,7309,27650,469,408.5,1497,131,14829
IB009_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,18106.5,1167,1249,11393,3971,2320,63874,2088,623,449,791,11155.5,15201,25596,432,477,1589.5,122.5,14899
IB009_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7904,1118,2762,16551,1595.5,3193.5,35751,1913,427.5,487.5,619,12732.5,9062,25988,554,529,1430,160,15023
IB009_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,12062,1150,3140,15583,2161,3890.5,29658,1419,468,541,558,13101,9404,26634,669,329.5,1708,146,14824
IB009_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,16384,799,2997.5,17195,2856,3713.5,25768.5,1233,543,378.5,520.5,8017,4818,24811,492,533,1555,80.5,14475.5
IB009_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,14547,911.5,2688,18821.5,1976,3151,32820,1894,364,458,558,10346.5,6215,26057,439,445,1505,93,14912
IB009_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,390.5,720,627,285,576,557.5,3680,425.5,565,355,525,234,379,7884,264,1425,922,102,16045
IB009_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,18995,808,3405,14705,2891,3594,25573,1226,426.5,405,581,6617,3705,26427,520,533,1324,146,15010.5
