,TR:KI010:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI010_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10334,789.5,6359,40667,995,4057.5,18395,1198,424.5,407,1027,2853,612,33097,558,637,2785,110,14889
KI010_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3765,813,7165,42029,1840,5712,15749.5,3225,514.5,583,1166,4811,1094.5,35589,607,605.5,3990,91,14821.5
KI010_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3638,798.5,6192,39213,1266,4589,10521,1189,396,480,1127,3053.5,668,35151,606,501,3443,116.5,15171
KI010_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3104,662,21960.5,39998,1509.5,5103.5,9851,1238,751,450,3229,4539,1130.5,35682,579,558,3656,98,14995
KI010_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2924,818,6785.5,40009.5,2743,7702.5,10691.5,1255,475.5,477,1228,4722,1178,35254.5,634,645.5,3570.5,131,14879
KI010_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3142,709,6045,40747.5,3865,7748.5,14764.5,2516,432,438.5,1130,6221.5,1706.5,33558,613,520,3017,83.5,14896
KI010_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5120,530,1579,25596,2626,2938.5,29519,1021,585,298,1222.5,2308,610,27684.5,380,543,5007.5,103,15067
KI010_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2689.5,793,6569,40044,2854,7160,11287,1281,445.5,399.5,1042,4486,1284,35255,590,557,3156,106.5,14998
KI010_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2725,858,7454.5,39098,2660,6750,10009,1357,510.5,516,1159,4545.5,1346,35912.5,577.5,664,3801.5,81,14986
KI010_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2663,702.5,6580.5,39536,1933.5,5581,9841,1253.5,499,486,1170.5,4182.5,1093.5,30719,508,528,3632,99,15041.5
KI010_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3511.5,752,6642,44060,2642,6611,19952.5,5240,439.5,486,1180,5625,1637.5,34897,689,507,3520,78.5,14823
KI010_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2667,749,6327.5,38867,1488,5029,10641,1230.5,438,433,1153.5,3738,861.5,33535.5,617,549,3212,98,15031
KI010_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4148.5,628,6390,43344,1805.5,5629,9228.5,1117,418.5,397,1475,4482,876,32381,581,518.5,4837.5,109,14664
KI010_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2642,1077.5,8677,38809,2615.5,7391,18302,2415.5,601,535,1074,11163,6727,43898,693,598.5,4042,101.5,14849
KI010_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1381,778.5,7494,37944,2036,6126.5,15287,2233,460.5,490,989,5555,1505.5,36582,522.5,472,3496,121,14948.5
KI010_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1257.5,795,7209,41290,1391,4580,12328,1977,503,410,1207.5,3464,782.5,35451,618,522,4505,91,14849
KI010_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4598,775,7721,40009.5,1255,4546,12277,1779,478,402,1106,3500,780,35266,551.5,445,3340,143.5,14876
KI010_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1998.5,945,7379,37597,1639,5419,12182,2193,567,592,945.5,4853,1322,36997,659,596,3371,123,14107
KI010_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1525,795,10323.5,38567,1822.5,5842,13638,1985,3668,515,2974,4646,1359,38243.5,576,1736,3304,115,14937
KI010_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1430,780.5,7545.5,39144,1825.5,6050.5,14646,2213.5,1237,435,1022.5,5027,1362,37205,586,569,3525.5,133.5,14709.5
KI010_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4700,739,6233,36397,922.5,4053.5,16211,1506,423,376,978,2446,611,37805.5,479.5,487,2697,115,14693
KI010_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1389,910,6724,37251,2131,6143,16964,2451.5,440,377.5,1083.5,6061,1765,37828,611,598,3134,124,15104
KI010_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1793,804,6383,36974,1791.5,5236.5,17448,2575.5,435,494.5,1097,6232,1925,36674,604,526,3589.5,99,14920
KI010_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1350.5,895,23345.5,38590,1972.5,5768.5,13522,2090.5,1233,389.5,3077,5356,1649,36835.5,585,822.5,3503,144,15024
KI010_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1438,748,7551,37136,3007,7857,17356,2733,459.5,476,1249.5,7709.5,2696.5,37874,591,521,3381,93,14604.5
KI010_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2611,1109,8402,38705,2582,7287.5,25642,3836.5,514,479,1185.5,15721,9119.5,41417,627,631.5,3369,97,14984
KI010_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2486.5,895,1429.5,23426,2872,3595.5,50972,2892,632,460,1194.5,13241,8303,32946.5,403,NaN,5473,79,15225
KI010_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1621,984,7063.5,37967,2098,6399.5,27765,3658,440.5,478,991,13699,6834,36847.5,557,474,2725,126,14886
KI010_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1521.5,950,7646,37493.5,2877,7219,24188,3466,487,461.5,988,13629.5,7135,41336.5,638.5,465,3321.5,90,14802
KI010_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1412,834,7046.5,36639.5,2857.5,6990,21857,2993.5,495,414.5,1112.5,10649,4593,34089,719.5,488.5,2936.5,126,15139.5
KI010_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1940,1056,7736,34828,2770,6867.5,22514.5,3609,496.5,536,1014.5,10139,4955,41209.5,677.5,527,2979,127,14823
KI010_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1385,825.5,7927.5,41244,1646,5852.5,13885.5,2251,430,411,1415,6233,1434,36559,651,625.5,4126,124.5,14917
KI010_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1552,810.5,7079,37759,2347,6361.5,19849,1676,452.5,385.5,869,7370,3596,38416.5,519,370.5,3746,95.5,15067
