,TR:CH026:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH026_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10973.5,715,1057,23276.5,1775,1472,9482,716,522,330.5,659,1536,489.5,19456,372,284,2061,120,14971
CH026_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3053.5,679.5,3606,37551,1279,2972.5,6117,763,486,532.5,785,2275.5,418,18475.5,594,384.5,2182,99,15310.5
CH026_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2925,595,3655,41082,1168,2971,5298,801.5,360,499,800,2865.5,529.5,19803,591,383.5,3786,113,15460
CH026_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2435,604,3816,38359,1124,3045,4809.5,936,452.5,571.5,747.5,2808,640.5,22860.5,597,424,3300.5,106,15450
CH026_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2585.5,670,3617,40413,1477.5,3631.5,11756,4471,420,486,746,5475,987,23380,558.5,422.5,3010,107,15340
CH026_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3139.5,657,3685,34158,1069,2919,4868,729.5,408,456,691,2473,608.5,23888,545,359,2751.5,97,15700
CH026_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2566,580,3918,30407.5,1029,2763.5,4785,653,375,424,723,2045,487.5,20195,518,412.5,2691,103,15540
CH026_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2376,816,5110,34977.5,1838.5,4886,11494,1955,448,581,776,12680,5400,28296,718.5,501,3697,109,15191
CH026_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2976,748,5273,35762.5,1876,4960,15097,2761.5,472,569,715,13888,5549,29358,662,411.5,3815,121,15333
CH026_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1416.5,580.5,3885,35105,980,2620,4174,703.5,345.5,403.5,741.5,1890,363,17587,563,482.5,4113,98,15321
CH026_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1683.5,618,3961,33351,948,2412.5,4763.5,729,419,438,711.5,2099,436,20298.5,544,326.5,2799.5,83,15321
CH026_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4740,673,4618.5,34943,1015,3200,5211,873.5,445,445,664,3570.5,692,27684.5,669,350,3262.5,99,15445
CH026_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1288,581.5,5398.5,34597,927,2544.5,4928,652,4648,467,4586,2268.5,445,16933.5,555,630,3069,134,15382.5
CH026_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1544,586.5,5967.5,39744,1162,3066.5,5268.5,768,1645,401,844,2413,533,21718,574,423.5,3721,101,15319
CH026_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,11817,632.5,3678,36674,723,2061,13273,1011.5,408,405,628,1456,340,20910.5,506.5,374.5,2058,84,15209
CH026_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1708,700.5,3434,37228,1204,3111.5,9138,1723,419,589,750,5047,1046,23045,651,369,2969,113.5,15457
CH026_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1667,666,3301,42029,1001,2239,5133,1096.5,468.5,662.5,688,1960,422.5,21418,664,421.5,2956,95,15293
CH026_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1063.5,584.5,15650,34112,1006,2614,4809.5,752,1235,504,4853,2902,526,20864,477,602,2907,114,15080.5
CH026_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1473.5,543,3441,34897,1402,4016,4188.5,626.5,369,414,774.5,2262.5,439.5,18487,494,312,3268,107,15202
CH026_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4270,798,3904.5,33051,1449.5,4080,17079,2431,392,402,757.5,15494.5,5545,26311,570.5,439,3429,92.5,15462
CH026_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4518,497,978,22422.5,1956.5,1257,21141,2040,541,288.5,690,5437,1236,20195,338,334,1627,89,15203.5
CH026_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1835,825,4069,35382,1423,3573,17541,2865,494,432.5,845.5,8562,1907,25619,622,385.5,2365,110.5,14928
CH026_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1830,671.5,3707.5,39905,1372,3202,10266,1732,381,473.5,779,5590.5,978,20829.5,594,398,3667,119,15285.5
CH026_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1535,574.5,3296.5,38855.5,1137.5,3027,8281.5,1496,352.5,437,802,4053,682,20680,582,369,3449,112.5,15241
CH026_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2975.5,778.5,3992,35012,1345,3761,8901,1936,415,416,681,5011.5,915,24903,543,466,3916.5,124,15575
CH026_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1518,619.5,3543,38428,1016,2315,4820,817,349,443,707.5,1828.5,453,20472,517,385,3029,108,15390
CH026_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1811.5,653,4943,32566,1046,2523,7233,713,411.5,363.5,633,2311,564,20633.5,542,382.5,3039,101,15525
