,TR:UZ011:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ011_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5115,1302,16339,37020,1907,2932,16606.5,741,321,507.5,857,3260.5,1284,24291.5,369,465,5189,131,16019
UZ011_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3944.5,984,14194,33292.5,1862,2396,18072,659,2734,NaN,2906,3170,1065,22030,439.5,808,4188,89,16191.5
UZ011_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3428,1021.5,11236,35405,1883.5,2154,15963,572,803,416,901,2423,817,18626,406,451,2794,106.5,16037.5
UZ011_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,50707,1062,21234,43760,1293,3242,26172.5,789,479.5,501.5,1481,2599,672,NaN,527,NaN,4088.5,137.5,16053.5
UZ011_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4305,1238,15693,38613,2278,4153.5,21557,1190,489,432,913,5197.5,1726,33835.5,488,398.5,5134,148,16249
UZ011_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6728,1018,13192,38590,1803,3350,22180,1183.5,419.5,485,881.5,3956.5,1194,30107.5,462,417,5266.5,111,16248
UZ011_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,10515,NaN,26934.5,28330.5,1771.5,2498,16825,650.5,925,NaN,3441.5,4036.5,1053.5,NaN,527,NaN,NaN,73,16340
UZ011_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6371,990,17702,42871,3261,3883.5,24418.5,979,501,429,2119,8049,2775,23022.5,360.5,513,4937,117,16394.5
UZ011_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7755,1475,14867,36351,2097,3790,27396,1357.5,522,462.5,1229,8580,5064,28827,435,485,4080,100,16273.5
UZ011_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,13896,NaN,5710,38509,4083,1888,43252,1308,533.5,NaN,1409,10891,5056,22988,391,429,3634.5,146,15793.5
UZ011_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5585,1223.5,11841.5,30650,2453.5,2908,28135,1239,450.5,396,1025.5,9903,6100,30707.5,397,385,3639,123,16082
UZ011_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7299,1580,15188.5,34954.5,2997,3112,27927,1169,677,615,1220.5,10479,8067,31712,586,417,5724,112,16178
UZ011_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,18164,1164,17241,41175,2954.5,3082,28712,790,534,501,1643.5,8077,2956.5,25065,502,474,3205,117,15816
UZ011_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,9825,1308,16278.5,35843,2636,2350,25526.5,950,482,462.5,1299,8906,3695,23565,447.5,397,4184.5,89.5,15914
UZ011_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4271,1147,11262,34274,1983,2006,18556,629,353,311.5,832,3116,952,23380,303,387,4093,108,16251.5
UZ011_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3111,1013,12182,41809.5,1590.5,2113,17518,644,499,381,939.5,1876,644,25526,355,462,4602,107,16952.5
