,TR:IB030:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB030_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4190,192,2937.5,13906,832,759,1946,362.5,166,219.5,538,1129.5,306,10003.5,270.5,298.5,661.5,135,16364
IB030_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1559.5,156.5,1820,5894,450.5,422.5,1105,231.5,116.5,150.5,299,634,226.5,6541,196.5,229.5,348,89,16657
IB030_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1948,191,3774,13085,929.5,1053.5,1810.5,283,164.5,192,323,1195,431,13711,149,231,467,74.5,16795
IB030_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5267,388.5,8814,28307,3060.5,2944.5,7014.5,631.5,291.5,354.5,1085,4626,1082.5,26669,507,493.5,1135,117,16760.5
IB030_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8519,473.5,2800,17487,4922,1529,27246,655,448.5,457,1962,3867,1498,13088,468,385,1694,111,16818
IB030_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8788,483,10156.5,30199,3223.5,2805,6316,824,415,523.5,1764.5,4330.5,998.5,23404.5,823,580,1322,86.5,17072
IB030_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2224,239.5,4099,15141,1036,1036,2527,350,142,204,520,1485,556,19310,308,268.5,534,113,16818
IB030_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1357,211,2941,10230.5,594,629,1479.5,262,151,145,313,1047,320.5,15433,221,246.5,509,139.5,16541
IB030_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1767,144,2734.5,10497,575,622,1237.5,250,147,162.5,331,980,364.5,10188,213,192,399.5,101,16610
IB030_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2809,278,7121,22470,1564,1788,3265.5,450,234,294,787,2715,718.5,22816.5,392,349,791,87,17049
IB030_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5500.5,452,8274.5,25700,3125,3153,6071,529.5,316.5,358,1153,4050.5,1037,25977,461,497.5,1184,96,16968
IB030_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IB030_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3296,476.5,9502,29483,2813,2901,6527,673,372,454,1214,4420,1203,28768,531,512,1214,129,16875.5
IB030_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1962,339,7041.5,26600,1888,2280,3956,500,295,243,1008,2774,489,25377,333.5,373,1314,119,17072
IB030_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2351.5,376.5,9059,29160,2381.5,2649,5444,533,295,332,1051,3592.5,731,27499,452,479.5,1039.5,117.5,16864
IB030_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3694,383,8865.5,32160,2791,2647,4186,586.5,293,383.5,1597,4487.5,997,25954,541,527.5,1114,99,16841
IB030_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1884,441,7893,25838,2440,2577,4757,694,764.5,486.5,1357.5,3387,819,21824,492,638,1118,109,16749
IB030_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3853.5,391.5,10528.5,27153,2723,2771,7727,540.5,373,326,1072.5,3604.5,817,26231,458,427.5,947,81,17141
IB030_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1967.5,394,5969.5,18306.5,1068,1486,5439,593.5,311.5,382.5,915,1795.5,406.5,19886.5,505.5,431.5,820.5,131,16749
IB030_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2051.5,315,6549,21501,1305,1547,4554.5,489.5,292,371.5,993,2101.5,584.5,20232,451.5,315,905.5,53.5,16495
IB030_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2953,285.5,5898,24869,1606,1988.5,3622,500.5,282.5,359,961.5,3185,506,20578,401,394.5,1017,115,17060.5
IB030_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3072.5,383,8954,27476,2008,2711.5,5070,558,335,316,1275,4169,867,24431,399,347.5,1109,88,16818
IB030_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3373.5,425,9688,30960,3140,3640.5,6982,672,367.5,472,1255,4767,1107,28907,476,473.5,1458,138,17129.5
IB030_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5204,577,9137,27338,2717,2876,9984,843,349,337,1563.5,8066,2541,19944,442,393,1017,120,16749
IB030_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6605,417.5,2575,18456,4413,1456,28168,736,402,472,1811,4212.5,1898.5,21870,415,239.5,1554.5,110,17152.5
IB030_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2756,453,8172,27326.5,2730,2971,6353,671,333,371,1361.5,3889.5,876,27338,607,481,1279.5,87,17003
IB030_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3449,435,9010,28353,2580,3208,5938.5,634.5,364,388,1340,5827,1424,27303.5,506,407,1323,126,17026
IB030_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3807.5,456,11234,31191,2304,2776,6129,603,441.5,334,1720,4062,917,28491,436,411.5,1311,117.5,16864
IB030_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4971,402,11016.5,32632.5,2348.5,2414.5,7311,647.5,455,332.5,1475,4723.5,866.5,26138.5,462.5,411.5,1504,111,16760.5
IB030_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2809,450.5,10665,29172,2355,2934.5,7463,565,376,391.5,993,3698,833,28607,448,428.5,1185.5,111,17003
IB030_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4979.5,327.5,11955.5,21858.5,1844,2120,6015,536.5,251.5,326.5,811,4152.5,781,24754,335.5,369,922.5,135,16875.5
