,TR:CH024:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH024_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,29254,549,24165,41082,1870,3934,18487,840,299,370,569,2695,581,15258,518.5,604,12382,114,15452
CH024_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10766,351,17518,32497,2116,2818,15526,938,304.5,327,549,2816,524.5,14864,442,339,7550.5,125,15122.5
CH024_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12519.5,560,19514,50799,1977.5,2888.5,25734,644,295,448,661,2178,418,16252,607,252,13795.5,116,15819
CH024_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12436.5,424.5,28088.5,54469,1798,2950,30234.5,668,375,358,2834,3669.5,820,16335.5,528,448.5,12851,117.5,15637
CH024_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10615.5,313,19410,50638,1532,3902,30858,771.5,272,383,692,4057,817.5,13426.5,542,302,11284,101,15596.5
CH024_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11598,386,18995,55554,2035,3437.5,32035,1277,318,450.5,585,5694,1347.5,14766,551,391,11332,124,15488
CH024_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5122,359,5047,31943,1421.5,1615,25757,770,311.5,331,553.5,1111,355,11180,290,215,9942,126,15069.5
CH024_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,43402,429.5,21383.5,32751,2299.5,4203,15801,1047,396,379,431,4723,1263,16329,514,349,10422,88,15577
CH024_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6369,345,23703,45029,2713,3803,9134,691,361,443.5,560,7778,2659,15382,639.5,474,11603,74,15508
CH024_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6568.5,309,18141,31873,1986,2126,8359,544,216,326,366,3464,870,3091,446,170,533,126,15308
CH024_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4223,389,13941,45860,1020,3000,30038.5,493,318,290,704,3368,1049,6540,420,247,279,129.5,15311
CH024_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7154,512.5,20426,51722,1433.5,3314,27096,823,257,551.5,776.5,3237,955.5,18775.5,676,395,12212,101,15545
CH024_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,39305,471,18025,42929,2069,4123,27881,1971.5,282.5,483.5,667.5,6055,2209,17898.5,641,349,9485,120,15398
CH024_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,8522,508,19733,49195,2154.5,3179,19387,1181,314.5,393,479,5968,1762,6480,621,302,12618,108,15874
CH024_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4529,536.5,16454,40182,1131,3015,23622.5,1069,337,570,583,3623,714,15332,805,329.5,10698,103.5,15403
CH024_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5793,436,16474,29542,1749,2752,9412,638,251.5,330.5,405,2139.5,360,11265,349,214.5,2593,134.5,15151
CH024_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,62212.5,500,34897,40586.5,7715,9750,23934,1458.5,312,449,731,14561,6817,21452.5,904,311,12560,89,15312
CH024_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6318,504,20552.5,27269,2059,3416,9738,897,335,578,823,5043.5,1502,16240,672.5,420,9306,134,14390.5
CH024_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4871.5,482,22052.5,48064.5,2015,3923,18083.5,1018,2522,397,2387,4537,1221.5,21475.5,668,322,12432,106,15628.5
CH024_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4233.5,394,18395,41152,1502.5,3253,19722,1011,984,315.5,589,3103,609,14351,550.5,290,9774,89.5,15514.5
CH024_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,58023,436,8214.5,28158,404.5,948,12877.5,1224,192,462.5,490,538.5,361,9521,277,239,3952,107,15118
CH024_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7596,347,18383.5,25665,1871,3027,13997,820.5,296,357,482.5,4910.5,1176,18291,462.5,254,10842,117,15233.5
CH024_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,63724,523,22203,28088,3517.5,5016.5,22711,1511,331,426,649.5,5033,812,21141,749,227,13504,114,15609
CH024_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3996,407,20957,37944,1673,1426.5,6923,668,305,339,703,4798.5,1050,6495,403,202,854,107.5,15278
CH024_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,48837,507,22329.5,32462,5452,5972,20934,1706.5,336,474,697,7488,1905,22814.5,669.5,341.5,12769,146,15526
CH024_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,12450.5,527,22122.5,35000.5,2391.5,3423,17390.5,1634,317,461.5,513.5,16070.5,7449,19167.5,499,236,12780.5,126,15137
CH024_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5644,476,10005,35774,2409,2347,43044,1900,345,359,747,6582,1181,19456,386,214,12699,106,15394
CH024_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,8821,558,22618,18187,1711,3350,14125,1640,274,393.5,664,9738,2835,21349,459,366,12007,160,15031
CH024_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24719,1709.5,22665,28711.5,4466.5,5025,16180,2379,905,1876,1518,10475,2778,21026,3267,336.5,17287,135,14916.5
CH024_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3832,288,20357,32992.5,2410,2660,11105,998,317,382,789.5,7153,1593,14955,527.5,286.5,10244,137,15132
CH024_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,57226.5,845,36466,36351,6481,8102,26369,1664,373,405,919,16491.5,5909,22872,1137,357,14282,126.5,15117
CH024_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7991,368,19006.5,40147.5,2115,2665.5,15069,889,252,295.5,593.5,3976,744,15389.5,538,284,12751,102,15349
CH024_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3984.5,390.5,19906.5,42778.5,1679,3025.5,15460,948,305,321,550,2387,465.5,15086.5,443,327,10561,91.5,15363
