,TR:UZ006:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ006_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,882,626,1746,15291,1564,1548,13487,487.5,427.5,421,548.5,1910,600,21510.5,392,392,984,104,16250
UZ006_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1123,708,1772.5,16601,2113,1955,13314,569.5,425,277,598,2310,690,22052.5,419,402,1084,126,16298
UZ006_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,935,902,2119,17079,2241.5,1913,13401,873,614,539,637,3474,1500,25365,467,614,1735,92,16456
UZ006_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,668,607,1589,15238,1520,1566,12450.5,616,414,341.5,573,1891,641,21349,372.5,405,947,102,16483
UZ006_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,667.5,693,2124,18533,1552,1591,13306.5,623,400,384.5,541,2063,522,21603,432.5,415.5,1607.5,103,16358
UZ006_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,631,703,1724,15356,1244.5,1205.5,12846,587.5,477,367,549.5,1459,459,21672,354,372,1020,81,16459
UZ006_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,774,700,2200,16545,1534,1728.5,12652,612.5,398,319,607,2082,681,23334,312,372,994,102,16410
UZ006_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,628.5,689.5,2428,14262,1382,1585,12786,524,1618,250,1289,1883,528.5,23276,294.5,1215.5,923,82,16462.5
UZ006_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,616,642,1945,16236,1574,1643,12427,611,668,404,578,2080,569.5,22295,404,458.5,1060,96,16389
UZ006_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1969.5,639,1678,14896,1150,1132,13607,620.5,399.5,345.5,541,1189,413,20149,319,392,998,111,15960
UZ006_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,697,639,1803,14414,1583,1619,12102,760.5,436.5,313.5,591,1970.5,689,24211,363,430,1231.5,77,16664
UZ006_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,822,557,1578,15815,1432,1461.5,12575,741,447,379,529,1704,530,21130,343,417.5,907,105,16443.5
UZ006_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,533,668,4785,15730,1502,1413,12576,574,484.5,383,1523,2192.5,663,21811,184,390,904,93,16119
UZ006_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,641,606,1778,15972,2200.5,1903,11540,652.5,392,521.5,518,2194,642,21060.5,348.5,388,1072,135,16048
UZ006_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1010,760,1960,14214,1865,1674,14907,1348,421,387.5,544.5,5150,2820.5,27419,344,376,1073.5,111,16350
UZ006_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1265,648,839,12028,2678.5,1082,22157,1196,469,308.5,536,4180,2427,23622.5,285,354,1110,115,16374.5
UZ006_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1024,676,1883.5,13940,1906,1720,14603,1058.5,482,381,648.5,3500,1725.5,21383.5,343,373.5,1121.5,129,16189
UZ006_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,652.5,620,1765,14099,2006.5,1747,12402,872,461,499,573.5,3122,1456,23865,426,409,1231,114,16376
UZ006_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,482,617,1892.5,18810,1551,1726.5,11374.5,575.5,419,344,727,2687.5,568,20345,333.5,341,1298,133,16300
UZ006_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,553.5,642.5,1698.5,12679,1922,1924,12617,858,393,404,599.5,2720,946,22918,357.5,350,1121,121,16168
UZ006_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,544.5,585,1776,15568,1187,1393,12838.5,515,394,417.5,612.5,1588,481.5,19572,308.5,452,835.5,90.5,16341
UZ006_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,624,574,1296,13266,1683,1342,12653,548.5,458.5,309,539,1731,622,19895,349,370,881,92.5,16418.5
