TR:UZ002:CellType,TR:antiCD3,TR:BDNF,TR:BN201,TR:gilenya,TR:H2O2,TR:rebif,TR:IFNG,TR:NaCl,TR:IL1A,TR:Teriflunomide,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:PolyIC,TR:conA,TR:S1P1,TR:TNFA,TR:vitD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.392882751315637,0.0816553157251033,0.209991204306748,0.221447773587106,0.0234253371741355,0.0704795409305128,0,0.904376853289967,0.976587209316432,0,0.579372847517225,0.167474275953789,0,0.0218513931509646,0,0.803758834530571,0
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.234631736160368,0.692581439570808,0.568004061345194,0.464449270958274,0.196887502193273,0.649468983541669,0,0.5,0.545107065155558,0,0.392353260342301,0.800420309972574,0,0.366276398189199,0,0.517294290563754,0
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.265598832123871,0.254320547790516,0.472345210790527,0.474005391414288,0.0497589946536721,0.414252218325124,0,0.480158189949375,0,0,0.443734808492457,0.557225974167004,0,0.5,0,0.447824164017685,0
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,0.695381418329013,1,1,0.114107568126988,0.457338147128392,0,0.392526091496323,0.5,0,0.5,0.475593839928101,0,1,0,0.692001212661271,0
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.319835763857807,1,0.847040375218594,0.657636574027197,0.188929729235766,0.710858309801266,0,0.647805661363468,0,0,0.473838395498757,0.694001094274423,0,1,0,0.217518639837723,0
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.415246097589665,0.272537430627488,1,1,0.651445803978974,0.947271140422751,0,0,0.999379744435155,0,NA,0.689085242560376,0,0.336217412375671,0,0.957108674700138,0
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.420858938452036,0.0932332940365973,0.0717558945103532,0.119094588491538,0.0277653989076976,0.0248780672947617,0,0,0.993833173641725,0,0.383547872251895,0.0858370328136369,0,0.0068429580641779,0,0.688202639239108,0
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0.115908976302476,0.176981403755375,0.0790706643738742,0.281136141177829,0,0,0.948945517528557,0,0.443734808492457,0.168710310946956,0,0.0999296642362018,0,0.622496689545952,0
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.427859908916815,0.387710718918108,0.0992328438452275,0.0960626739472451,0.30866313573433,0.28991670500212,0,0.967970708959686,0.942075883517318,0,0.29997025143345,0.387671045081608,0,0.0579306310819462,0,0.5,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.5,0.366283178207818,0.351695338161213,0.337287198475963,0.121347425118189,0.327408619240026,0,0,0.357387280274925,0,0.366431222351438,0.349777144416126,0,0.41823949788289,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.936445669452656,1,NA,0.666612796307942,1,0.5,0,0,0.995747506056719,0,NA,0.525657791128312,0,1,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.674470262175755,0.232127537010924,0.0909740012305369,0.0818910870231546,1,1,0,0.946473074218382,0,0,0.231118211396929,0.252897054710958,0,0.0614928670430402,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0.39700708054274,0.795350606478062,1,1,0.238146961234176,0,0.981249076425019,0,0,0.583721655181834,NA,0,1,0,0.905635002770876,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,0.0639956524190618,0.0934978332487161,0.5,1,0.0420061085714292,0,0.977066573573794,0.96581210423534,0,0.712463193609166,NA,0,0.00525052274473725,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.340256914373055,0.759900224202787,0.65531550815462,0.33383831118589,0.603610389523219,0.80035827663623,0,0.975369620552671,0,0,0.356065729107899,1,0,1,0,0.704790902227283,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.937611536640978,1,1,0.923150251172526,1,1,0,0.957637620557533,0.998291076519952,0,1,NA,0,1,0,0.898012957094242,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.856245018439081,1,1,0.914281921833245,1,1,0,0.78786451102204,0.915621188818304,0,0.589542553604118,0.613287796666251,0,1,0,0.644051497874951,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0.866380525766153,0.529272527575833,0.230437734909309,1,1,0,0.988425752230332,0,0,0.630916738257744,1,0,1,0,0.482003790790173,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.452040705446439,0.5,0.40312448087551,0.765252249543496,0.5,0.471954856959171,0,0,0,0,0.535381156792774,0.42766943066727,0,1,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.844568244706141,0.442640685968658,0.216592601840449,0.757657581806828,0.188411941643875,0.5104358810094,0,0.133652757534953,0,0,0.508031457436212,0.363344550868846,0,0.438197188928044,0,0,0
