TR:KI059:CellType,TR:antiCD3,TR:BDNF,TR:BN201,TR:gilenya,TR:H2O2,TR:rebif,TR:IFNG,TR:NaCl,TR:IL1A,TR:Teriflunomide,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:PolyIC,TR:conA,TR:S1P1,TR:TNFA,TR:vitD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.768542550562366,0.796061161080065,0,0,0.873736409090961,0.724886998005991,0.562662410193563,0.863968680093523,0,0.871056837098275,0,0.868743312391114,0.942698166328054,0,0,0.501668522348494,0.846394586677018
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.688092856722152,0,0,0.793758761827452,0.601591726090755,0.936892173338637,0.991471401945279,0,0.372184077147424,0,0.881295857289438,0.881102058780859,0,0,0.498325891090853,0.420922486150796
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.743557626376092,0,0,0,0,0,0,0.289584418008877,0,0.513054090194831,0,0,0,0,0,0.755214319079466,0.895878054163111
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.636770594464632,0,0,0,0,0,0.101321411581548,0,0.162620566233818,0,0.110186257642965,0,0,0,0.818943214491955,0.423287398464353
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.979087493825346,0.528712244701403,0,0,0.469301961735968,0.262617499986302,0.70404822216632,0,0,0.652293998335311,0,0.253156962058675,0.241107485916231,0,0,0.637954216247338,0.635394770819438
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.841341191893054,0.447826696482486,0,0,0.570533770663406,0.429048482437945,0,0.418706372524822,0,0.537860697078055,0,0.592744202816389,0.564024736696157,0,0,0.987455542645463,0.768775932688246
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.923003136932385,0.515297260306337,0,0,0.443655390784701,0.243278437569773,0.428405664475423,0.569981081206627,0,0.699816318900288,0,0.364148046008202,0.261425930195043,0,0,0.251413472235209,0.295373017259112
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.986419663830666,0.647914671337667,0,0,0,0.610239904873238,0.973402602798509,0.905438022262929,0,0.359463206946054,0,0.76715827283935,0.720096188935594,0,0,0.863364317841852,0
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,NA
