TR:UZ006:CellType,TR:antiCD3,TR:BDNF,TR:BN201,TR:gilenya,TR:H2O2,TR:rebif,TR:IFNG,TR:NaCl,TR:IL1A,TR:Teriflunomide,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:PolyIC,TR:conA,TR:S1P1,TR:TNFA,TR:vitD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.726204863295711,0.972850153168456,0.787190826083186,0,0.748769170004613,0.790335394243644,0.782968925809254,0.832931178220336,0.988024305004366,0,0.831073713274886,0.852725137508588,0.943385768790321,0.723874002487902,0,0.912774347150733,0.928399959343154
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.686443535172031,0,0.688283123363416,0,0.509497810127755,0.686957384864289,0.5,0.393404088964345,0.729369778804911,0,0.754110432725078,0.63025054625432,0.614739386051631,0.400886199788008,0,0.590838473410716,0.747716193407908
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.687461658044167,0.823833831012106,0.811325920640835,0,0.503191316244337,0.826192631954018,0.151129931242102,0.420354377829635,0,0,0.807954111436753,0.553044845000934,0,0.723874002487902,0,0.680365395752876,0.929022352993398
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.739501889826716,0,0.658573802410126,0,0,0.587428403461221,0,0.283336727814491,0.749943392217113,0,0.763222041734606,0,0,0.169560382220088,0,0.137694693308827,0.786508412136808
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.719403182155093,0.873444195687697,0.653490316357024,0,0.386748229553631,0.636873098962612,0.546774978597564,0.379466256817587,0,0,0.736460842988477,0.660340759074344,0.468465534138933,0.5,0,0,0.658889048696723
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.678222366252932,0.855135390551882,0.832625525658596,0,0.242333707575953,0.679103213388206,0.52249993881679,0.0200678211016026,0.99871969439296,0,0.920399756009989,0.599928629671624,0.511403997710482,0.732033297535266,0,0.97729173553936,0.686832155239088
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.695249363808645,0.970043075405935,0.678253966146247,0,0.439329320356283,0.707428202100812,0.606794167826087,0.37340095161125,0.987683615622671,0,0.797782581307276,0.606621471443823,0.121916230862785,0.304776010757398,0,0.688705447055704,0.873151752077962
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.759159042967785,0.5,0.408428101781214,0,0,0,0.764766323176447,0.58191832309005,0,0,0.519989800732624,0,0,0.14773865223482,0,0.311149712510622,0.165974937842389
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.368670816165986,0.917345239429972,0.359368658692013,0,0.529797932203327,0.495977984287781,0.794011031721162,0.886813127497033,0.980799006890931,0,0.430354021679765,0.231202002814094,0.538493599169105,0.67927041638016,0,0.570917731459402,0.792488608034812
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.638864645237299,0,0,0,0,0.0197871129452488,0.241034905488404,0.709208503519628,0.593514800276472,0,0,0,0,0.439477514268363,0,0.5,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.423873352649934,0.379263286234415,0.971862445025919,0,0.478067042021681,0.344151287986891,0.31767811195612,0.210410211524853,0.989063197642535,0,0.964019720227641,0.5,0.5,0.199546652459023,0,0.348556016097307,0
