TR:KI046:CellType,TR:antiCD3,TR:BDNF,TR:BN201,TR:gilenya,TR:H2O2,TR:rebif,TR:IFNG,TR:NaCl,TR:IL1A,TR:Teriflunomide,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:PolyIC,TR:conA,TR:S1P1,TR:TNFA,TR:vitD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.164637227892392,0.792418744886749,0,0.428858104498227,0.700452679283094,0.677969596479416,0.267100942348174,0.647327345017268,0.708666401749056,0,0.806239876765297,0.892134561897646,0.934511676711498,0.859077328519001,0,0,0.751156255288958
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.740465349016188,0,0.931022704087661,0.799708796198305,0.826052899492148,0.932778761799271,0.958080918689718,0,0,0,0.964009964769859,0.956914644840514,0.911623913195451,0,0,0
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.5,0,0.223076952223695,0,0.0187210529353363,0,0,0,0,0.919712224768392,0,0,0,0,0,0.901544132635468
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.452310718653948,0,0.554001194306567,0,0,0,0.00454187944647859,0.187451069859732,0,0,0.221882871416092,0,0,0,0,0.343849671538421
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.976140602868174,0.610220371667745,0,0,0.193320725792418,0.502177237764513,0.906129090885012,0,0.507022052899779,0,0.474070970639371,0.5,0.531236512817678,0.159684466621844,0,0,0.261993850275161
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.603342963877532,0.380286197150675,0,0.472795183486648,0.316727404443481,0.295961167457747,0.0802993594381161,0,0.995677578879832,0,0.997878224353581,0.465338669827803,0.187956013361443,0,0,0,0.271795545025875
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.667232367785493,0.11341168202631,0,0.963539905087508,0,0,0.604863882908286,0.5,0.98090172114836,0,0,0.175602180294328,0.0877780499583436,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.977145448551183,0.409470565764964,0,0.977874337996099,0,0.573867650253771,0.966863976203418,0.851797702528333,0,0,0,0,0,0.89326741285992,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.382646107507432,0.817179720719586,0,0.960635966405785,0.698477324549182,0.683241225354583,0.896108008888339,0.98018454542135,0.5,0,0.974333062178533,0.888851092145462,0.870694727929498,0.855266244849168,0,0,0.508969280612034
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.726220156624609,0.714567217980477,0,0.943629606810025,0,0,0.5,0.583863827439782,0.431673268633604,0,0.648657524490484,0,0,0.5,0,0,0.72674106349331
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.409470565764964,0,0.448599448769645,0.5,0.5,0,0,0.986733095139561,0,0.998682773629739,0.773544059681639,0.750666462494817,0.712662037530939,0,0,0.5
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.5,0.38687841999075,0,0.5,0.926277423693448,0.933462035980769,0.124265241233961,0.0304010019196338,0.697933728695881,0,0.679709621306718,0.831206549294666,0.775034770405767,0.727202376420517,0,0,0.390833554794011
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.924258922252381,0.966892542687873,0,0.937814172472587,0.880287013500511,0.851940763084635,0.976068650203189,0.980708132719589,0.599414514254524,0,0.138785252703441,0.987210743149353,0.987274086150254,0.948286264834004,0,0,0.594923708163596
