TR:KI013:CellType,TR:antiCD3,TR:BDNF,TR:BN201,TR:gilenya,TR:H2O2,TR:rebif,TR:IFNG,TR:NaCl,TR:IL1A,TR:Teriflunomide,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:PolyIC,TR:conA,TR:S1P1,TR:TNFA,TR:vitD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.603464252733014,0.861599662839794,0,0.303202645551382,0.851728139861286,0.743440171756678,0.447724067345109,0.507556546011603,0.761625960566181,0,0,0.635708216177279,0.759901310427878,0,0.868814484554365,0,0
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.323823903167224,0,0.297341109716569,0.444034168330206,0.434279674960186,0.214386198968079,0.47696612533839,0.41616513559045,0,0,0.394300848421601,0.310459912315767,0,0.821191148194781,0,0
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.457815013589866,0,0,1,0.0431903286485178,0.265159874606959,0.0581245270169192,0.357448625393223,0,0,0,0.105238581529255,0,0,0,0,0
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.864288063634893,0,0,0.797975376949557,0.135078721622043,0,0.116845461145127,0.241155543795067,0,0,0,0.0214794013838635,0,0,0,0,0
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.94924723941026,0,0,0.206644380688685,0.24838640044739,0.37252657853182,0.125766520380301,0.42526497559409,0,0,0,0.5,0.533870366666474,0,0.0469563401943522,0,0
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.5,0,0,0.542992558395173,0.420288016053655,0.234751671411329,0.0446124104961342,0.279611532541118,0.997418474825468,0,0,0.22275471885447,0.146185691798885,0,0,0,0
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.48291948118519,0,0,0.321652538645457,0.222364968850879,0.341794452938509,0.189073396452883,0.303616559334193,0.97606418666377,0,0,0.308350332727251,0.326121713974468,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.932205945153671,0.775876312295207,0,0.663803652559687,0,0,0.617790575469425,0.197748462318785,0.5,0,0,0,0,0,0.561591476942852,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.311258575513779,0.819664789736924,0,0.303202645551382,0.613079043010282,0.663124636907037,0.5,0.757024301767513,0.0691381204321789,0,0,0.527965266168317,0.5,0,0.632487722402517,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.611543347222814,0.790715435393612,0,0.918726798688986,0.41439393536356,0.5,0.541791763951281,0.636445912160988,0.807360632025585,0,0,0.468944680633704,0.426132913816215,0,0.895521039112536,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.376113174608435,0.773632931442346,0,0.88680246467035,0.423018863617298,0.684265603585955,0.26835834267566,0.427150753571632,0.989401648510994,0,0,0.307408879374362,0.315173580119909,0,0.5,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.611069589430964,0.5,0,0.492297001258423,0.898374619588238,0.892773872869427,0.532945799399649,0.628430277003716,0,0,0,0.671498826141122,0.739525788144691,0,0.791928411676919,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.448272689847485,0.935610439620034,0,0.474553190192115,0.835175010140694,0.624657346250091,0.721726347910687,0.684022021551539,0,0,0,0.805886989436896,0.821851681885328,0,0.420479362479636,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.866799761389285,0,0,0.0154831716925424,0.832946833171643,0,0.910293545402962,0.683417818197122,0.958458277815268,0,0,0.82699224173767,0.841030290008762,0,0.761777507737805,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.669793951671269,0.963914634920825,0,1,0.826180917872143,0.748591785716888,0.814276651555833,0.75653880475192,0.830891208447729,0,0,0.814878155770561,0.853088964535478,0,0.80306750464722,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.589311661260598,0.91645562463589,0,0.5,0.798308879701259,0.781161006665701,0.711063502489392,0.736782205128734,0.838595357273916,0,0,0.788877338755519,0.839255917206628,0,0.572757791060126,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.584423253231415,0.387537590179609,0,0.625768734417756,0.72094329269329,0.686126377543028,0.589843601367776,0.705218978317173,0.63384960363056,0,0,0.764483410626979,0.808827525493338,0,0.265750652163733,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.334670242976805,0.939345308546892,0,0.0885006838584593,0.815173918425338,0.650074103679252,0.739696305607643,0.815779353835052,0.580627217735953,0,0,0.795546403794286,0.828678787521025,0,0.43587178128678,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.348457205435595,0.290592200709435,0,0.738887328370112,0.5,0.306798544954767,0.250450368862076,0.406129132339065,0.0202315756808574,0,0,0.375776959117705,0.473474892473279,0,0.613894087213406,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.220729780874659,0.658238464098004,0,0.441364527591866,0.716341420845977,0.637672573024782,0.554700139442862,0.5,0,0,0,0.634023923753295,0.755783304457365,0,0.443413365631963,0,0
