TR:CH004:CellType,TR:ANTICD3,TR:BDNF,TR:BN201,TR:GILENYA,TR:H2O2,TR:REBIF,TR:IFNG,TR:NACL,TR:IL1A,TR:TERIFLUNOMIDE,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:POLYIC,TR:CONA,TR:S1P1,TR:TNFA,TR:VITD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.739149239941462,0.831379348226129,0.536043975645707,0,0.843251599792025,0,0.633279696200644,0.5,0.828999017024635,0.938553526629552,0.670426433405222,0.641739027398086,0.72265570565856,0.524065204349539,0.971496014634137,0.748519067670705,0
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.690382500551288,0.465727451511094,0.345443331479887,0,0.547746632831135,0,0.510243211777133,0.668291459480546,0.342373387370259,0.5,0.0563248462685514,0.455762323200074,0.535649295198866,0.700064521819781,0.803509512321219,0.0245736625349557,0
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.683909225595611,0.389742755658484,0.475062983654948,0,0.321819029631819,0,0.0724283003409575,0.131822464264749,0,0,0.208041952954908,0,0,0.0983325749646181,0.5,0.701961869807277,0
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.768860382258835,0,0.414258240652795,0,0,0,0.193779768947869,0,0.120650364135274,0,0.624593709047875,0,0,0.207453945204156,0.224803714496116,0.5,0
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.604421188279926,0.581187412971717,0.524620773664716,0,0.297516441620426,0,0.313567084568444,0.565813137218415,0.214817415950799,0.618165312677312,0.531156755394422,0.352958384859388,0.366567191890264,0.596120847563479,0.415118271452672,0,0
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.65201180326301,0.262853112559096,0.653983336921783,0,0.34551194688841,0,0.304247934091247,0.361776766890076,0.97146538848432,0.388208062761268,0.961448279438714,0.160251449927041,0.277447442445317,0.382504162685245,0.312507078199739,0.949506794418965,0
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.494232659374137,0.462245046969201,0.51148397925103,0,0.5,0,0.578274799887842,0.258815049380966,0.92618035596212,0,0.413017141151038,0,0.195365750416317,NA,0,0.703427324289259,0
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.971081862855125,0.805465560785775,0.915562871249475,0,0,0,0,0,0.922100607719466,0.783236712450417,0.78552700270098,0,0,0,0.925571849856345,0.965856095451011,0
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.393122800285386,0.825582306127101,0,0,0.624535895216505,0,0.5,0.841414883608985,0.848964419860185,0.967147863519096,0.531156755394422,0.5,0.54579872649514,0.355340016462164,0.977713925795246,0.734324264955264,0
