TR:CH049:CellType,TR:ANTICD3,TR:BDNF,TR:BN201,TR:GILENYA,TR:H2O2,TR:REBIF,TR:IFNG,TR:NACL,TR:IL1A,TR:TERIFLUNOMIDE,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:POLYIC,TR:CONA,TR:S1P1,TR:TNFA,TR:VITD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.796344491323951,0.988830121027995,0,0,0.927100975029786,0.909199622412555,0.872716069945755,0.691193937352005,0.959781602940521,0.909697883798251,0.859416038372717,0.856705738317502,0.918544210744896,0.914852230245557,0,0,0.913336260478202
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.744161664186145,0,0,0,0.614592090502051,0.763581301256739,0.783855824329373,0.755147252786966,0.5,0.682550186544213,0.294366490739976,0.5,0.5,0.5,0,0,0.771741231987765
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.580445403036569,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.807032476374758
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.435559722493716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767568027111492
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.617599875698133,0.5,0,0,0,0.571355799284228,0,0,0,0,0.743038517665608,0.379806982260891,0.318902991833846,0.804130302351524,0,0,0
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0.0064410849922396,0.998411108445674,0.5,0.995785435674037,0,0.0936742537005503,0,0,0,0.276554815339705
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.579987565536686,0,0,0,0,0,0.5,0,0.993929005349804,0,0.0291709683580509,0,0.0909013572934131,0.127307403369446,0,0,0.274037046444487
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.962481970631461,0.901338364243816,0,0,0,0.311028935004665,0.923537123314614,0.0321512043630682,0.697172475614236,0,0.580065979061603,0,0,0.817027131588395,0,0,0.836282167927932
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.727295354724991,0.945555107662611,0,0,0.866499741067547,0.847220234558911,0.937291460508588,0.886247598595807,0.92165114231695,0.876354474030632,0.638001558548721,0.704115829977561,0.715500363732288,0.919014149083514,0,0,0.879663186783855
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.602849171768786,0.205128755895691,0,0,0,0,0.172295169035469,0,0.418443585982184,0,0,0,0,0.61560496858601,0,0,0.68562289623601
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.492912985483764,0.479385478010406,0,0,0.807839632150215,0.714308341579043,0.35980576434917,0.0308041803475276,0.997275274058894,0.31438805549099,0.998128346227494,0.629315723691252,0.687558805022044,0.511449362217866,0,0,0.5
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.5,0,0,0,0.925790090043833,0.943322993333719,0.230944196025906,0.242375121673161,0,0.860133692318904,0.188209352532416,0.639685845058809,0.580967921300405,0.401219279804037,0,0,0.0401867861141048
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.179061630867432,0.970922226752571,0,0,0.692086125169251,0.5,0.939138031771819,0.907153779217854,0,0.818595999825017,0.621533269872952,0.752915737189324,0.820857768785175,0.448397337841998,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.917849357468145,0.952811315891727,0,0,0.950758792093355,0,0.989332673244914,0.889718425358985,0.869062894425398,0.932854128236575,0.666130521086337,0.789765028312036,0.876847699904784,0.756021756648339,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.241559947941129,0.985940216488625,0,0,0.899048569350239,0.82590989000808,0.963418793553969,0.888606136325981,0.961678633347849,0.959089467672871,0.5,0.815466804334406,0.841311082171579,0.675284376821618,0,0,0.614856404685185
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.602004591677551,0.745188273329544,0,0,0.9305397763473,0.920775096131198,0.924584217196191,0.826726162578529,0.750144305513298,0.860133692318904,0.798667947884039,0.762992600364664,0.806596414163145,0.888196989113112,0,0,0.836036970263153
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.931895820920966,0,0,0.5,0.768725149947825,0.778877226526039,0.838483832088186,0.275831344409574,0.505267768017282,0.5,0.548487859192539,0.603377853925798,0.360275552797983,0,0,0.171473601412462
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.863769870039824,0,0,0.821377209983587,0.801996145237112,0.944265238634882,0.936386233983075,0.544769685497112,0.467097493444474,0.402768513431073,0.714884269706842,0.754415653664998,0.845413756997252,0,0,0.631242084789573
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.127656957598307,0,0,0,0,0,0,0,0.0708521863528367,0,0,0.0171566483017628,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.761538703463298,0,0,0,0,0.0600441702909114,0.554293271968501,0.275831344409574,0.821228140978737,0,0,0.0138698769838302,0,0,0,0
