TR:KI035:CellType,TR:ANTICD3,TR:BDNF,TR:BN201,TR:GILENYA,TR:H2O2,TR:REBIF,TR:IFNG,TR:NACL,TR:IL1A,TR:TERIFLUNOMIDE,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:POLYIC,TR:CONA,TR:S1P1,TR:TNFA,TR:VITD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.509727226818732,0,0,0.5,0.69459415206962,0.748142803173215,0.5,0.343982817721695,0.823996700452718,0.727950606790041,0,0.618968831997305,0.688484917318233,0.563196925108393,0.853043915022263,0.849169758581764,0.887449592984106
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.357689675744151,0,0,0.302154495537903,0.434027566856798,0.389157617958765,0.27080641936198,0.41024382979005,0.310554387315555,0.69751449684688,0,0.22850125264189,0.292450256488766,0.512628962427203,0.477427191822544,0.66354883328497,0
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.351267677928359,0,0,0.535828377173401,0.278110753419084,0.5,0.157531579618935,0.524674649303253,0.29357532312455,0,0,0.0648221121399458,0.121882270163547,0.469533557192989,0.338473238785637,0.34997037555932,0.710443386647515
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.710382291667773,0,0,0.539922615695877,0,0,0.0600750206161083,0.30038634188176,0.229602824888026,0,0,0,0.000776621045379162,0.281127871054274,0.668351776413017,0,0.164770905335762
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.514050088761053,0,0,0.130464676910979,0.215774791947346,0.294823052684519,0,0.00250706845957274,0.296422865755001,0,0,0.131958640470744,0.280307073863861,0.408310073528626,0.636957087118248,0.459708925036554,0.568951227098378
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.321854867595272,0,0,1,0.415361614486102,0.485969426155422,0.11510806836753,0.282360240185485,0.988067273299787,0.329466119385873,0,0.185065197748937,0.177514399516032,0.492634375397355,0.246083624679751,0.537290643306011,0.765448488239896
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.261314109115604,0,0,0.482989840970894,0.472898796093007,0.414222402275707,0.190164341684106,0.226851223765262,0.971118110992395,0.528050048525211,0,0.0612990833102519,0.161142804076994,0.498332890814604,0.551255041594921,0.30731165117091,0.327246592186693
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.95411851766556,0,0,0.0638735638849837,0,0,0.774241762018701,0.294411062319759,0.479273203156556,0.265556907298448,0,0,0,0.5,0.602418220124323,0.797305992527181,0
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.12190589960304,0,0,0.320623757620097,0.626662621836893,0.661518561766623,0.412288453856,0.432593683976433,0.5,0.682559297261866,0,0.5,0.5,0.377634405392807,0.585475184002445,0.633560815561807,0.492979618621095
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.5,0,0,0.367318971147293,0.479045132086852,0.52849576194431,0.697471479020846,0.714673575604501,0.354409935680765,NA,0,0.577699534423223,0.639557828169063,NA,0,NA,0.208776892720639
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.0774357025977469,0,0,0.93287016790838,0.5,0.465643061677177,0,0.430566013487331,0.796763494908446,0,0,0.416414065394271,0.418891012843243,0.430981627776512,0,0.243819352520623,0.489780276444987
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.11023366403299,0,0,0.364536615564348,0.806588075992561,0.865990872877687,0.684006159073023,0.686831679776063,0.566357986115011,0.676636990573054,0,0.693383692255001,0.718271951827843,NA,0.451486288481499,0,0.594941916031335
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.978658877605077,0,0,1,0.953164521405337,0.922647779212945,0.903774886109914,0.946554298435239,0.678668809776653,0.627210097609626,0,0.813543046925944,0.807565817856005,NA,0.619895588745931,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.78447234199608,0,0,0.0570372877627447,0.876264397630428,0,0.943851332088684,0.86637318175498,0.735265201943861,0.783616064991692,0,0.765429139381606,0.848233995693479,0.594100553720545,0.118233790196244,0.570904574483153,0.932578440904638
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.976900747239939,0,0,1,0.934666527771928,0.906311685937115,0.925803457355734,0.954727082829667,0.588941680601619,0.745711180971737,0,0.838019785704486,0.852277870286869,0.6039357472893,0.715696057659057,NA,0.54858328627729
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.977679984609036,0,0,1,0.960695847671104,0.948385163375475,0.919916731640525,0.951509173621917,0.813899659760288,0.845337514985268,0,0.853801747708777,0.860743876036225,NA,NA,0.880577234263748,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.89699225742945,0,0,0.430101066865784,0.807810996178298,0.843399775330893,0.83323060514091,0.765127447407511,0.395855270649682,NA,0,0.813842509205455,0.852528247311925,0.515792235099136,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.977212163242018,0,0,1,0.962013061493658,0.94296918169134,0.91295391067676,0.947585065534465,0.176667052523211,NA,0,0.845561245173943,0.837887177837811,0.598489579097893,NA,NA,0.332766571197704
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,0.23640964824465,0.43702910088046,0,0.556586155152905,0.026192969850324,0.470284289067678,0,0.289138918775159,0.281398196671851,0.551535589075963,0.521598219104164,0.585619137091889,0.689057018584213
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.0822443226484017,0,0,0.25377368641225,0.708920510252227,0.628412739412231,0.768003686738801,0.5,0.569688363151896,0,0,0.684080176263608,0.770094523338738,0.552902078466837,0.173611992978596,0,0.506923179384668
