TR:CH026:CellType,TR:ANTICD3,TR:BDNF,TR:BN201,TR:GILENYA,TR:H2O2,TR:REBIF,TR:IFNG,TR:NACL,TR:IL1A,TR:TERIFLUNOMIDE,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:POLYIC,TR:CONA,TR:S1P1,TR:TNFA,TR:VITD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.70111171965177,0.923214211175539,0.832213196821249,0,0.902929353683301,0.939206551394496,0.73383979836395,0.887044923665017,0.677844682742105,0.936675552143699,0.925606127402475,0.900649447621946,0.951853985807287,0.88608262859781,1,0,0.75072298416783
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.472711754914096,0.848425238129534,0.850954577931461,0,0.908708155545118,0.941906227330998,0.830030973078616,0.933510882537994,0.63671466511302,0.927398932398408,0.636987035028457,0.909372902785819,0.9528344294845,0.90630116942075,1,0,0.732089882610157
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.709287202886831,0.714088370351055,0.396261965634014,0,0.0790512240075681,0.170223160534191,0,0,0.317519097850467,0,0.149815763229493,0,0,0,0.813179251231665,0,0.794625074328998
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.696018066624874,0.752018395206549,0.453153592976045,0,0,0,0.233848238779051,0.0107408507580036,0.309169984120143,0.081479528104338,0.258665186861488,0.0130547398835735,0,0.0830041028428871,0.492036570420921,0,0.223842778599526
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.963239766881062,0.513924891651757,0.789163280273684,0,0.5,0.600408538794313,0.809357255218296,0.263931167413824,0.5,0.5,0.692240143725819,0.4309078927705,0.5,0.871009066169216,0.237799600660901,0,0.5
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.545533338536508,0.544762695716271,0.863112707246694,0,0,0,0.0858167354402925,0,0.994850798320234,0.5,0.998217835781733,0.00653745227720427,0,0,0.484186877830741,0,0.445875230538298
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.408954760222854,0,0.901723566892944,0,0.304609033225767,0.476183296754718,0.162806987702752,0,0.985305894019616,0,0.811034521753442,0,0.102620755998235,0,0.23425974578869,0,0.705807727557442
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.935186768773952,0.429310690630722,0.249153101263951,0,0,0,0.791844383150916,0.5,0.397037262791909,0,0,0,0,0,0.274827031967357,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.31430474604311,0.702120541661034,0.0288004111863777,0,0.532254137863362,0.522734374531639,0.598909691613628,0.928328318256808,0.309169984120143,0.941840399062757,0.546730512038385,0.669541139553762,0.701851694431614,0.5,1,0,0.482020663130958
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.778400737481445,0.445245553117762,0.69766909862533,0,0.427377984179665,0,0.0667282472465636,0.598409182123253,0.62206760393657,0.968626279786453,0.5,0,0,0.555186817616141,1,0,0.874842102416928
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0.990794171872674,0,0.592475558779943,0.679265914614903,0.054575963355663,0.11963436146812,0.979170501385219,0.79895403342083,0.99878947514345,0.527138962832009,0.782596983558773,0.577330998725243,0.260437996370527,0,0.369252347539495
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.398595169455673,0,0.62907431567068,0,0.934800251443356,0.969595247404743,0,0.368776638479518,0.546595470213342,0.785862213762743,0.487504814294086,0.5,0.685038348994363,0.584457206283593,0.339707658448317,0,0.529852115075746
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.741455217289825,0.910270609008786,0.411403911242009,0,0.766640042318352,0.885315934847219,0.858028134718614,0.920311198652944,0.0839561347309819,0,0,0.91846579143278,0.952808835749442,0.82283256417472,0.299368062319521,0,0.593284537255716
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.930015690366647,0,NA,0,0.919234948144798,NA,0.89295814699775,0.894947462624393,0.811384834706416,0,0,0.706546082020126,0.770133950469727,0,0.0461300823672,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.5,0.928599839741089,0.524083481818114,0,0.746598765628552,0.788425926353587,0.863219009916317,0.936726329877432,0.712530389927389,0.88017146052444,0.81434563815783,0.844923657732968,0.871112025459723,0.787105437415099,1,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.45357603143529,0.5,0.244175723276467,0,0.699722233404267,0.601968050147251,0.672447925185323,0.859277806404946,0,0.776432246258627,0.658498176138155,0.719012575728435,0.666923901275349,0,1,0,0.724388974630343
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.220540590025824,0,0.339854229798351,0,0.232849423379035,0.45215741303838,0.5,0.810844563580768,0.543845292552154,0.929505433331836,0.668624962366287,0.522208679583654,0.375546252846054,0.463749121009228,1,0,0.602851743108614
