TR:UZ007:CellType,TR:ANTICD3,TR:BDNF,TR:BN201,TR:GILENYA,TR:H2O2,TR:REBIF,TR:IFNG,TR:NACL,TR:IL1A,TR:TERIFLUNOMIDE,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:POLYIC,TR:CONA,TR:S1P1,TR:TNFA,TR:VITD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.670150969691551,0.845741658485255,0,0,0.10875979892849,0.282458618967147,0.208288251586802,0.750012295119675,0.715621071204013,0.980235776282224,0.136049287140862,0.341197808112088,0.415092790799747,0.477510909622897,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.662558004977186,0.716000242452798,0.798599360849659,0.95485405329666,0.923265298468804,0.414298829436391,0.431215103936272,0.340456754794758,0.20270553882366,0.839974797625144,0.714305071351001,0.722220537285907,0.73402708536311,0.218194158627751,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.93790549817182,0.556808141257581,0.507285364567294,0.852934637162135,0.621839777942078,0.833865779485934,0.931990638067071,0.634799221256283,0.487737175658814,0.857367530898894,0.938196834325452,0.940987783307687,0.652234888906377,0.813744039460561,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0.962600314349829,0,0.985413565362409,0.935278023221909,0.714510747856435,0.657559662639431,0.705901758048055,0.945968183122223,0.959434776636554,0.736999653510066,0.693937305729881,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.558424745219993,0.408798854050883,0.445478467811763,0.701257804968315,0.582283029723109,0.680223825834678,0.832650868169338,0.677056407140753,0.706649493055848,0.476549573704172,0.894232784304007,0.909412212948494,0.592539549202725,0.795060693520354,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.433879148661366,0.0241386042304854,0.152925546091021,0.285804561860855,0.0997111835105438,0.592669061613207,0.413284347280514,0.242095730415824,0.51196931229289,0,0.719441974258117,0.771087111620137,0.612217374573956,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0.597125491431564,0.919818615487634,0.666572599467441,0.489008326440904,0.817950391957623,0.942545815629308,0.010937877063877,0.599077377002538,0,0.887192788045474,0.887007772483548,0.655651372631959,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.818244200585657,0.42009575689318,0.597326677350541,0,0.176259037783574,0.364023458669383,0,0.531886700244713,0.182022687968276,0.885779716349774,0,0,0.474173688784932,0.862292076410862,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.223002017813025,0.435940318065533,0,0.725397536360691,0.0923364478406987,0.687240010855622,0.612602942348075,0.465943782647597,0.708932713026298,0,0.578166711729857,0.641623102980371,0.477233359209436,0,0,0
