TR:KI030:CellType,TR:ANTICD3,TR:BDNF,TR:BN201,TR:GILENYA,TR:H2O2,TR:REBIF,TR:IFNG,TR:NACL,TR:IL1A,TR:TERIFLUNOMIDE,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:POLYIC,TR:CONA,TR:S1P1,TR:TNFA,TR:VITD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.773771294278818,0.831585165938849,0,0.684757811795245,0.784156328640766,0,0.784238489498887,0.654446541978661,0.547498113652669,0.89915025714794,0,0.924676317981618,0.970580777833573,0,0.738328621520997,0.873102314942306,0
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.5,0.5,0,0.646154889829302,0.411449968029978,0,0.4160175388479,0.502555242326613,0.5,0,0,0.371176753716139,0.302151638912862,0,0.63363187270027,0.279276073011759,0
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.68732482184,0.487003904423281,0,0.881330817544713,0,0,0.190789760805249,0.27824520924829,0.411570724828655,0.528200311076407,0,0,0,0,0,0.733935877587673,0
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.769010070910157,0.209627538270258,0,0.405336989772109,0,0,0.128463129215575,0,0,0.5,0,0,0,0,0.00104874844002925,0.0580515770550983,0
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.636447135309986,0,0,0.349466252643396,0.319305693374437,0,0,0.5,0,0,0,0.295434548069789,0.235476049675207,0,0.610297789428085,0,0
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.383140322516897,0.480370599632078,0,0.137538288601124,0.48134988165357,0,0.427826681230996,0,0.997762726097462,0.711111419389202,0,0.505297272030024,0.473908190491276,0,0.765715194079828,0.994836332748309,0
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.817498472699443,0.431416611558666,0,1,0.522025473009881,0,0.5,0.551231474782173,0.992182123191756,0,0,0.430916999220944,0.406807309168429,0,0.703937795137831,0.717459473342986,0
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.978485450228709,0.904283777140865,0,0.0976075256506849,0,0,0.846273819848079,0.0556388737920714,0.63775299807094,0.965973145672872,0,0,0,0,0.693240109060257,0.926138525830329,0
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.575910523957188,0,0.458068145902258,0.578061795983523,0,0.633048960232772,0.880497122230203,0.159278851894775,0.762010029282096,0,0.561574737779987,0.526573500056392,0,0.433956064443501,0.741658981913635,0
