TR:UZ025:CellType,TR:ANTICD3,TR:BDNF,TR:BN201,TR:GILENYA,TR:H2O2,TR:REBIF,TR:IFNG,TR:NACL,TR:IL1A,TR:TERIFLUNOMIDE,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:POLYIC,TR:CONA,TR:S1P1,TR:TNFA,TR:VITD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.89996636347264,0,1,0.577249960631439,0.637109347088902,0.5,0.5,0.989641125779805,0,0.791571863920104,0.850843915220442,0.892723418272995,0,0,0.886737813375006,0.682757585334395
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.578490956218207,0,0.818020744576455,0.00265941466493511,0.387803943269639,0.229995445526537,0.262712657389434,0,0,0,0.5,0.305029271906437,0,0,0,0.535658078636788
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,0.0340331904253274,0.599006769957154,0.186610683846817,0.490477991360901,0,0,0.5,0.496047498567597,0,0,0,0,0.840962808168543
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0.571172980695457,0.5,0.775983497662093,0.735948432301187,0.638876007458732,0,0,0,0.63042955348782,0.178295141743171,0,0,0,0.432458103083818
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.521046296753479,0,0.0604766757605122,0,0.441815450668612,0.774939604947801,0.272204620617269,0,0,0,0.307553466596085,0.061328562453377,0,0,0,0.593044483530668
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.608346944598087,0,0.5,0.0946753284616652,0.543420463686474,0.294651605700982,0.207112617025612,0.998876883424482,0,0.990124766956383,0.250947740198314,0.350265281518924,0,0,0.99593601283167,0.590601504422416
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0.0859276925180057,0,0.455613965789838,0.118762924726264,0.141801888576954,0.990762983624111,0,0,0,0.208857043066905,0,0,0,0.216487660345325
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.976561327033742,0,0.256582862125851,0.765636333171671,0.5,0.82685936520914,0.78363140417078,0.996210351248841,0,0.933333116574066,0.770016599981805,0.634012212710925,0,0,0.956699303281567,0.835337423259782
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.955731710638997,0,0.266591219792753,0.655715570908489,0.397458437695338,0.587954078811855,0.778633065195795,0.991807971341066,0,0.874618908821684,0.814376880897701,0.575124357647546,0,0,0.967935801702487,0.675796786789156
